						
	NPC	Join				
22	侦察兵	300		使所有角色的洞察技术提高6点。%01拿走你每次所得金币的%17％。	我的目光锐利，嗓音洪亮，可以在危险来临前事先警告你，说不定还能救你们一命。我的要价是300个金币并分给我所发现的金币的%17％。	我不在谁为你报警呢？主人，你可犯了个大错误！
23	炼丹师	400		使你的所有角色的炼金技术提高4点。%01拿走你每次所得金币的%17％。	我整天在钻研炼丹技术，对各类药品了如指掌。如果你录用我，我可以在研制药品方面助你一臂之力。我的要价是400个金币并分我你所发现金币的%17％。	我做了我应该做的，你还要解雇我，真不讲道理！
24	炼丹专家	600		使你的所有角色的炼金技术提高8点。%01拿走你每次所得金币的%17％。	钻研炼金术已成为我生命的一部分，我可以轻而易举地提高你的药品的效力。我的要价是600个金币并分我你所发现金币的%17％。	我做了我应该做的，你还要解雇我，真不讲道理！
25	补锅匠	200		使你的所有角色的陷井拆卸技术提高4点。%01拿走你每次所得金币的%17％。	我对修理工具和开锁等技术都略知一二。如果你付我200个金币并分给我所发现的金币的%17％，我就尽心尽力为你效劳。	将来你掉进陷井时候就会想起我的！
26	锁匠	300		使你的所有角色的陷井拆卸技术提高6点。%01拿走你每次所得金币的%17％。	开锁可是门技术活，不是每个人都能轻易学会的。在历险中你们一定需要一个专家锁匠为你们解决问题。如果你们付我300个金币并分给我所发现的金币的%17％，我就为你们效劳。	将来你掉进陷井时候就会想起我的！
27	傻瓜	100		使你的所有角色的幸运值提高5点。%01拿走你每次所得金币的%17％。	众神总对酒鬼、孩子和傻瓜们青睐有加。我就是个傻瓜，让我与你们同行，说不定众神也会宠爱你们。我只要100个金币并分给我所发现的金币的%17％。	跟着你挺有趣的，后会有期。
28	烟囱清扫工	200		使你的所有角色的幸运值提高20点。%01拿走你每次所得金币的%17％。	人们总说清扫烟囱很幸运。我不知道为什么会这样说。清扫烟囱可是件力气活。你们如果付我200个金币并分给我所发现的金币的%17％，我会跟你们走。也许我能带给你们好运。	跟着你挺有趣的，后会有期。
29	搬运工	100		安营扎寨时可减少1天的食物消耗量（至少消耗1天的食物）。%01拿走你每次所得金币的%17％。	如果你们要找人为你们在旅途中提行李或做饭，那你们可找对人了。我只要100个金币并分给我所发现的金币的%17％。	哦，别解雇我，我会好好干的！
30	管家	200		安营扎寨时可减少2天的食物消耗量（至少消耗1天的食物）。%01拿走你每次所得金币的%17％。	只要付我200个金币并分给我所发现的金币的%17％，我会为你们安排一路的作息时间，安营扎寨。你会知道我是物有所值的。	哦，别解雇我，我会好好干的！
31	经纪人	500		使你找到的金币数量增加10个百分点。%01拿走你每次所得金币的%17％。	付我500个金币并分给我所发现的金币的%17％，我会为你们理财，发掘奇珍异宝，使你们的财产增加5个百分点。	记住，没有我你会失去一大笔钱。
32	银行家	1000		使你找到的金币数量增加20个百分点。%01拿走你每次所得金币的%17％。	付我1000个金币并分给我所发现的金币的%17％，我会为你们理财，发掘奇珍异宝，使你们的财产增加10个百分点。	记住，没有我你会失去一大笔钱。
33	伙夫	300	提供食物	每天提供1天的食物（最长可提供十四天）。%01拿走你每次所得金币的%17％。	你们可曾想过要个高明的厨师？付我300个金币并分给我所发现的金币的%17％，我会增加你们的食物量并为队伍做饭。你不会后悔的，人们都对我做的菜赞不绝口！	没有我，你就只能靠馊面包和凉水度日了?  
34	厨师	400	提供食物	每天提供2天的食物（最长可提供十四天）。%01拿走你每次所得金币的%17％。	我曾在埃拉西亚最好的厨师学校学习过。如果你们付我400个金币并分给我所发现的金币的%17％，我就给你们做饭。	没有我，你就只能靠馊面包和凉水度日了?  
35	骑手	100		使驿站旅程减少2天路程（至少为1天）。%01拿走你每次所得金币的%17％。	我看你对驾驭马匹一窍不通，我很乐意在你从驿站租马时为你们照料马匹。在我的帮助下你们可以更快的到达目的地。我的要价是100个金币并分给我所发现的金币的%17％。	啊，我知道，我对你已经没有用了。
36	诗人	1000		使你的声誉一直向一个方向发展。%01拿走你得到的所有金币的%17％。	到哪里我都以一个著名音乐家的身份而名震天下。如果我和你在一起，会对你的声誉有所影响。我只要1000个金币并分给我所发现的金币的%17％。	我们本来有协议的，你怎么能象丢垃圾一样把我扔在这儿呢？
37	巫医	1000		使你的所有角色防御水、火、土、气、肢体、心智魔法的技术提高20点。%01拿走你得到的所有金币的%17％。	埃拉西亚到处是危险的巫师，大多会施展可怕的元素魔法，有的还喜欢施展心智魔法和肢体魔法来攻击敌人。但我知道抵御这些魔法的魔法，并能使这种魔法持续有效。如果让我与你们同行我会施展该项魔法。我的要价是1000个金币并分给我所发现的金币的%17％。	你不怕那些神奇的魔法了吗？我提醒过你了，好好想想吧！
38	绘图师	200		使魔力神眼的魔法技术一直保持专家级水平。%01拿走你得到的所有金币的%17％。	付我200个金币并分给我所发现的金币的%17％，我能持续施展专家级水平的魔力神眼魔法。	就算你会魔力神眼魔法，有我在身边可以节省魔法能量，你想到这一点吗？
39	追风狂人	2000	飞行奇术	每天施展一次飞行奇术魔法(持续时间2小时)。%01拿走你得到的所有金币的%17％。	你们想飞吗？让我与你们同行我每天一次向你们施展飞行奇术魔法。我的要价是2000个金币并分给我所发现的金币的%17％。很便宜，不是吗？	就为了这么点钱就放弃学习飞行奇术魔法？好好考虑一下吧，朋友。
40	浪里白条	1000	凌波微步	每天施展一次凌波微步魔法(持续时间3小时)。%01拿走你得到的所有金币的%17％。	古老预言传说有能在水面行走的强大魔法，而我重新发现了这个秘密。我每天一次可以向你们施展凌波微步的魔法。你只要付我1000个金币并分给我所发现的金币的%17％。	就为了这么点钱就放弃学习凌波微步魔法？好好考虑一下吧，朋友。
41	神行太保	2000	时空之门	每天一次施展大师级的时空之门魔法技术。%01拿走你得到的所有金币的%17％。 	有些魔法能够复制埃拉西亚的自然魔力，时空之门就是其中之一。我对这项魔法的理解已达到大师级水平。如果雇佣我，我每天一次为你们施展该项魔法。我的要价为2000个金币并分给我所发现的金币的%17％。	就为了这么点钱就放弃学习时空之门魔法？好好考虑一下吧，朋友。
42	救世神医	200	圣灵佑佐	每天一次施展大师级圣灵佑佐的魔法技术(持续时间2小时)。%01拿走你得到的所有金币的%17％。	向我的神庙捐献200个金币并分给神庙所发现的金币的%17％，我就和你们一起闯荡江湖并每天施展一次圣灵佑佐魔法。	我已经向众神祈祷过了，他们说一旦你解雇我，他们会大发雷霆。好好考虑一下吧！
43	号手	300	军号声胜	每天一次施展大师级天赐神力的魔法技术(持续时间两小时)。%01拿走你得到的所有金币的%17％。	所有的部队都要个号手以便在战斗中鼓舞斗志。你的队伍也要象我这样一个人。如果你付我300个金币并分给我所发现的金币的%17％，我就跟你们走。	你竟要解雇我这个鼓舞士气的号手，在战斗中你可要倒霉的！
44	探险家	100		所有旅程减少1天路程(最短为1天路程)。%01拿走你得到的所有金币的%17％。	以我多年的旅行经验，无论你们走陆路还是水路我都可以使你们缩短1天的路程。我只要100个金币并分给我所发现的金币的%17％。	既然我已没什么用了，好吧！请记住我为你效力的这段日子。
45	海盗	500		航船路程减少2天旅程。找到的金币数量增加10个百分点，声誉一直下降。%01拿走你得到的所有金币的%17％。 	啊，我一生追求在海上自由航行的那种感觉，知道怎样在海上抄近道以加快速度，并且知道怎样理财。但这两天我挺不走运的，如果你付我500个金币并分给我所发现的金币的%17％，我就死心塌地为你效劳。	啊，你忍心不要我这个可怜的老水手吗？请再考虑一下吧！
46	随从	600		每个角色的铠甲和兵器技术提高2点。%01拿走你得到的所有金币的%17％。	每个剑客都要有个随从为他们看管兵器和铠甲。如果你付我600个金币并分给我所发现的金币的%17％，我就做你的随从。	哦，别解雇我，我会好好干的！
47	星象学家	400		每个角色的洞察术提高5点，幸运值增加10点。%01拿走你得到的所有金币的%17％。	我一直在钻研如何增加幸运。如果你付我400个金币并分给我所发现的金币的%17％，我就会使你的队伍好运常伴。	我想你以后会后悔的！
48	吉普赛人	100		休息时减少1天的食物消耗量(最少消耗1天的食物)。每个角色的经商技术提高3点，声誉一直下降。%01拿走你得到的所有金币的%17％。	我的一生都过着颠沛流离的生活。如果你付我100个金币并分给我所发现的金币的%17％，我将传授你旅行的技巧和如何及时应变。	我为你做饭，还为你省钱，就得到这个结果？
49	外交官	500		有%01加入你的队伍，你们在任何种族都会成为最受欢迎的人。%01拿走你得到的所有金币的%17％。	并不是每个人都知道如何与陌生人打交道。而这正是我的特长。如果让我与你们同行，我能教你如何融入这个社会。我的要价是500个金币并分给我所发现的金币的%17％。	等等！听我说！我知道你并不想解雇我，我明白的！
50	骗子	200		每个角色的经商术提高8点，声誉一直下降。%01花费你得到的所有金币的%17％。	许多人会在谈话中不知不觉地放弃原先的立场，作出一些他们自己也会认为不可思议的荒唐决定。其实技巧很简单，就是不停的说话，使对方无暇思考你的真正意图。如果你付我200个金币并分给我所发现的金币的%17％，我就和你在一起传授你这项技术。	等等！听我说！我知道你并不想解雇我，我明白的！
51	夜盗	2000		每个角色的陷井拆卸术和偷窃术提高8点。声誉一直下降。%01不会花你一文钱。	想破解机关和陷井吗？这可是门技术活。自从我出狱后三年来我一直干这个行当。如果你需要的话，我就跟你们走，我不取分文，只想增加点经验。	怎么回事？我可一直在努力工作啊！
52	邪恶法师	2500	神佑一时	每天施展一次神佑一日魔法，持续时间为6个小时。%01花费你得到的所有金币的%17％。	不在魔法师圈子里混的人根本不知道神佑一日魔法。只要你们录用我，我会每天施展一次这种魔法。只要给我2500个金币并分我所发现金币的%17％就够了	就为了这么点钱就放弃学习高深的魔法咒语？好好考虑一下吧，朋友。
53	教士	500		使所有角色自我魔法（肢体、心智、灵魂魔法）技术提高2点。%01花费你得到的所有金币的%17％。	付我500个金币并分我所发现金币的%17％，我会稍微提高你的肢体魔法技术。	我不在，你不但失去了一个好朋友，一位精神导师，而且失去了与众神沟通的纽带。你不会这样做的吧！
54	主教	1000		使所有角色自我魔法（肢体、心智、灵魂魔法）技术提高3点。%01花费你得到的所有金币的%17％。	付我1000个金币并分我所发现金币的%17％，我会大大提高你的肢体魔法技术。	我不在，你不但失去了一个好朋友，一位精神导师，而且失去了与众神沟通的纽带。你不会这样做的吧！
55	大主教	2000		使所有角色自我魔法（肢体、心智、灵魂魔法）技术提高4点。%01花费你得到的所有金币的%17％。	只要付我2000个金币并分我所发现金币的%17％，我会使你的肢体魔法技术急剧上升。	我不在，你不但失去了一个好朋友，一位精神导师，而且失去了与众神沟通的纽带。你不会这样做的吧！
56	僧侣	500		使所有角色空手和躲避技术提高2点。%01花费你得到的所有金币的%17％。	我能使你的精神和身体得到全面的严格训练。使你的空手搏斗技术迅速提高。我只要500个金币并分我所发现金币的%17％。	我的本事你才学了点皮毛。这么快就放弃了吗，小子？
57	智者	750		使所有角色鉴定物品和鉴定怪物的能力提高6点。%01花费你得到的所有金币的%17％。	在埃拉西亚我鉴定物品和鉴定怪物的能力已达到炉火纯青的地步。只要付我750个金币并分我所发现金币的%17％，我会在路途中助你一臂之力。	记住，你将失去我的忠告和渊博的知识！
58	猎人	500		使所有角色鉴定怪物的能力提高4点。%01花费你得到的所有金币的%17％。	在埃拉西亚我捕获的怪兽数量最多，对它们的习性也有所了解。尽管我现在不打猎了。但只要付我500个金币并分我所发现金币的%17％，我会在路途中提一些忠告的。	好吧，老猎人可不会向别人乞求什么。要是你要解雇我，尽管这样做吧。
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
