24	91	91	91	91
25	92	92	92	92
26	93	93	93	93
27	94	94	94	94
28	95	95	95	95
29	61	60	80	80
Training halls	Max level
1	5
2	15
3	25
4	25
5	200
6	65535
7	5
8	15
9	25
10	25
11	200
12	200
13	65535
14	50
15	50
16	100
17	200
18	65535
19	54
20	15
21	60
22	40
23	65535
24	20
25	100
26	200
27	30
28	80
29	50
Arcomage in taverns	Tower to win	Res to win	Tower at start	Wall at start	Res1 per turn	Res2	Res3	Res1 at start	Res2	Res3	Ai	'Rules' text index
1	30	100	15	5	2	2	2	10	10	10	0	137
2	50	150	20	5	2	2	2	5	5	5	1	138
3	50	150	20	5	2	2	2	5	5	5	2	139
4	75	200	25	10	3	3	3	5	5	5	2	140
5	75	200	20	10	3	3	3	5	5	5	1	141
6	100	300	30	15	4	4	4	10	10	10	1	142
7	100	300	30	15	4	4	4	10	10	10	2	143
8	150	400	20	10	5	5	5	25	25	25	0	144
9	200	500	20	10	1	1	1	15	15	15	2	145
10	100	300	20	50	1	1	5	5	5	25	0	146
11	125	350	10	20	3	1	2	15	5	10	2	147
12	30	100	15	5	2	2	2	10	10	10	0	137
13	30	100	15	5	2	2	2	10	10	10	0	137
14	50	150	20	5	2	2	2	5	5	5	1	138
15	50	150	20	5	2	2	2	5	5	5	2	139
16	75	200	25	10	3	3	3	5	5	5	2	140
17	75	200	20	10	3	3	3	5	5	5	1	141
18	100	300	30	15	4	4	4	10	10	10	1	142
19	100	300	30	15	4	4	4	10	10	10	2	143
20	150	400	20	10	5	5	5	25	25	25	0	144
21	200	500	20	10	1	1	1	15	15	15	2	145
22	100	300	20	50	1	1	5	5	5	25	0	146
23	125	350	10	20	3	1	2	15	5	10	2	147
24	125	350	10	20	3	1	2	15	5	10	1	148
25	100	300	50	50	5	3	5	20	10	20	0	149
26	30	100	15	5	2	2	2	10	10	10	0	137
27	50	150	20	5	2	2	2	5	5	5	1	138
28	50	150	20	5	2	2	2	5	5	5	2	139
29	75	200	25	10	3	3	3	5	5	5	2	140
30	75	200	20	10	3	3	3	5	5	5	1	141
31	100	300	30	15	4	4	4	10	10	10	1	142
32	100	300	30	15	4	4	4	10	10	10	2	143
33	50	150	20	5	2	2	2	5	5	5	1	138
34	30	100	15	5	2	2	2	10	10	10	0	137
35	50	150	20	5	2	2	2	5	5	5	1	138
36	50	150	20	5	2	2	2	5	5	5	2	139
37	75	200	25	10	3	3	3	5	5	5	2	140
38	75	200	20	10	3	3	3	5	5	5	1	141
39	100	300	30	15	4	4	4	10	10	10	1	142
40	100	300	30	15	4	4	4	10	10	10	2	143
41	150	400	20	10	5	5	5	25	25	25	0	144
42	200	500	20	10	1	1	1	15	15	15	2	145
43	100	300	20	50	1	1	5	5	5	25	0	146
44	125	350	10	20	3	1	2	15	5	10	2	147
45	125	350	10	20	3	1	2	15	5	10	1	148
46	100	300	50	50	5	3	5	20	10	20	0	149
47	30	100	15	5	2	2	2	10	10	10	0	137
48	50	150	20	5	2	2	2	5	5	5	1	138
49	50	150	20	5	2	2	2	5	5	5	2	139
50	75	200	25	10	3	3	3	5	5	5	2	140
51	75	200	20	10	3	3	3	5	5	5	1	141
52	100	300	30	15	4	4	4	10	10	10	1	142
53	100	300	30	15	4	4	4	10	10	10	2	143
