#	Pic index	Note
106	708,709,710,711,712,713,714,715,716,717,719,720,721,722,723,724,725,726,727	Peasant
107	708,709,710,711,712,713,714,715,716,717,719,720,721,722,723,724,725,726,727	Peasant
108	485,486,491,498,740,741,742,743,744,745,746,747,748,749,750,751,752,753,754,755,756,757,758,759,760,761,762,763,764	Peasant
109	485,486,491,498,740,741,742,743,744,745,746,747,748,749,750,751,752,753,754,755,756,757,758,759,760,761,762,763,764	Peasant
110	485,486,491,498,740,741,742,743,744,745,746,747,748,749,750,751,752,753,754,755,756,757,758,759,760,761,762,763,764	Peasant
111	560, 561, 641, 642, 643, 644, 645, 646, 647, 648, 649, 650, 651, 652, 653, 654, 655, 666, 667, 668, 669, 670, 671	Peasant
112	560, 561, 641, 642, 643, 644, 645, 646, 647, 648, 649, 650, 651, 652, 653, 654, 655, 666, 667, 668, 669, 670, 671	Peasant
113	560, 561, 641, 642, 643, 644, 645, 646, 647, 648, 649, 650, 651, 652, 653, 654, 655, 666, 667, 668, 669, 670, 671	Peasant
114	562, 563, 672, 673, 674, 675, 676, 677, 678, 679, 680, 681, 682, 683, 684, 685, 686	Peasant
115	562, 563, 672, 673, 674, 675, 676, 677, 678, 679, 680, 681, 682, 683, 684, 685, 686	Peasant
116	562, 563, 672, 673, 674, 675, 676, 677, 678, 679, 680, 681, 682, 683, 684, 685, 686	Peasant
117	789, 790, 791, 792, 793, 796, 798, 821, 822, 823, 824, 825, 826, 827, 828, 829, 830, 831, 832, 834	Peasant
118	789, 790, 791, 792, 793, 796, 798, 821, 822, 823, 824, 825, 826, 827, 828, 829, 830, 831, 832, 834	Peasant
119	789, 790, 791, 792, 793, 796, 798, 821, 822, 823, 824, 825, 826, 827, 828, 829, 830, 831, 832, 834	Peasant
120	572, 580, 869, 874, 875, 877, 889, 890, 893, 910, 913, 916, 928, 929, 934, 940, 947, 951, 956, 957, 961	Peasant
121	572, 580, 869, 874, 875, 877, 889, 890, 893, 910, 913, 916, 928, 929, 934, 940, 947, 951, 956, 957, 961	Peasant
122	572, 580, 869, 874, 875, 877, 889, 890, 893, 910, 913, 916, 928, 929, 934, 940, 947, 951, 956, 957, 961	Peasant
123	572, 580, 869, 874, 875, 877, 889, 890, 893, 910, 913, 916, 928, 929, 934, 940, 947, 951, 956, 957, 961	Peasant
124	572, 580, 869, 874, 875, 877, 889, 890, 893, 910, 913, 916, 928, 929, 934, 940, 947, 951, 956, 957, 961	Peasant
125	572, 580, 869, 874, 875, 877, 889, 890, 893, 910, 913, 916, 928, 929, 934, 940, 947, 951, 956, 957, 961	Peasant
126	789, 790, 791, 792, 793, 796, 798, 821, 822, 823, 824, 825, 826, 827, 828, 829, 830, 831, 832, 834	Peasant
127	789, 790, 791, 792, 793, 796, 798, 821, 822, 823, 824, 825, 826, 827, 828, 829, 830, 831, 832, 834	Peasant
128	789, 790, 791, 792, 793, 796, 798, 821, 822, 823, 824, 825, 826, 827, 828, 829, 830, 831, 832, 834	Peasant
129	0	Giant Rat
130	0	Seeker Droid
131	0	Roc
132	0	Giant Shark
133	0	Skeleton
134	0	Giant Spider
135	0	Swordsman
136	0	Thief
137	0	Titan
138	0	Troglodyte Drone
139	0	Minion Vampire
140	0	Fire Warlock
141	0	Wight
142	0	Wyvern
143	0	Rotted Corpse
144	542, 543, 544, 545, 546, 547, 548, 549, 550, 551, 552, 553, 556, 599, 600, 601, 602, 603, 604, 605, 607, 608, 609, 611, 612, 613	peasant
145	542, 543, 544, 545, 546, 547, 548, 549, 550, 551, 552, 553, 556, 599, 600, 601, 602, 603, 604, 605, 607, 608, 609, 611, 612, 613	peasant
146	542, 543, 544, 545, 546, 547, 548, 549, 550, 551, 552, 553, 556, 599, 600, 601, 602, 603, 604, 605, 607, 608, 609, 611, 612, 613	peasant
147	620, 621, 622, 623, 624, 626, 627, 628, 269, 630, 631, 632, 633, 634, 635, 636, 637, 638, 639, 640	peasant
148	620, 621, 622, 623, 624, 626, 627, 628, 269, 630, 631, 632, 633, 634, 635, 636, 637, 638, 639, 640	peasant
149	620, 621, 622, 623, 624, 626, 627, 628, 269, 630, 631, 632, 633, 634, 635, 636, 637, 638, 639, 640	peasant
150	0	Swamp Troll
151	0	Tree
152	0	Ghast
153	0	Tolberti
154	0	Mega-Dragon
155	0	Cat A
156	0	Chicken A
157	0	Dog A
158	0	Rat A
159	1017	Archer
160	1008	Magyar
161	1009	Bat
162	1028	Flying Eye
163	0973	Blood Sucker
164	0	Acolyte of Baa
165	1001	Cobra
166	1004	Agar's Pet
167	0971	Devil Captain
168	1020	Devil Spawn
169	0	Fire Lizard
170	0	Flame Drake
171	1024	Wyrm
172	1025	Red Dragon
173	0982	Druid
174	1012	Dwarf
175	1007	Dust Devil
176	1003	Rock Beast
177	1002	Fire Beast
178	0	Water Beast
179	0	Fighter
180	0970	Thug
181	0999	Stone Gargoyle
182	1005	Genie
183	0996	Ghost
184	1031	Goblin
185	1016	Guard
186	1018	Harpy
187	0998	Hydra
188	1000	Defender of VARN
189	0994	Death Knight
190	0995	Lich
191	0993	Lizard Man
192	1015	Medusa
193	0	Peasant
194	1022	Minotaur
195	1023	Novice Monk
196	0990	Swordsman
197	1006	Ooze
198	0	Ogre
199	137, 193, 195, 199, 197, 200, 201, 203, 157, 354, 423	Peasant
200	260, 54, 263, 267, 268, 282, 293, 304, 321, 365, 390	Peasant
201	0985	Cutpurse
202	0987	Cannibal
203	36, 39, 42, 52, 53, 64, 164, 258, 261, 262, 269, 270, 272, 274, 276, 280, 283, 296, 301, 323, 325, 334, 347, 352, 364, 388, 405, 420, 443	Peasant
204	0988	Apprentice Mage
205	0986	Follower of Baa
206	0	Cannibal
207	0977	Common Rat
208	0981	Patrol Unit
209	0	Sea Serpent
210	1026	Skeleton
211	1014	Sorcerer
212	0978	Spider
213	0976	Thief
214	0980	Titan
215	1021	Wolfman
216	0	Reactor
217	0	Cactus
