"1-199 equipable items, 200- potions, 300- scrolls, 400-books, 500- artifacts, 600 quest items 700- message scrolls "																
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
31	item031	石斧	30	Weapon	Axe	4d2	0	5	1	斧	7	0	0	30	84	这种武器只不过是烤硬的棍子绑上锋利的石头而已，不管是当做武器或是工具都太过简陋了些。
32	item032	战斗斧	100	Weapon	Axe	4d2	2	5	2	斧	7	0	0	28	86	这种战斗斧通常是由骑士携带，充作备用武器。不过，有些时候也有骑士偏好它们胜过使用刀剑。
33	item033	战斧	250	Weapon	Axe	4d2	5	5	4	斧	7	0	0	27	96	这种沉重的斧头是用来单手持用，对付穿戴盔甲或是没有穿戴盔甲的敌人。
34	item034	矮人战斧	550	Weapon	Axe	4d2	8	5	6	斧	7	0	0	37	110	虽然贾丹姆大陆上的黑暗矮人在金属铸造方面比不上它们的伊拉西亚同胞，但他们所打造的武器相对来说依旧非常不错。
35	item035	牛头人战斧	775	Weapon	Axe	4d2	11	5	9	斧	7	0	0	41	110	这些武器是牛头人所打造，为了对抗巨魔所设计的。它们是利用秘密的合金配方所铸造出来的，因此，它们的刀刃十分难以磨钝，更难以磨利。
36	item036	双手斧	225	Weapon2	Axe	3d7	0	6	1	双手巨斧	8	0	0	40	92	虽然这种东西看起来比较像是工具，但这柄简陋的斧头其实还是可以造成相当的伤害。
37	item038	步兵斧	450	Weapon2	Axe	3d7	2	6	4	双手巨斧	8	0	0	42	106	这种双手巨斧可以劈开盔甲，是许多战士面对骑士时的最爱。
38	item037	牛头人巨斧	900	Weapon2	Axe	3d7	5	6	7	双手巨斧	8	0	0	48	87	这种双手巨斧是牛头人相当爱用的兵器。因为只有他们拥有足够的力量来使用这种武器。
39	item039	精锐牛头人斧	1250	Weapon2	Axe	3d7	9	6	9	双手巨斧	8	0	0	46	103	这种做工极为精致的斧头只派发给牛头人圣地防御部队的黑角部队使用。
40	item040	牛头人战将斧	1500	Weapon2	Axe	3d7	12	6	13	双手巨斧	8	0	0	42	112	牛头人的战将拿着这种杀伤力惊人的斧头率领整个部队冲锋陷阵。
41	item041	巨魔战斗棒	15	Weapon1or2	Spear	1d9	0	6	1	长矛	9	0	0	17	116	这是经过火烤变硬、削尖的棍子，上面还插上尖刺。这类的长矛通常是巨魔部队用来演习和进行基本战斗训练用的。
42	item042	钢矛	50	Weapon1or2	Spear	1d9	2	6	3	长矛	9	0	0	20	116	许多种族的兵器库里面都不会缺少长矛这种兵器，这是有原因的：它们是相当有效的致命武器。这种武器是牛头人所善用的武器。
43	item043	精灵长矛	250	Weapon1or2	Spear	1d9	5	6	6	长矛	9	0	0	13	119	这柄做工精细，拥有坚硬的合金枪尖的长矛是艾尔瓦精灵武器工厂的产品。
44	item044	战矛	450	Weapon1or2	Spear	1d9	9	6	9	长矛	9	0	0	25	124	这柄长矛是真正的战场上所使用的。它非常的沉重，一般的民兵无法有效的使用这种武器，是专门用来让擅用长矛的专职士兵发挥威力的兵器。
45	item045	龙鱼叉	650	Weapon1or2	Spear	1d9	13	6	12	长矛	9	0	0	17	111	这种拥有倒刺枪尖的武器是专门用来伤害飞龙用的，连最古老的龙类都无法逃脱它的威胁。很自然的，要不要杀掉敌人会是武器持有者的选择。
46	item046	战戟	200	Weapon1or2	Spear	3d6	0	6	1	戟	10	0	0	34	93	这种简陋的长柄斧看来似乎是将农家的工具绑上粗制滥造的长矛而成。
47	item048	戟	400	Weapon1or2	Spear	3d6	3	6	3	戟	10	0	0	30	111	这种武器结合了斧头和长矛的特点，是用来在战阵中使用，或是在窄小空间的格斗中派上用场。
48	item047	锋芒戟	700	Weapon1or2	Spear	3d6	6	6	5	戟	10	0	0	38	107	这个经过改进的戟在斧刃的另外一边装上了一个尖刺，除了提供了更好的平衡之外，也拥有穿透铠甲的实力。
49	item049	牛头人战斗长柄斧	1300	Weapon1or2	Spear	3d6	10	6	8	戟	10	0	0	38	123	当牛头人和遥远的霜雪巨人开战的时候，他们的国王巴尔萨煞下令将这些武器派发给他们使用。他常常说，“由于他们要离开很长的时间，应该把最耐用的武器派到他们手上。”
50	item050	迷宫抓勾	1600	Weapon1or2	Spear	3d6	13	6	11	戟	10	0	0	24	135	牛头人极端无法容忍有外来者入侵他们的迷宫。这点光从迷宫守卫所使用的武器就看的出来。
51	item051	草叉	100	Weapon1or2	Spear	2d6	0	6	1	三叉戟	11	0	0	25	113	虽然这原来是农家爱用的工具，但这柄草叉只要经过相当的改良，就能够成为相当耐用的精良武器。
52	item052	步兵战斗叉	400	Weapon1or2	Spear	2d6	2	6	3	三叉戟	11	0	0	27	137	这种武器是专门用来让步兵和骑士之间的战斗能够更为平衡所设计的。这种经过修改的长矛相当的有用，但却是有点笨拙的武器。
53	item053	蜥蜴人三叉戟	650	Weapon1or2	Spear	2d6	6	6	6	三叉戟	11	0	0	22	141	匕伤岛上的武器工匠会打造各式各样的矛头。这个三叉戟就是他们最不寻常的设计之一，在叉上的倒刺让最普通的突刺攻击都能够造成巨大的伤害。
54	item054	雷格那三叉戟	900	Weapon1or2	Spear	2d6	9	6	9	三叉戟	11	0	0	23	130	所有雷格那的船舰在离港的时候都会携带许多箱的三叉戟。贸然想要登舰的尝试很难在这些锐利尖刺的威胁之下成功。
55	item055	崔顿三叉戟	1250	Weapon1or2	Spear	2d6	13	6	12	三叉戟	11	0	0	26	125	使用者第一次拿到这柄三叉戟的时候会首先注意到它触手生冰。第二个注意到的会是龙龟骨胳的尖刺似乎由一双看不见的手所引导，寻找敌人防卫最弱的地方攻击。
56	item056	猎弓	200	Missile	Bow	5d2	0	6	1	弓	12	0	0	23	96	这种重量很轻的弓设计简单，也就是专门为了攻击小型的猎物所用的，其实并不适合在战斗中使用。
57	item057	弯弓	300	Missile	Bow	5d2	2	3	3	弓	12	0	0	21	102	弯曲的弓身让弓箭手可以拉开平常无法拉开的沉重弓弦。拉力越大，代表箭的射程和伤害力也就越大。
58	item058	蛇木弓	400	Missile	Bow	5d2	4	3	6	弓	12	0	0	24	100	安罗斯的人类士兵们时常携带由当地蛇木所制造的弓箭。这种强韧有弹性的木头适合用来制造坚固的弓箭。
59	item059	精灵战弓	500	Missile	Bow	5d2	6	3	9	弓	12	0	0	23	102	借着把一层层的骨胳、钢铁、木头结合在一起，艾尔瓦的弓箭工匠们创造出了拥有极佳平衡、强度和准确度的弓箭来。这过程需要耗费很多的时间、精神以及昂贵的原料，这也就是为什么这类武器都要花费相当多金钱的原因。
60	item060	恶魔骨弓	750	Missile	Bow	5d2	7	3	12	弓	12	0	0	30	100	黑暗精灵的制弓工匠发现了魔族的脊椎拥有不寻常的特性，最适合用来制作重型长弓的弓身。在额外增加了一些滑轮之后，即使是不具超人力量的使用者也可以拉开弓弦。
61	item061	轻型十字弓	50	Missile	Bow	4d2	0	4	1	十字弓	13	0	0	28	70	由于十字弓使用的便利性，各地的民兵都很爱购买和储存这类的武器。它们不需要太大拉力就可以使用的特性和粗劣的作工让它们只能算是中等的武器。
62	item062	血滴十字弓	200	Missile	Bow	4d2	3	4	3	十字弓	13	0	0	26	75	这是品质相当好的轻型十字弓，拥有相当完整的整套工具，以及不错的瞄准平衡度。
63	item063	狩猎十字弓	300	Missile	Bow	4d2	5	4	6	十字弓	13	0	0	32	83	这种中型的十字弓适用于战场，虽然原始的设计是用来狩猎，但其实也很适合战斗中使用。
64	item064	篷车十字弓	400	Missile	Bow	4d2	7	4	9	十字弓	13	0	0	38	85	艾尔瓦的商人们喜欢让麾下的守卫们拥有相当不错的武器防具。这种沉重的十字弓拥有相当不错，用来拉开弓弦的设备。
65	item065	雷格那十字弓	550	Missile	Bow	4d2	8	4	12	十字弓	13	0	0	37	92	雷格那岛上的海盗花费了好几个世纪的时间来改良它们十字弓的设计。最后诞生的武器是使用水晶瞄准具、合金弓身的超强兵器。如果不是由于依鲁丁合金的滑轮，根本不可能拉的动这种超级兵器。
66	item066	钉头锤	50	Weapon	Mace	2d4	0	6	1	钉头锤	14	0	0	22	116	这是普通棍棒的改良型武器，杀伤力稍稍强一些，外观也比较好看。
67	item067	链枷	150	Weapon	Mace	2d4	2	6	3	链枷	14	0	0	58	113	虽然这是从农庄的同名产品中改良产生的，链枷的长距离攻击威力让它成为相当不错的武器。
68	item068	神殿钉头锤	300	Weapon	Mace	2d4	5	6	6	钉头锤	14	0	0	33	126	在这柄钉头锤上所刻画的日冕不只骄傲的宣布它是太阳神殿牧师所使用的武器，更大幅增加了它的威力。
69	item069	神圣令牌	450	Weapon	Mace	2d4	7	6	9	钉头锤	14	0	0	12	159	这种钉头锤除了是象征地位的物品之外，也是太阳神殿高阶的祭司所携带的武器。它的握柄装饰有许多的华丽花纹，却无法掩饰它的锤头是由依鲁丁合金所打造的强大杀伤力。
70	item070	食人魔战斗锤	600	Weapon	Mace	2d4	11	6	12	钉头锤	14	0	0	30	177	虽然大多数的种族都集中心力在研究开锋的武器，但食人魔一族一直以改进重击武器为目标。这种以特殊合金铸造的一体成型重击武器就是一个最好的例子。
71	item071	大榔头	120	Weapon	Mace	2d5	0	6	1	锤	15	0	0	26	76	这柄锤子其实比较适用于建筑攻城，不过依旧可以造成敌人的伤害，只是使用起来比较笨拙。
72	item072	战场之锤	300	Weapon	Mace	2d5	3	6	3	锤	15	0	0	21	107	这种锤子是设计来成为步兵部队的次要武器，用来了结那些掉落到地面的敌人。
73	item073	战锤	450	Weapon	Mace	2d5	6	6	5	锤	15	0	0	26	103	这是战场上战锤的改良版，重量比较重、使用起来比较方便，也更耐久。虽然这需要相当的力量才能够操控，但对于敌人来说都是种相当可怕的威胁。
74	item074	太阳之锤	650	Weapon	Mace	2d5	9	6	8	锤	15	0	0	19	107	太阳教派的牧师不能够使用开锋的武器。也因此，他们才会携带和研发这么精良的战锤。为了强调他们信仰的力量，锤头上还隽刻有太阳的符号。
75	item075	食人魔巨锤	890	Weapon	Mace	2d5	12	6	12	锤	15	0	0	31	107	实际拿着这柄武器才会体验到它的平衡感和极佳的握感。这个武器的锤头是用一整块水晶所打造的。食人魔的工匠们花费一辈子的时间才能够打造出拥有强大硬度，却又不会随便破碎的锤头来。
76	item076	棍棒	1	Weapon	Club	1d3	0	3	0	棍棒	16	0	0	16	119	这柄棍棒的木顶上装了短铁刺，增加了一些攻击力。这个武器所能够显示出来的最佳特色就是可以从身边随手拿到的物品中取得零件。
77	item077	刺木棒	100	Weapon	Club	1d3	3	3	2	棍棒	16	0	0	31	148	铁沙漠的食人魔利用刺木的坚硬根部经过火烤之后制造出相当不错的武器来。
78	item078	大君之棍	350	Weapon	Mace	3d3	6	3	5	棍棒	16	0	0	26	161	食人魔的酋长必须经过一连串的搏斗才能够晋升到目前的地位。失败者的棍棒常常会出现在市场上供人购买。
79	item079	旅者之杖	40	Weapon2	Staff	2d4	0	3	1	手杖	17	0	0	10	63	贾丹姆大陆上的旅行者经常会面临许多的危机。即使最不想要作战的人们也会携带一些防身的弓句。这种铁头的手杖就是相当不错的选择。
80	item080	圆球之杖	150	Weapon2	Staff	2d4	2	3	3	手杖	17	0	0	14	88	这柄手杖顶端装有打磨过的绿松石，让它拥有更强大的攻击力。
81	item081	牧师之杖	250	Weapon2	Staff	2d4	4	3	5	手杖	17	0	0	14	95	这柄装饰华丽的手杖是蜥蜴人制造的产品。它包覆着珍贵的兽皮，两端分别是由青铜包覆的部分。这种手杖通常是由蜥蜴人的祭司携带，象征他们的地位。
82	item082	蛇杖	400	Weapon2	Staff	2d4	6	3	8	手杖	17	0	0	18	100	这些少见的手杖看起来也许不太好用，但却是魔法的产物。在战斗中它们将会拥有一部份动物的智能和反应力，能够打穿敌人的防御。
83	item083	骨杖	600	Weapon2	Staff	2d4	8	3	12	手杖	17	0	0	35	118	这是由双足翼龙的脊椎骨和龙类的肩甲骨所组合成的手杖，也是由死灵魔法所打造出来的攻击武器。这种武器通常本身就会附有相当强烈的攻击法术。
84	item084	皮背心	150	Armor	Leather	4	0	3	1	皮甲	20	0	0	0	0	这个由厚重、耐用的兽皮所制作，上面钉上黄铜扣的盔甲可以提供最基本的防护。
85	item085	硬皮背心	250	Armor	Leather	4	2	3	4	皮甲	20	0	0	0	0	这种皮甲经过特殊的硬化程序，可以提供更进一步的防护。虽然它的重量轻，穿起来也舒服，但却无法提供太多的防护。
86	item086	皮衣	450	Armor	Leather	4	6	3	8	皮甲	20	0	0	0	0	这是防御艾尔瓦商队的守卫最常穿着的盔甲。经过硬化程序的胸甲内部还有镶嵌特殊的金属，内部还穿着一件较有弹性的兽皮，让使用者可以获得最大的防护，却不会对移动的敏捷度造成太大的危害。
87	item087	雷格那皮甲	750	Armor	Leather	4	12	3	10	皮甲	20	0	0	0	0	虽然看起来太过瘦薄，无法提供足够的防御，但雷格那出产的这款盔甲拥有些许魔法防护，让它们几乎变得和钢铁一样的兼顾。另外，秘密的制程也让这种盔甲足以抗拒盐水的腐蚀。
88	item088	艾尔瓦皮甲	1150	Armor	Leather	4	20	3	12	皮甲	20	0	0	0	0	这种品质的皮甲是艾尔瓦盔甲公会所能够打造的最高品质皮甲。这个皮甲所拥有的合金防御几乎无法穿透，而内部彼此闭锁的防御机制却还可以让穿戴者依旧行动自如。
89	item089	生锈锁子甲背心	400	Armor	Chain	8	0	6	1	锁子甲	21	0	0	0	0	这套腐蚀的锁子甲以前曾经有过更好的外观。它曾经经过多次的修补和维护，甚至可以看的出来有些地方用过比较糟糕的锁子甲来弥补原先的破洞。
90	item090	钢锁子甲	600	Armor	Chain	8	4	6	5	锁子甲	21	0	0	0	0	这种盔甲是由钢铁所打造，适合各种部队中的步兵列阵的时候穿戴。
91	item091	牛头人锁子甲	900	Armor	Chain	8	10	6	10	锁子甲	21	0	0	0	0	这种设计原先是牛头人为了瓦利大战所开发出来的。但由于这种锁子甲拥有极佳的包覆性和作工，稍后也相当获得其它种族的欢迎。现在巴尔萨煞巢穴的盔甲工匠们愿意为了花的起钱的大爷们打造足够让人大吃一惊的盔甲。
92	item092	合金锁子甲	1300	Armor	Chain	8	18	6	15	锁子甲	21	0	0	0	0	艾尔瓦的黑暗精灵们相当慎重其事的保守他们席尔多合金配方的秘密。利用这种合金所制作的锁子甲不只质轻，更可以抵抗最坚硬的武器。
93	item093	超合金锁子甲	1800	Armor	Chain	8	28	6	20	锁子甲	21	0	0	0	0	这是另外一款由艾尔瓦盔甲工匠们生产的高文件产品，这种结合了铠甲和锁子甲，以及席尔多合金，外包依鲁丁的盔甲不只结合了最好的原料，更是工艺技术的结晶。
94	item094	生锈胸甲	1000	Armor	Plate	20	0	9	1	铠甲	22	0	0	0	0	这套盔甲是从本来更大的盔甲上抢救下来的，由于腐蚀的太过严重，所以很难看出来这到底是战士的装备还是捡破烂人的宝物。
95	item095	板甲	1400	Armor	Plate	20	8	9	8	铠甲	22	0	0	0	0	这个结合了锁子甲和铠甲的盔甲在身体的中段是由钢条所结合的保护。虽然这比一整块的钢板所打造的铠甲要轻，构造简单，但也比那样的铠甲防护力要低。
96	item096	牛头人铠甲	2000	Armor	Plate	20	18	9	15	铠甲	22	0	0	0	0	这是巴尔萨煞的牛头人盔甲工匠所打造的产品最典型的范例。这种铠甲提供了极佳的防护力，而双臂则是以牛头人平常的惯例展露在外面，以提供较佳的运动性。
97	item097	黑骑士铠甲	2700	Armor	Plate	20	30	9	20	铠甲	22	0	0	0	0	虽然上面装饰着极尽华丽的各种天鹅绒、珠宝等等，但这套盔甲绝不是什么装饰品。这套由席尔多合金所打造的铠甲不但轻，坚硬度更是极高，当初一定是使用依鲁丁材质的工具才能够打造。
98	item098	龙甲	3500	Armor	Plate	20	38	9	25	铠甲	22	0	0	0	0	贾丹姆大陆上没有人知道应该如何利用依鲁丁矿石打造铠甲。事实上，只有伊拉西亚大陆上的盔甲大师德瑞克·哥拉斯花了一辈子在白光熔炉中研究才找出了打造这种盔甲的方法。
99	item099	食人魔盾牌	200	Shield	Shield	6	0	4	1	大型盾	23	0	0	32	57	这是食人魔所打造的简单木盾，应该是刚学习这门技艺的学徒所打造的练习产品。
100	item100	刺木盾	300	Shield	Shield	6	1	4	4	大型盾	23	0	0	43	39	利用刺木心，外面包覆以铁质物品的盾牌，虽然有些沉重，但还算是蛮耐用的。
101	item101	雷格那格斗盾	400	Shield	Shield	6	3	4	8	大型盾	23	0	0	50	78	每十个月，雷格那人就会举办包括了比武大会的狂欢仪式。贵族们会不惜重金采购质轻，又足以保护他们不受伤害的盾牌。
102	item102	老将之盾	500	Shield	Shield	6	6	4	12	大型盾	23	0	0	32	74	在伊拉西亚的恶魔战争中，人们发现只有依鲁丁材质的装甲可以让他们不受恶魔攻击的伤害。慢慢的，这种装甲一部份一部份的开始流入贾丹姆大陆上，这个盾牌就是一个例子。
103	item103	猎龙人之盾	800	Shield	Shield	6	13	4	16	大型盾	23	0	0	64	85	安罗斯大陆上的人们一直对于龙类的肆虐感到困扰，这个盾牌就是他们找到的解答之一。它利用魔法结合了许多层的依鲁丁和各种合金，以及九头蛇的外皮，几乎可以抵挡龙类的所有喷吐武器。
104	item104	木盾	100	Shield	Shield	4	0	4	1	小型盾	24	0	0	32	32	这种小型的盾牌是利用不拿武器的那只手所操作的护具。使用者必须利用自己敏捷的反应来弥补这种护具较小的覆盖面。
105	item105	车队小盾	200	Shield	Shield	4	2	4	4	小型盾	24	0	0	47	47	和艾尔瓦商人一起旅行的车队守卫经常必须要步行很长的距离。因此，这个盾牌就如同他们的其它装备一样，不但坚固耐用，重量也不能够很重。
106	item106	骑兵盾牌	300	Shield	Shield	4	4	4	8	小型盾	24	0	0	50	50	这是骑士们最喜欢的装备之一，这种钢盾坚硬的程度足以阻挡枪兵的攻击。
107	item107	亡首之盾	450	Shield	Shield	4	8	4	12	小型盾	24	0	0	43	43	死灵法师公会喜欢让自己的不死部队们拥有不错的武器。他们的精锐步兵通常会携带这种极端坚固的依鲁丁所打造的盾牌。
108	item108	艾尔崔奇盾	750	Shield	Shield	4	14	4	16	小型盾	24	0	0	50	47	据说这世界上只有十二面这样的盾牌。盾牌的本体似乎吸收了火焰的颜色，盾牌的边缘则是另外一种未知的金属，虽然可以吸收刀刃的撞击力，却不会留下什么样的痕迹。
109	item109	头盔	60	Helm	Misc	2	0	6	1	头盔	25	0	0	0	0	这种由软铁和皮甲所构成的帽子对于敌方针对头部的攻击可以提供不错的防护。
110	item110	蜥蜴人头盔	260	Helm	Misc	2	4	6	4	头盔	25	0	0	0	0	由钢铁和兽皮所制造的这种帽子各地的工匠都会制作。这是由蜥蜴人的工匠所打造的，上面还装饰有山羊角。
111	item111	全盔	460	Helm	Misc	2	6	6	8	头盔	25	0	0	0	0	这种设计的钢帽是艾尔瓦的商人们特别设计，大量制造给他们的车队守卫所使用的。
112	item112	战盔	660	Helm	Misc	2	8	6	10	头盔	25	0	0	0	0	这顶全盔不只拥有相当强韧的材质，更拥有相当不错的作工。在眼边和鼻子边缘的结构性弱点也经过了席尔多矿石的强化。
113	item113	龙盔	860	Helm	Misc	2	10	6	12	头盔	25	0	0	0	0	这顶头盔的面具部分拥有几乎难以注意到的接缝，让它能够提供十分紧密的保护和全脸的防御。只有最精准的攻击才能够穿透这么严密的防御。
114	item114	布帽	20	Helm	Misc	0	0	2	1	帽子	26	0	0	0	0	利用材质耐用的布料所缝制的布帽子。
115	item257	庆典之帽	100	Helm	Misc	0	0	2	4	帽子	26	0	0	0	0	这是雷格那人装饰有便宜玻璃宝石的帽子，专门用来在他们的节日庆典中穿戴。
116	item116	商人之帽	200	Helm	Misc	0	0	2	8	帽子	26	0	0	0	0	这个天鹅绒缝制的帽子，旁边还装饰有黑色的兔毛，以及一个小型的护身符。
117	item117	皮带	40	Belt	Misc	0	0	3	1	腰带	28	0	0	0	0	这是卷曲兽皮所制造的简单腰带。上面装饰着铁片，利用简单的扣子戴在身上。
118	item118	强韧腰带	100	Belt	Misc	0	0	3	3	腰带	28	0	0	0	0	厚重的腰带，这些突起和扣环都是用黄铜所打造的。
119	item119	双足翼龙皮带	225	Belt	Misc	0	0	3	6	腰带	28	0	0	0	0	双足翼龙的皮相当的坚硬，也很难找到。阴影塔地区的盔甲工匠非常喜欢这种材质的原料，因为在经过硬化程序之后，这种兽皮会自动变成黑色的，而当地的吸血鬼和死灵法师们都非常喜欢这种颜色的装备。
120	item120	钢皮带	450	Belt	Misc	0	0	3	9	腰带	28	0	0	0	0	这个作工精良的腰带是由钢铁所打造的。旁边拥有两个相当精细的活动装置，并且还有一个扣环固定住整套装备。
121	item121	精致腰带	600	Belt	Misc	0	0	3	12	腰带	28	0	0	0	0	经过工匠细心打造的龙皮多半可以承载相当程度的魔法。这块龙皮是由黄金所缠绕，还包括了一些特殊合金强化它的结构。
122	item122	旅者斗篷	50	Cloak	Misc	1	0	2	2	斗篷	29	0	0	0	0	这套由染色羊毛所制成的斗篷同时也能够防御些许武器的伤害。
