2D Events by Type ( NPC's present are from NPC database)																		Schedules		Other Exits		Questbit	Enter																																										
#	#	Type	Map	Picture	Name	Proprieter Name	Title	Picture	State	Rep	Per	Val	A	B	C	Notes:	Notes(2):	Open	Closed	Pic	Map	Restrictions	Text																																										
38	10	Magic Shop	39	23	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2.5	1.5		14			6	18	0	0	0	0																																										
39	11	Magic Shop	0	21	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1		7			6	18	0	0	0	0																																										
40	12	Magic Shop	0	21	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1		7			6	18	0	0	0	0																																										
41	13	Magic Shop	0	21	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1		7			6	18	0	0	0	0																																										
42	1	Alchemist	1	7	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1		7			6	18	0	0	0	0																																										
43	2	Alchemist	2	7	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1		7			6	18	0	0	0	0																																										
44	3	Alchemist	3	7	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	3	1		7			6	18	0	0	0	0																																										
45	4	Alchemist	4	12	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	3	1		7			6	18	0	0	0	0																																										
46	5	Alchemist	5	8	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	4	1.5		14			18	6	0	0	0	0																																										
47	6	Alchemist	6	10	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	4	1.5		14			6	18	0	0	0	0																																										
48	7	Alchemist	7	10	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	2		14			6	18	0	0	0	0																																										
49	8	Alchemist	8	8	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	2		14			18	6	0	0	0	0																																										
50	9	Alchemist	39	9	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	4	1		7			6	18	0	0	0	0																																										
51	10	Alchemist	21	7	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	4	1		7			6	18	0	0	0	0																																										
52	11	Alchemist	0	7	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1		7			6	18	0	0	0	0																																										
53	12	Alchemist	0	7	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1		7			6	18	0	0	0	0																																										
54	1	Stables	2	27	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1					6	18	0	0	0	0																																										
55	2	Stables	3	27	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	3	1					6	18	0	0	0	0																																										
56	3	Stables	4	32	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	3	1					6	18	0	0	0	0																																										
57	4	Stables	5	28	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	1					18	6	0	0	0	0																																										
58	5	Stables	6	30	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	1					6	18	0	0	0	0																																										
59	6	Stables	13	27	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	10	1					6	18	0	0	0	0																																										
60	7	Stables	14	32	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	10	1					6	18	0	0	0	0																																										
61	8	Stables	0	27	Placeholder	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
62	9	Stables	0	27	Placeholder	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
63	1	Boats	1	19	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
64	2	Boats	3	19	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1					6	18	0	0	0	0																																										
65	3	Boats	4	19	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1					6	18	0	0	0	0																																										
66	4	Boats	6	19	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	1					6	18	0	0	0	0																																										
67	5	Boats	9	19	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	10	1					6	18	0	0	0	0																																										
68	6	Boats	11	19	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
69	7	Boats	13	19	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	1					6	18	0	0	0	0																																										
70	8	Boats	14	19	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	1					6	18	0	0	0	0																																										
71	9	Boats	9	19	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	10	1					6	18	0	0	0	0																																										
72	10	Boats	0	19	Placeholder	Placeholder	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
73	11	Boats	0	19	Placeholder	Placeholder	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
74	1	Temple	1	39	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	10	1					1	24	0	0	0	0																																										
75	2	Temple	2	193	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	25	1					1	24	0	0	0	0																																										
76	3	Temple	3	193	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	30	1.5					1	24	0	0	0	0																																										
77	4	Temple	4	44	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	30	1.5					1	24	0	0	0	0																																										
78	5	Temple	5	40	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	40	1.5					13	12	0	0	0	0																																										
79	6	Temple	6	42	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	40	1.5					1	24	0	0	0	0																																										
80	7	Temple	7	42	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	50	2					1	24	0	0	0	0																																										
81	8	Temple	8	40	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	50	2					13	12	0	0	0	0																																										
82	9	Temple	10	43	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	100	2.5					13	12	0	0	0	0																																										
83	10	Temple	13	193	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	30	1.5					1	24	0	0	0	0																																										
84	11	Temple	14	44	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	30	1.5					1	24	0	0	0	0																																										
85	12	Temple	39	41	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	40	1.5					1	24	0	0	0	0																																										
86	13	Temple	21	193	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	1					1	24	0	0	0	0																																										
87	14	Temple	0	39	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					1	24	0	0	0	0																																										
88	15	Temple	0	39	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					1	24	0	0	0	0																																										
89	1	Training	1	51	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	10	1				5	6	18	0	0	0	0																																										
90	2	Training	2	51	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	20	1				15	6	18	0	0	0	0																																										
91	3	Training	3	51	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	25	1				25	6	18	0	0	0	0																																										
92	4	Training	4	56	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	25	1				25	6	18	0	0	0	0																																										
93	5	Training	7	54	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	30	1.5				200	6	18	0	0	0	0																																										
94	6	Training	8	52	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	30	1.5				200	18	6	0	0	0	0																																										
95	7	Training	10	55	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	50	2.5				No Max	18	6	0	0	0	0																																										
96	8	Training	13	51	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	40	2				50	6	18	0	0	0	0																																										
97	9	Training	14	56	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	80	2				50	6	18	0	0	0	0																																										
98	10	Training	39	53	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	40	3				100	6	18	0	0	0	0																																										
99	11	Training	1	51	Placeholder	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
100	12	Training	1	51	Placeholder	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
101	13	Training	1	51	Placeholder	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
102	1	Town Hall	2	45	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
103	2	Town Hall	3	45	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
104	3	Town Hall	4	50	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
105	4	Town Hall	7	48	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
106	5	Town Hall	8	46	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1.5	1					18	6	0	0	0	0																																										
107	1	Tavern	1	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	6	1					5	2	0	0	0	0																																										
108	2	Tavern	2	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	6	1					5	2	0	0	0	0																																										
109	3	Tavern	3	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	12	1					5	2	0	0	0	0																																										
110	4	Tavern	4	38	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	12	1					5	2	0	0	0	0																																										
111	5	Tavern	5	34	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	14	1					17	14	0	0	0	0																																										
112	6	Tavern	6	36	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	14	1					5	2	0	0	0	0																																										
113	7	Tavern	7	36	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	30	1.5					5	2	0	0	0	0																																										
114	8	Tavern	8	34	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	30	1.5					17	14	0	0	0	0																																										
115	9	Tavern	9	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	6	1					5	2	0	0	0	0																																										
116	10	Tavern	10	37	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	60	2					17	14	0	0	0	0																																										
117	11	Tavern	11	35	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	18	1					5	2	0	0	0	0																																										
118	12	Tavern	13	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	20	1.5					5	2	0	0	0	0																																										
119	13	Tavern	14	38	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	20	1.5					5	2	0	0	0	0																																										
120	14	Tavern	39	35	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	20	1.5					5	2	0	0	0	0																																										
121	15	Tavern	0	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	6	1					8	2	0	0	0	0																																										
122	16	Tavern	0	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	6	1					8	2	0	0	0	0																																										
123	17	Tavern	0	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	6	1					8	2	0	0	0	0																																										
124	18	Tavern	0	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	6	1					8	2	0	0	0	0																																										
125	19	Tavern	0	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	6	1					8	2	0	0	0	0																																										
126	20	Tavern	0	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	6	1					8	2	0	0	0	0																																										
127	21	Tavern	0	33	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	6	1					8	2	0	0	0	0																																										
128	1	Bank	2	13	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1	1					6	18	0	0	0	0																																										
129	2	Bank	3	13	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1	1					6	18	0	0	0	0																																										
130	3	Bank	4	18	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1	1					6	18	0	0	0	0																																										
131	4	Bank	7	16	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1	1					6	18	0	0	0	0																																										
132	5	Bank	8	14	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1	1					18	6	0	0	0	0																																										
133	6	Bank	13	13	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1	1					6	18	0	0	0	0																																										
134	7	Bank	14	18	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1	1					6	18	0	0	0	0																																										
135	8	Bank	39	15	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1	1					6	18	0	0	0	0																																										
136	9	Bank	0	13	Placeholder	Placeholder	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1	1					6	18	0	0	0	0																																										
137	10	Bank	0	13	Placeholder	Placeholder	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1	1					6	18	0	0	0	0																																										
138	11	Bank	0	13	Placeholder	Placeholder	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	1	1					6	18	0	0	0	0																																										
139	1	Fire Guild	1	67	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1		14			6	18	0	0	0	0																																										
140	2	Fire Guild	2	67	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
141	3	Fire Guild	4	67	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	4	2		28			6	18	0	0	0	0																																										
142	4	Fire Guild	10	67	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	2.5		28			18	6	0	0	0	0																																										
143	1	Air Guild	1	63	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1		14			6	18	0	0	0	0																																										
144	2	Air Guild	2	63	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
145	3	Air Guild	4	63	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	4	2		28			6	18	0	0	0	0																																										
146	4	Air Guild	7	63	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	2.5		28			6	18	0	0	0	0																																										
147	1	Water Guild	2	71	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1		14			6	18	0	0	0	0																																										
148	2	Water Guild	4	71	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
149	3	Water Guild	6	71	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	4	2		28			6	18	0	0	0	0																																										
150	4	Water Guild	9	71	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	2.5		28			6	18	0	0	0	0																																										
151	1	Earth Guild	2	66	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1		14			6	18	0	0	0	0																																										
152	2	Earth Guild	4	66	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
153	3	Earth Guild	39	66	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	4	2		28			6	18	0	0	0	0																																										
154	4	Earth Guild	8	66	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	2.5		28			18	6	0	0	0	0																																										
155	1	Spirit Guild	1	70	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1		14			6	18	0	0	0	0																																										
156	2	Spirit Guild	2	70	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
157	3	Spirit Guild	5	70	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	4	2		28			18	6	0	0	0	0																																										
158	4	Spirit Guild	3	70	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	2.5		28			6	18	0	0	0	0																																										
159	1	Mind Guild	2	69	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1		14			6	18	0	0	0	0																																										
160	2	Mind Guild	3	69	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
161	3	Mind Guild	13	69	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	4	2		28			6	18	0	0	0	0																																										
162	4	Mind Guild	14	69	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	2.5		28			6	18	0	0	0	0																																										
163	1	Body Guild	1	64	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	2	1		14			6	18	0	0	0	0																																										
164	2	Body Guild	2	64	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
165	3	Body Guild	3	64	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	4	2		28			6	18	0	0	0	0																																										
166	4	Body Guild	14	64	_(TRANS)_	_(TRANS)_	_(TRANS_CONTEXT:'npcprof')_	0	0	0	0	5	2.5		28			6	18	0	0	0	0																																										
