Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
82	item082	_(TRANS)_	500	Shield	Shield	6	7	4	12	_(TRANS)_	23	0	0	61	95	_(TRANS)_
83	item083	_(TRANS)_	800	Shield	Shield	6	13	4	16	_(TRANS)_	23	0	0	65	90	_(TRANS)_
84	item084	_(TRANS)_	100	Shield	Shield	4	0	4	1	_(TRANS)_	24	0	0	25	25	_(TRANS)_
85	item085	_(TRANS)_	200	Shield	Shield	4	2	4	4	_(TRANS)_	24	0	0	55	44	_(TRANS)_
86	item086	_(TRANS)_	300	Shield	Shield	4	4	4	8	_(TRANS)_	24	0	0	63	60	_(TRANS)_
87	item087	_(TRANS)_	450	Shield	Shield	4	8	4	12	_(TRANS)_	24	0	0	55	55	_(TRANS)_
88	item088	_(TRANS)_	750	Shield	Shield	4	14	4	16	_(TRANS)_	24	0	0	55	55	_(TRANS)_
89	item089	_(TRANS)_	60	Helm	Misc	2	0	6	1	_(TRANS)_	25	0	0	0	20	_(TRANS)_
90	item090	_(TRANS)_	260	Helm	Misc	2	4	6	4	_(TRANS)_	25	0	0	0	0	_(TRANS)_
91	item091	_(TRANS)_	460	Helm	Misc	2	6	6	8	_(TRANS)_	25	0	0	0	0	_(TRANS)_
92	item092	_(TRANS)_	660	Helm	Misc	2	8	6	10	_(TRANS)_	25	0	0	0	0	_(TRANS)_
93	item093	_(TRANS)_	860	Helm	Misc	2	10	6	12	_(TRANS)_	25	0	0	0	-3	_(TRANS)_
94	item094	_(TRANS)_	20	Helm	Misc	0	0	2	1	_(TRANS)_	26	0	0	0	0	_(TRANS)_
95	item095	_(TRANS)_	100	Helm	Misc	0	0	2	4	_(TRANS)_	26	0	0	0	0	_(TRANS)_
96	item096	_(TRANS)_	200	Helm	Misc	0	0	2	8	_(TRANS)_	26	0	0	0	0	_(TRANS)_
97	item097	_(TRANS)_	250	Helm	Misc	0	0	4	20	_(TRANS)_	27	0	0	0	-3	_(TRANS)_
98	item098	_(TRANS)_	450	Helm	Misc	0	0	4	25	_(TRANS)_	27	0	0	0	0	_(TRANS)_
99	item099	_(TRANS)_	650	Helm	Misc	0	0	4	30	_(TRANS)_	27	0	0	0	0	_(TRANS)_
100	item100	_(TRANS)_	40	Belt	Misc	0	0	3	1	_(TRANS)_	28	0	0	0	0	_(TRANS)_
101	item101	_(TRANS)_	100	Belt	Misc	0	0	3	3	_(TRANS)_	28	0	0	0	0	_(TRANS)_
102	item102	_(TRANS)_	225	Belt	Misc	0	0	3	6	_(TRANS)_	28	0	0	0	0	_(TRANS)_
103	item103	_(TRANS)_	450	Belt	Misc	0	0	3	9	_(TRANS)_	28	0	0	0	0	_(TRANS)_
104	item104	_(TRANS)_	600	Belt	Misc	0	0	3	12	_(TRANS)_	28	0	0	0	0	_(TRANS)_
105	item105	_(TRANS)_	50	Cloak	Misc	1	0	2	2	_(TRANS)_	29	0	0	0	0	_(TRANS)_
106	item106	_(TRANS)_	150	Cloak	Misc	1	2	2	5	_(TRANS)_	29	0	0	0	0	_(TRANS)_
107	item107	_(TRANS)_	250	Cloak	Misc	1	4	2	9	_(TRANS)_	29	0	0	0	0	_(TRANS)_
108	item108	_(TRANS)_	450	Cloak	Misc	1	6	2	14	_(TRANS)_	29	0	0	0	0	_(TRANS)_
109	item109	_(TRANS)_	750	Cloak	Misc	1	8	2	20	_(TRANS)_	29	0	0	0	0	_(TRANS)_
110	item110	_(TRANS)_	100	Gauntlets	Misc	3	0	6	2	_(TRANS)_	30	0	0	0	0	_(TRANS)_
111	item111	_(TRANS)_	250	Gauntlets	Misc	3	3	6	5	_(TRANS)_	30	0	0	0	0	_(TRANS)_
112	item112	_(TRANS)_	450	Gauntlets	Misc	3	5	6	9	_(TRANS)_	30	0	0	0	0	_(TRANS)_
113	item113	_(TRANS)_	650	Gauntlets	Misc	3	7	6	14	_(TRANS)_	30	0	0	0	0	_(TRANS)_
114	item114	_(TRANS)_	850	Gauntlets	Misc	3	9	6	20	_(TRANS)_	30	0	0	0	0	_(TRANS)_
115	item115	_(TRANS)_	50	Boots	Misc	2	0	3	2	_(TRANS)_	31	0	0	0	0	_(TRANS)_
116	item116	_(TRANS)_	250	Boots	Misc	2	4	3	5	_(TRANS)_	31	0	0	0	0	_(TRANS)_
117	item117	_(TRANS)_	450	Boots	Misc	2	6	3	9	_(TRANS)_	31	0	0	0	0	_(TRANS)_
118	item118	_(TRANS)_	650	Boots	Misc	2	8	3	14	_(TRANS)_	31	0	0	0	0	_(TRANS)_
119	item119	_(TRANS)_	850	Boots	Misc	2	10	3	20	_(TRANS)_	31	0	0	0	0	_(TRANS)_
120	item120	_(TRANS)_	100	Ring	Misc	0	0	7	2	_(TRANS)_	32	0	0	0	0	_(TRANS)_
121	item121	_(TRANS)_	300	Ring	Misc	0	0	7	6	_(TRANS)_	32	0	0	0	0	_(TRANS)_
122	item122	_(TRANS)_	500	Ring	Misc	0	0	7	9	_(TRANS)_	32	0	0	0	0	_(TRANS)_
123	item123	_(TRANS)_	700	Ring	Misc	0	0	7	12	_(TRANS)_	32	0	0	0	0	_(TRANS)_
124	item124	_(TRANS)_	900	Ring	Misc	0	0	7	15	_(TRANS)_	32	0	0	0	0	_(TRANS)_
125	item125	_(TRANS)_	1100	Ring	Misc	0	0	7	18	_(TRANS)_	32	0	0	0	0	_(TRANS)_
126	item126	_(TRANS)_	1300	Ring	Misc	0	0	7	21	_(TRANS)_	32	0	0	0	0	_(TRANS)_
127	item127	_(TRANS)_	1500	Ring	Misc	0	0	7	24	_(TRANS)_	32	0	0	0	0	_(TRANS)_
128	item128	_(TRANS)_	1700	Ring	Misc	0	0	7	27	_(TRANS)_	32	0	0	0	0	_(TRANS)_
129	item129	_(TRANS)_	2000	Ring	Misc	0	0	7	30	_(TRANS)_	32	0	0	0	0	_(TRANS)_
130	item130	_(TRANS)_	500	Amulet	Misc	0	0	4	2	_(TRANS)_	33	0	0	0	0	_(TRANS)_
131	item131	_(TRANS)_	750	Amulet	Misc	0	0	4	5	_(TRANS)_	33	0	0	0	0	_(TRANS)_
132	item132	_(TRANS)_	1000	Amulet	Misc	0	0	4	9	_(TRANS)_	33	0	0	0	0	_(TRANS)_
133	item133	_(TRANS)_	1250	Amulet	Misc	0	0	4	14	_(TRANS)_	33	0	0	0	0	_(TRANS)_
134	item134	_(TRANS)_	1500	Amulet	Misc	0	0	4	20	_(TRANS)_	33	0	0	0	0	_(TRANS)_
135	item135	_(TRANS)_	1000	WeaponW	Misc	S2	35	3	10	_(TRANS)_	34	0	0	-2	80	_(TRANS)_
136	item135	_(TRANS)_	1000	WeaponW	Misc	S13	35	3	10	_(TRANS)_	34	0	0	-2	80	_(TRANS)_
137	item135	_(TRANS)_	1000	WeaponW	Misc	S24	35	3	10	_(TRANS)_	34	0	0	3	80	_(TRANS)_
138	item135	_(TRANS)_	1000	WeaponW	Misc	S34	35	3	10	_(TRANS)_	34	0	0	-2	80	_(TRANS)_
139	item135	_(TRANS)_	1000	WeaponW	Misc	S35	35	3	10	_(TRANS)_	34	0	0	-2	80	_(TRANS)_
140	item136	_(TRANS)_	1500	WeaponW	Misc	S4	30	3	14	_(TRANS)_	34	0	0	-2	80	_(TRANS)_
141	item136	_(TRANS)_	1500	WeaponW	Misc	S15	30	3	14	_(TRANS)_	34	0	0	-2	80	_(TRANS)_
142	item136	_(TRANS)_	1500	WeaponW	Misc	S26	30	3	14	_(TRANS)_	34	0	0	-2	80	_(TRANS)_
143	item136	_(TRANS)_	1500	WeaponW	Misc	S58	30	3	14	_(TRANS)_	34	0	0	-2	80	_(TRANS)_
144	item136	_(TRANS)_	1500	WeaponW	Misc	S70	30	3	14	_(TRANS)_	34	0	0	-2	80	_(TRANS)_
145	item137	_(TRANS)_	2000	WeaponW	Misc	S6	25	3	18	_(TRANS)_	34	0	0	3	80	_(TRANS)_
146	item137	_(TRANS)_	2000	WeaponW	Misc	S28	25	3	18	_(TRANS)_	34	0	0	3	80	_(TRANS)_
147	item137	_(TRANS)_	2000	WeaponW	Misc	S37	25	3	18	_(TRANS)_	34	0	0	3	80	_(TRANS)_
148	item137	_(TRANS)_	2000	WeaponW	Misc	S39	25	3	18	_(TRANS)_	34	0	0	3	80	_(TRANS)_
149	item137	_(TRANS)_	2000	WeaponW	Misc	S61	25	3	18	_(TRANS)_	34	0	0	3	80	_(TRANS)_
150	item138	_(TRANS)_	2500	WeaponW	Misc	S8	20	3	22	_(TRANS)_	34	0	0	7	80	_(TRANS)_
151	item138	_(TRANS)_	2500	WeaponW	Misc	S18	20	3	22	_(TRANS)_	34	0	0	7	80	_(TRANS)_
152	item138	_(TRANS)_	2500	WeaponW	Misc	S41	20	3	22	_(TRANS)_	34	0	0	7	80	_(TRANS)_
153	item138	_(TRANS)_	2500	WeaponW	Misc	S81	20	3	22	_(TRANS)_	34	0	0	7	80	_(TRANS)_
154	item138	_(TRANS)_	2500	WeaponW	Misc	S09	20	3	22	_(TRANS)_	34	0	0	7	80	_(TRANS)_
155	item139	_(TRANS)_	3000	WeaponW	Misc	S20	15	3	26	_(TRANS)_	34	0	0	13	85	_(TRANS)_
156	item139	_(TRANS)_	3000	WeaponW	Misc	S44	15	3	26	_(TRANS)_	34	0	0	13	85	_(TRANS)_
157	item139	_(TRANS)_	3000	WeaponW	Misc	S92	15	3	26	_(TRANS)_	34	0	0	13	85	_(TRANS)_
158	item139	_(TRANS)_	3000	WeaponW	Misc	S93	15	3	26	_(TRANS)_	34	0	0	13	85	_(TRANS)_
159	item139	_(TRANS)_	3000	WeaponW	Misc	S95	15	3	26	_(TRANS)_	34	0	0	13	85	_(TRANS)_
160	null	_item160	0	0	0	0	0	0	0	_item160	0	0	0	0	0	_(TRANS)_
161	null	_item161	0	0	0	0	0	0	0	_item161	0	0	0	0	0	_(TRANS)_
162	null	_item162	0	0	0	0	0	0	0	_item162	0	0	0	0	0	_(TRANS)_
163	null	_item163	0	0	0	0	0	0	0	_item163	0	0	0	0	0	_(TRANS)_
164	null	_item164	0	0	0	0	0	0	0	_item164	0	0	0	0	0	_(TRANS)_
165	null	_item165	0	0	0	0	0	0	0	_item165	0	0	0	0	0	_(TRANS)_
166	null	_item166	0	0	0	0	0	0	0	_item166	0	0	0	0	0	_(TRANS)_
167	null	_item167	0	0	0	0	0	0	0	_item167	0	0	0	0	0	_(TRANS)_
168	null	_item168	0	0	0	0	0	0	0	_item168	0	0	0	0	0	_(TRANS)_
169	null	_item169	0	0	0	0	0	0	0	_item169	0	0	0	0	0	_(TRANS)_
170	null	_item170	0	0	0	0	0	0	0	_item170	0	0	0	0	0	_(TRANS)_
171	null	_item171	0	0	0	0	0	0	0	_item171	0	0	0	0	0	_(TRANS)_
172	null	_item172	0	0	0	0	0	0	0	_item172	0	0	0	0	0	_(TRANS)_
173	null	_item173	0	0	0	0	0	0	0	_item173	0	0	0	0	0	_(TRANS)_
174	null	_item174	0	0	0	0	0	0	0	_item174	0	0	0	0	0	_(TRANS)_
175	null	_item175	0	0	0	0	0	0	0	_item175	0	0	0	0	0	_(TRANS)_
176	null	_item176	0	0	0	0	0	0	0	_item176	0	0	0	0	0	_(TRANS)_
177	null	_item177	0	0	0	0	0	0	0	_item177	0	0	0	0	0	_(TRANS)_
178	null	_item178	0	0	0	0	0	0	0	_item178	0	0	0	0	0	_(TRANS)_
179	null	_item179	0	0	0	0	0	0	0	_item179	0	0	0	0	0	_(TRANS)_
180	null	_item180	0	0	0	0	0	0	0	_item180	0	0	0	0	0	_(TRANS)_
181	null	_item181	0	0	0	0	0	0	0	_item181	0	0	0	0	0	_(TRANS)_
182	null	_item182	0	0	0	0	0	0	0	_item182	0	0	0	0	0	_(TRANS)_
183	null	_item183	0	0	0	0	0	0	0	_item183	0	0	0	0	0	_(TRANS)_
184	null	_item184	0	0	0	0	0	0	0	_item184	0	0	0	0	0	_(TRANS)_
185	null	_item185	0	0	0	0	0	0	0	_item185	0	0	0	0	0	_(TRANS)_
186	item199	_(TRANS)_	250	Gem	Misc	0	0	0	0	_(TRANS)_	79	0	0	0	0	_(TRANS)_
187	item198	_(TRANS)_	500	Gem	Misc	0	0	0	0	_(TRANS)_	79	0	0	0	0	_(TRANS)_
188	item197	_(TRANS)_	2000	Gem	Misc	0	0	0	0	_(TRANS)_	79	0	0	0	0	_(TRANS)_
189	item202	_(TRANS)_	1500	Gem	Misc	0	0	0	0	_(TRANS)_	79	0	0	0	0	_(TRANS)_
190	item195	_(TRANS)_	1250	Gem	Misc	0	0	0	0	_(TRANS)_	79	0	0	0	0	_(TRANS)_
191	item203	_(TRANS)_	750	Gem	Misc	0	0	0	0	_(TRANS)_	79	0	0	0	0	_(TRANS)_
192	item196	_(TRANS)_	2500	Gem	Misc	0	0	0	0	_(TRANS)_	79	0	0	0	0	_(TRANS)_
193	item204	_(TRANS)_	1750	Gem	Misc	0	0	0	0	_(TRANS)_	79	0	0	0	0	_(TRANS)_
194	item154	_(TRANS)_	750	Gem	Misc	0	0	0	0	_(TRANS)_	79	0	0	0	0	_(TRANS)_
195	item150	_(TRANS)_	3000	Gem	Misc	0	0	0	0	_(TRANS)_	79	0	0	0	0	_(TRANS)_
196	item146	_(TRANS)_	2000	Gem	Misc	0	0	0	0	_(TRANS)_	79	0	0	0	0	_(TRANS)_
197	item187	_(TRANS)_	0	gold	misc	0	0	0	0	_(TRANS)_	130	0	0	0	0	_(TRANS)_
198	item188	_(TRANS)_	0	gold	misc	0	0	0	0	_(TRANS)_	131	0	0	0	0	_(TRANS)_
199	item189	_(TRANS)_	0	gold	misc	0	0	0	0	_(TRANS)_	132	0	0	0	0	_(TRANS)_
200	item141	_(TRANS)_	1	Reagent	Misc	1	0	1	0	_(TRANS)_	36	0	0	0	0	_(TRANS)_
201	item144	_(TRANS)_	10	Reagent	Misc	5	0	1	0	_(TRANS)_	39	0	0	0	0	_(TRANS)_
202	item145	_(TRANS)_	50	Reagent	Misc	10	0	1	0	_(TRANS)_	40	0	0	0	0	_(TRANS)_
203	item200	_(TRANS)_	100	Reagent	Misc	20	0	1	0	_(TRANS)_	41	0	0	0	0	_(TRANS)_
204	item147	_(TRANS)_	500	Reagent	Misc	50	1	1	0	_(TRANS)_	42	0	0	0	0	_(TRANS)_
205	item140	_(TRANS)_	1	Reagent	Misc	1	1	1	0	_(TRANS)_	35	0	0	0	0	_(TRANS)_
206	item148	_(TRANS)_	10	Reagent	Misc	5	1	1	0	_(TRANS)_	43	0	0	0	0	_(TRANS)_
207	item149	_(TRANS)_	50	Reagent	Misc	10	1	1	0	_(TRANS)_	44	0	0	0	0	_(TRANS)_
208	item150	_(TRANS)_	100	Reagent	Misc	20	1	1	0	_(TRANS)_	45	0	0	0	0	_(TRANS)_
209	item151	_(TRANS)_	500	Reagent	Misc	50	1	1	0	_(TRANS)_	46	0	0	0	0	_(TRANS)_
210	item143	_(TRANS)_	1	Reagent	Misc	1	1	1	0	_(TRANS)_	38	0	0	0	0	_(TRANS)_
211	item152	_(TRANS)_	10	Reagent	Misc	5	1	1	0	_(TRANS)_	47	0	0	0	0	_(TRANS)_
212	item153	_(TRANS)_	50	Reagent	Misc	10	1	1	0	_(TRANS)_	48	0	0	0	0	_(TRANS)_
213	item201	_(TRANS)_	100	Reagent	Misc	20	1	1	0	_(TRANS)_	49	0	0	0	0	_(TRANS)_
214	item155	_(TRANS)_	500	Reagent	Misc	50	1	1	0	_(TRANS)_	50	0	0	0	0	_(TRANS)_
215	item142	_(TRANS)_	1	Reagent	Misc	1	1	1	0	_(TRANS)_	37	0	0	0	0	_(TRANS)_
216	item156	_(TRANS)_	10	Reagent	Misc	5	1	1	0	_(TRANS)_	51	0	0	0	0	_(TRANS)_
217	item157	_(TRANS)_	50	Reagent	Misc	10	1	1	0	_(TRANS)_	52	0	0	0	0	_(TRANS)_
218	item158	_(TRANS)_	100	Reagent	Misc	20	1	1	0	_(TRANS)_	53	0	0	0	0	_(TRANS)_
219	item159	_(TRANS)_	500	Reagent	Misc	75	1	1	0	_(TRANS)_	54	0	0	0	0	_(TRANS)_
220	item181	_(TRANS)_	1	Bottle	Misc	0	1	1	0	_(TRANS)_	76	0	0	0	0	_(TRANS)_
221	item164	_(TRANS)_	1	Bottle	Misc	0	1	1	0	_(TRANS)_	59	0	0	0	0	_(TRANS)_
222	item166	_(TRANS)_	5	Bottle	Misc	0	1	1	0	_(TRANS)_	56	0	0	0	0	_(TRANS)_
223	item160	_(TRANS)_	5	Bottle	Misc	0	1	1	0	_(TRANS)_	55	0	0	0	0	_(TRANS)_
224	item162	_(TRANS)_	5	Bottle	Misc	0	1	1	0	_(TRANS)_	57	0	0	0	0	_(TRANS)_
225	item168	_(TRANS)_	50	Bottle	Misc	0	1	1	0	_(TRANS)_	63	0	0	0	0	_(TRANS)_
226	item161	_(TRANS)_	50	Bottle	Misc	0	1	1	0	_(TRANS)_	61	0	0	0	0	_(TRANS)_
227	item167	_(TRANS)_	50	Bottle	Misc	0	1	1	0	_(TRANS)_	62	0	0	0	0	_(TRANS)_
228	item169	_(TRANS)_	150	Bottle	Misc	0	1	1	0	_(TRANS)_	66	0	0	0	0	_(TRANS)_
229	item170	_(TRANS)_	150	Bottle	Misc	0	0	1	0	_(TRANS)_	66	0	0	0	0	_(TRANS)_
