2D Events by Type ( NPC's present are from NPC database)																		Schedules		Other Exits		Questbit	Enter																																										
#	#	Type	Map	Picture	Name	Proprieter Name	Title	Picture	State	Rep	Per	Val	A	B	C	Notes:	Notes(2):	Open	Closed	Pic	Map	Restrictions	Text																																										
28	14	Armor Shop	0	0	Placeholder	Placeholder	盔甲工匠	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
29	1	Magic Shop	1	9	恐怖魔法	希斯	魔法师	2112	0	0	0	1.5	1		7			6	18	0	0	0	0																																										
30	2	Magic Shop	2	66	有用之物	杰德	魔法师	2149	0	0	0	1.5	1		14			6	18	0	0	0	0																																										
31	3	Magic Shop	3	23	魔法物品	爱蓝雅	魔法师	2102	0	0	0	2	1		14			6	18	0	0	0	0																																										
32	4	Magic Shop	5	51	结界和饰品	可尔萨斯	魔法师	2141	0	0	0	3	1		21			6	18	0	0	0	0																																										
33	5	Magic Shop	6	66	神秘大屠杀	耐德	魔法师	2149	0	0	0	3	1.5		21			6	18	0	0	0	0																																										
34	6	Magic Shop	35	39	力量护身符	梭尔	魔法师	2167	0	0	0	4	1.5		28			6	18	0	0	0	0																																										
35	7	Magic Shop	13	89	雷格那之礼物	佛林恩	魔法师	2174	0	0	0	4	1.5		28			6	18	0	0	0	0																																										
36	8	Magic Shop	2	23	卡欧里的奇妙物品	卡欧里	魔法师	2102	0	0	0	2	1		14			6	18	0	0	0	0																																										
37	9	Magic Shop	0	0	Placeholder	Placeholder	魔法师	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
38	10	Magic Shop	0	0	Placeholder	Placeholder	魔法师	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
39	11	Magic Shop	0	0	Placeholder	Placeholder	魔法师	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
40	12	Magic Shop	0	0	Placeholder	Placeholder	魔法师	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
41	13	Magic Shop	0	0	Placeholder	Placeholder	魔法师	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
42	1	Alchemist	1	8	药草灵药	夏尔文	炼金术师	2111	0	0	0	2	1		7			6	18	0	0	0	0																																										
43	2	Alchemist	2	8	药剂师	崔丝坦	炼金术师	2111	0	0	0	3	1		7			6	18	0	0	0	0																																										
44	3	Alchemist	3	22	完工的药剂	那瓦瑞	炼金术师	2121	0	0	0	3	1		7			6	18	0	0	0	0																																										
45	4	Alchemist	6	65	恶狼克星	米兰沙	炼金术师	2148	0	0	0	4	1		7			6	18	0	0	0	0																																										
46	5	Alchemist	13	88	治病灵药	欧丽霞	炼金术师	2172	0	0	0	5	1.5		14			6	18	0	0	0	0																																										
47	6	Alchemist	35	38	派瑞呃斯的药粉	派瑞呃斯	炼金术师	2166	0	0	0	5	1.5		14			6	18	0	0	0	0																																										
48	7	Alchemist	0	0	Placeholder	Placeholder	炼金术师	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
49	8	Alchemist	0	0	Placeholder	Placeholder	炼金术师	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
50	9	Alchemist	0	0	Placeholder	Placeholder	炼金术师	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
51	10	Alchemist	0	0	Placeholder	Placeholder	炼金术师	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
52	11	Alchemist	0	0	Placeholder	Placeholder	炼金术师	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
53	12	Alchemist	0	0	Placeholder	Placeholder	炼金术师	0	0	0	0	0	0		0			6	18	0	0	0	0																																										
54	1	Stables	2	94	马车队公会	威蓝	马厩主人	1249	0	0	0	2	1					6	18	0	0	0	0																																										
55	2	Stables	3	94	马车队公会	坦普顿	马厩主人	1249	0	0	0	3	1					6	18	0	0	0	0																																										
56	3	Stables	4	94	马车队公会	艾尔新纳	马厩主人	1249	0	0	0	3	1					6	18	0	0	0	0																																										
57	4	Stables	5	94	马车队公会	达拉斯	马厩主人	1249	0	0	0	5	1					6	18	0	0	0	0																																										
58	5	Stables	6	94	马车队公会	特洛伊	马厩主人	1249	0	0	0	5	1					6	18	0	0	0	0																																										
59	6	Stables	0	94	马车队公会	Placeholder	马厩主人	0	0	0	0	10	1					6	18	0	0	0	0																																										
60	7	Stables	0	94	马车队公会	Placeholder	马厩主人	0	0	0	0	10	1					6	18	0	0	0	0																																										
61	8	Stables	0	94	马车队公会	Placeholder	马厩主人	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
62	9	Stables	0	94	马车队公会	Placeholder	马厩主人	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
63	1	Boats	1	29	顺风号	卡拉马	船长	2127	0	0	0	1.5	1					6	18	0	0	0	0																																										
64	2	Boats	2	29	勇进号	阿利诺	船长	2127	0	0	0	2	1					6	18	0	0	0	0																																										
65	3	Boats	6	80	烟雾号	迷斯克	船长	2180	0	0	0	2	1					6	18	0	0	0	0																																										
66	4	Boats	8	80	迷雾号	巴尔 	船长	2180	0	0	0	5	1					6	18	0	0	0	0																																										
67	5	Boats	2	80	强风号	皮尔	船长	2180	0	0	0	10	1					6	18	0	0	0	0																																										
68	6	Boats	13	29	漂流号	马提	船长	2127	0	0	0	1.5	1					6	18	0	0	0	0																																										
69	7	Boats	0	0	Placeholder	Placeholder	船长	0	0	0	0	5	1					6	18	0	0	0	0																																										
70	8	Boats	0	0	Placeholder	Placeholder	船长	0	0	0	0	5	1					6	18	0	0	0	0																																										
71	9	Boats	0	0	Placeholder	Placeholder	船长	0	0	0	0	10	1					6	18	0	0	0	0																																										
72	10	Boats	0	0	Placeholder	Placeholder	船长	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
73	11	Boats	0	0	Placeholder	Placeholder	船长	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
74	1	Temple	1	5	秘药	皮许	医者	2108	0	0	0	10	1					1	24	0	0	0	0																																										
75	2	Temple	2	48	圣殿	马西亚	医者	1138	0	0	0	25	1					1	24	0	0	0	0																																										
76	3	Temple	3	19	医疗之屋	米格兰	医者	2118	0	0	0	30	1.5					1	24	0	0	0	0																																										
77	4	Temple	5	48	神圣钢铁	罗德拉	医者	1138	0	0	0	30	1.5					1	24	0	0	0	0																																										
78	5	Temple	6	62	夜之教堂	伊凡尼雅	医者	2145	0	0	0	40	1.5					1	24	0	0	0	0																																										
79	6	Temple	35	35	巫医	魏克斯	医者	2171	0	0	0	40	1.5					1	24	0	0	0	0																																										
80	7	Temple	13	85	受祝福之海	伊尼德	医者	1228	0	0	0	50	2					1	24	0	0	0	0																																										
81	8	Temple	0	0	Placeholder	Placeholder	医者	0	0	0	0	50	2					1	24	0	0	0	0																																										
82	9	Temple	0	0	Placeholder	Placeholder	医者	0	0	0	0	100	2.5					1	24	0	0	0	0																																										
83	10	Temple	0	0	Placeholder	Placeholder	医者	0	0	0	0	30	1.5					1	24	0	0	0	0																																										
84	11	Temple	0	0	Placeholder	Placeholder	医者	0	0	0	0	30	1.5					1	24	0	0	0	0																																										
85	12	Temple	0	0	Placeholder	Placeholder	医者	0	0	0	0	40	1.5					1	24	0	0	0	0																																										
86	13	Temple	0	0	Placeholder	Placeholder	医者	0	0	0	0	5	1					1	24	0	0	0	0																																										
87	14	Temple	0	0	Placeholder	Placeholder	医者	0	0	0	0	1.5	1					1	24	0	0	0	0																																										
88	15	Temple	0	0	Placeholder	Placeholder	医者	0	0	0	0	1.5	1					1	24	0	0	0	0																																										
89	1	Training	1	11	进步之仪式	尼许顿	指导者	2114	0	0	0	10	1				5	6	18	0	0	0	0																																										
90	2	Training	2	25	健身房	雅林	指导者	2124	0	0	0	20	1				15	6	18	0	0	0	0																																										
91	3	Training	3	25	训练公会	巴林	指导者	2124	0	0	0	25	1				25	6	18	0	0	0	0																																										
92	4	Training	5	52	歌瑞克的铁手套	歌瑞克	指导者	2142	0	0	0	25	1				25	6	18	0	0	0	0																																										
93	5	Training	6	68	杀手学校	拉哈瓦	指导者	1149	0	0	0	30	1.5				200	6	18	0	0	0	0																																										
94	6	Training	35	41	巴尔萨煞学院	吉尔德	指导者	2170	0	0	0	30	1.5				200	6	18	0	0	0	0																																										
95	7	Training	0	0	Placeholder	Placeholder	指导者	0	0	0	0	50	2.5				No Max	6	18	0	0	0	0																																										
96	8	Training	0	0	Placeholder	Placeholder	指导者	0	0	0	0	40	2				50	6	18	0	0	0	0																																										
97	9	Training	0	0	Placeholder	Placeholder	指导者	0	0	0	0	80	2				50	6	18	0	0	0	0																																										
98	10	Training	0	0	Placeholder	Placeholder	指导者	0	0	0	0	40	3				100	6	18	0	0	0	0																																										
99	11	Training	0	0	Placeholder	Placeholder	指导者	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
100	12	Training	0	0	Placeholder	Placeholder	指导者	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
101	13	Training	0	0	Placeholder	Placeholder	指导者	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
102	1	Town Hall	2	0	Placeholder	Placeholder	书记官	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
103	2	Town Hall	3	0	Placeholder	Placeholder	书记官	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
104	3	Town Hall	4	0	Placeholder	Placeholder	书记官	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
105	4	Town Hall	7	0	Placeholder	Placeholder	书记官	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
106	5	Town Hall	8	0	Placeholder	Placeholder	书记官	0	0	0	0	1.5	1					6	18	0	0	0	0																																										
107	1	Tavern	1	13	葛卢格和葛卢伯	土伯瑞克	旅店主人	2116	0	0	0	6	1					5	2	0	0	0	0																																										
108	2	Tavern	2	27	凯所的凯提纳	凯所	旅店主人	2126	0	0	0	10	1					5	2	0	0	0	0																																										
109	3	Tavern	3	27	获利之屋	坦尼林安	旅店主人	2126	0	0	0	15	1					5	2	0	0	0	0																																										
110	4	Tavern	4	79	干渴的喉咙	瑞斯纳	旅店主人	2158	0	0	0	15	1					5	2	0	0	0	0																																										
111	5	Tavern	5	53	龙血旅店	美乐地	旅店主人	1138	0	0	0	25	1					1	24	0	0	0	0																																										
112	6	Tavern	6	70	黑色伙伴	费提许	旅店主人	2153	0	0	0	50	1					1	24	0	0	0	0																																										
113	7	Tavern	7	95	旅行者休息站	瓦维斯	旅店主人	2178	0	0	0	35	1.5					5	2	0	0	0	0																																										
114	8	Tavern	8	43	牛眼旅店	葛尔妮	旅店主人	2169	0	0	0	40	1.5					1	24	0	0	0	0																																										
115	9	Tavern	13	91	海盗休息站	长胡	旅店主人	2176	0	0	0	60	1					5	2	0	0	0	0																																										
116	10	Tavern	2	53	跳舞食人魔	崔西雅	旅店主人	1138	0	0	0	17	2					1	24	0	0	0	0																																										
117	11	Tavern	3	27	米和的休息站	米和	旅店主人	2126	0	0	0	20	1					5	2	0	0	0	0																																										
118	12	Tavern	0	0	Placeholder	Placeholder	旅店主人	0	0	0	0	1	1.5					5	2	0	0	0	0																																										
119	13	Tavern	0	0	Placeholder	Placeholder	旅店主人	0	0	0	0	1	1.5					5	2	0	0	0	0																																										
120	14	Tavern	0	0	Placeholder	Placeholder	旅店主人	0	0	0	0	1	1.5					5	2	0	0	0	0																																										
121	15	Tavern	0	0	Placeholder	Placeholder	旅店主人	0	0	0	0	1	1					8	2	0	0	0	0																																										
122	16	Tavern	0	0	Placeholder	Placeholder	旅店主人	0	0	0	0	1	1					8	2	0	0	0	0																																										
123	17	Tavern	0	0	Placeholder	Placeholder	旅店主人	0	0	0	0	1	1					8	2	0	0	0	0																																										
124	18	Tavern	0	0	Placeholder	Placeholder	旅店主人	0	0	0	0	1	1					8	2	0	0	0	0																																										
125	19	Tavern	0	0	Placeholder	Placeholder	旅店主人	0	0	0	0	1	1					8	2	0	0	0	0																																										
126	20	Tavern	0	0	Placeholder	Placeholder	旅店主人	0	0	0	0	1	1					8	2	0	0	0	0																																										
127	21	Tavern	0	0	Placeholder	Placeholder	旅店主人	0	0	0	0	1	1					8	2	0	0	0	0																																										
128	1	Bank	1	12	安全之处	伊许	银行家	2115	0	0	0	1	1					6	18	0	0	0	0																																										
129	2	Bank	2	26	史提尔的金库	史提尔	银行家	2125	0	0	0	1	1					6	18	0	0	0	0																																										
130	3	Bank	3	26	金融公会聚会所	伊斯朗	银行家	2125	0	0	0	1	1					6	18	0	0	0	0																																										
131	4	Bank	6	69	血之银行	为杰	银行家	2152	0	0	0	1	1					6	18	0	0	0	0																																										
132	5	Bank	35	42	巴尔萨煞之银行	伊格纳斯	银行家	2136	0	0	0	1	1					6	18	0	0	0	0																																										
133	6	Bank	0	0	Placeholder	Placeholder	银行家	0	0	0	0	1	1					6	18	0	0	0	0																																										
134	7	Bank	0	0	Placeholder	Placeholder	银行家	0	0	0	0	1	1					6	18	0	0	0	0																																										
135	8	Bank	0	0	Placeholder	Placeholder	银行家	0	0	0	0	1	1					6	18	0	0	0	0																																										
136	9	Bank	0	0	Placeholder	Placeholder	银行家	0	0	0	0	1	1					6	18	0	0	0	0																																										
137	10	Bank	0	0	Placeholder	Placeholder	银行家	0	0	0	0	1	1					6	18	0	0	0	0																																										
138	11	Bank	0	0	Placeholder	Placeholder	银行家	0	0	0	0	1	1					6	18	0	0	0	0																																										
139	1	Elemental Guild	1	139	诅咒和治疗	雅新	书记 	2113	0	0	0	2	1		14	4		6	18	0	0	0	0																																										
140	2	Elemental Guild	2	143	维克沙新的六角形	维克沙新	书记 	2123	0	0	0	3	1.5		14	7		6	18	0	0	0	0																																										
141	3	Self Guild	3	148	自我学习	赖林	书记 	2168	0	0	0	4	2		28	4		6	18	0	0	0	0																																										
142	4	Light Guild	5	145	光明公会	雪维	书记 	2123	0	0	0	5	2.5		28	"4,7,10,11"		6	18	0	0	0	0																																										
143	1	Dark Guild	6	154	黑暗公会	拉西亚	书记 	2150	0	0	0	2	1		14	"4,7,10,11"		6	18	0	0	0	0																																										
144	2	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
145	3	Self Guild	35	148	心系公会	迪多斯	书记 	2168	0	0	0	4	2		28	7		6	18	0	0	0	0																																										
146	4	Elemental Guild	13	155	防护性魔法	逵雅纳	书记 	2175	0	0	0	5	2.5		28	10		6	18	0	0	0	0																																										
147	1	Elemental Guild	3	143	元素系公会	雅迪雅	书记 	2123	0	0	0	2	1		14	11		6	18	0	0	0	0																																										
148	2	Self Guild	2	148	自系公会	葛求	书记 	2168	0	0	0	3	1.5		14	"10,11"		6	18	0	0	0	0																																										
149	3	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	4	2		28			6	18	0	0	0	0																																										
150	4	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	5	2.5		28			6	18	0	0	0	0																																										
151	1	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	2	1		14			6	18	0	0	0	0																																										
152	2	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
153	3	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	4	2		28			6	18	0	0	0	0																																										
154	4	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	5	2.5		28			6	18	0	0	0	0																																										
155	1	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	2	1		14			6	18	0	0	0	0																																										
156	2	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
157	3	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	4	2		28			6	18	0	0	0	0																																										
158	4	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	5	2.5		28			6	18	0	0	0	0																																										
159	1	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	2	1		14			6	18	0	0	0	0																																										
160	2	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
161	3	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	4	2		28			6	18	0	0	0	0																																										
162	4	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	5	2.5		28			6	18	0	0	0	0																																										
163	1	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	2	1		14			6	18	0	0	0	0																																										
164	2	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	3	1.5		14			6	18	0	0	0	0																																										
165	3	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	4	2		28			6	18	0	0	0	0																																										
166	4	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	5	2.5		28			6	18	0	0	0	0																																										
167	1	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	4	2		14			6	18	0	0	0	0																																										
168	2	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	5	2.5		14			6	18	0	0	0	0																																										
169	1	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	4	2		14			6	18	0	0	0	0																																										
170	2	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	5	2.5		14			6	18	0	0	0	0																																										
171	1	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	1.5	1		14			6	18	0	0	0	0																																										
172	2	Spell Shop	0	0	Placeholder	Placeholder	书记 	0	0	0	0	1.5	1		14			6	18	0	0	0	0																																										
173	1	Castle Entrance	1	14	部落酋长厅堂	Placeholder	布拉克许·单牙	117	0	0	0	1.5				129		 	 	0	0	0	0																																										
174	2	Castle Entrance	2	81	半鼠人走私贩子头子的房间	Placeholder	半鼠人走私贩子	160	0	0	0	1.5				168		  	 	0	0	0	0																																										
175	1	Castle Entrance	2	30	议会	Placeholder	商人	102	0	0	0	1.5				133		 	 	0	0	0	0																																										
176	2	Castle Entrance	3	28	商人公会之屋	Placeholder	商人	0	0	0	0	1.5				169		 	 	0	0	0	0																																										
177	1	Castle Entrance	4	77	欧瓦都的房间	Placeholder	欧瓦都	101	0	0	0	1.5				134		 	 	0	0	0	0																																										
178	2	Castle Entrance	5	72	飞龙领袖的洞穴	Placeholder	飞龙	104	0	0	0	1.5				170		 	 	0	0	0	0																																										
179	1	Castle Entrance	5	54	查尔斯·吉科德的屋子	Placeholder	查尔斯·吉科德	105	0	0	0	1.5				1		 	 	0	0	0	0																																										
180	2	Castle Entrance	6	71	山德罗/谭特的谒见室	Placeholder	山德罗	0	0	0	0	1.5				172		 	 	0	0	0	0																																										
181	1	Castle Entrance	6	61	戴森·李蓝的房间	Placeholder	戴森·李蓝	0	0	0	0	1.5				1		 	 	0	0	0	0																																										
182	2	Castle Entrance	7	57	太阳神殿领袖的房间	Placeholder	Placeholder	0	0	0	0	1.5				171		 	 	0	0	0	0																																										
183	1	Castle Entrance	8	44	牛头人领袖的房间	Placeholder	Placeholder	106	0	0	0	1.5				1		 	 	0	0	0	0																																										
184	2	Castle Entrance	14	93	爱斯卡顿的谒见室	Placeholder	爱斯卡顿	100	0	0	0	1.5				Kastore		 	 	0	0	0	0																																										
185	1	The Adventurer's Inn	2	96	冒险者的旅店	Placeholder		0	0	0	0	1.5				1		  	  	0	0	0	0																																										
186	1	The Adventurer's Inn	1	0	冒险者的旅店	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
187	1	Seer	2	0	先知	Placeholder		0	0	0	0	1.5								0	0	0	0																																										
188	1	The Adventurer's Inn	6	0	冒险者的旅店	Placeholder		0	0	0	0	1.5				1				0	0	0	0																																										
189	1	The Adventurer's Inn	13	0	冒险者的旅店	Placeholder		0	0	0	0	1.5				1				0	0	0	0																																										
190	1	The Adventurer's Inn	35	0	冒险者的旅店	Placeholder		0	0	0	0	1.5				1				0	0	0	0																																										
191	1	Dungeon Ent	1	102	被废弃的神殿	Placeholder		0	0	0	0	1.5						 	 	3	0	0	0																																										
192	2	Dungeon Ent	1	103	海盗前哨站	Placeholder		0	0	0	0	1.5						 	 	3	0	0	0																																										
193	3	Dungeon Ent	2	104	走私者的聚会所	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
194	4	Dungeon Ent	2	105	猛狼洞窟	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
195	5	Dungeon Ent	2	106	艾尔瓦的商人公会	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
196	6	Dungeon Ent	2	107	水晶内部	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
197	7	Dungeon Ent	3	108	黄蜂巢	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
198	8	Dungeon Ent	3	109	食人魔劫掠堡垒	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
199	9	Dungeon Ent	4	110	食人魔墓穴	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
200	10	Dungeon Ent	4	111	独眼巨人聚集处	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
201	11	Dungeon Ent	4	112	火焰之炼	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
202	12	Dungeon Ent	5	113	猎龙人营地	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
203	13	Dungeon Ent	5	114	龙穴	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
204	14	Dungeon Ent	5	115	半蛇人洞窟	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
205	15	Dungeon Ent	7	116	太阳神殿	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
206	16	Dungeon Ent	7	117	废弃的督伊德圣圈	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
207	17	Dungeon Ent	8	118	牛头人巢穴	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
208	18	Dungeon Ent	8	119	野蛮人要塞	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
209	19	Dungeon Ent	13	120	海盗堡垒	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
210	20	Dungeon Ent	13	121	废弃的海盗要塞	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
211	21	Dungeon Ent	13	122	小潜艇停泊处	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
212	22	Dungeon Ent	6	123	死灵法师公会	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
213	23	Dungeon Ent	6	124	疯狂死灵法师实验室	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
214	24	Dungeon Ent	9	125	风之城堡	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
215	25	Dungeon Ent	9	126	献祭墓穴	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
216	26	Dungeon Ent	11	127	火之城堡	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
217	27	Dungeon Ent	11	128	战士营地	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
218	28	Dungeon Ent	14	129	爱斯卡顿的宫殿	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
219	29	Dungeon Ent	14	130	风之王的监狱	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
220	2	Dungeon Ent	4	131	前往火元素界的传送门	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
221	3	Dungeon Ent	1	132	前往地元素界的传送门	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
222	1	Dungeon Ent	7	133	前往风元素界的传送门	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
223	1	Dungeon Ent	8	134	前往水元素界的传送门	Placeholder		0	0	0	0	1.5						 	 	0	0	0	0																																										
224	1	L_Poor 224	1	3	希斯的小屋	Placeholder		0	0	0	0	1.5																																																					
225	2	L_Poor 225	1	3	罗特奈克斯的屋子	Placeholder		0	0	0	0	1.5																																																					
226	3	L_Poor 226	1	3	提斯克的小屋	Placeholder		0	0	0	0	1.5																																																					
227	4	L_Poor 227	1	3	泰丁的屋子	Placeholder		0	0	0	0	1.5																																																					
