Table (of Game struct)	Id	Field	New text
NPCText	2257		_(TRANS_CONTEXT:'npc conversation')_
NPCText	2258		_(TRANS_CONTEXT:'npc conversation')_
NPCText	2259		_(TRANS_CONTEXT:'npc conversation')_
NPCText	2260		_(TRANS_CONTEXT:'npc conversation')_
NPCText	2261		_(TRANS_CONTEXT:'npc conversation')_
NPCText	2262		_(TRANS_CONTEXT:'npc conversation')_
NPCText	2263		_(TRANS_CONTEXT:'npc conversation')_
NPCText	2264		_(TRANS_CONTEXT:'npc conversation')_
NPCText	2265		_(TRANS_CONTEXT:'npc conversation')_

NPCText	1673		_(TRANS_CONTEXT:'npc conversation')_
NPCText	1674		_(TRANS_CONTEXT:'npc conversation')_
NPCText	1675		_(TRANS_CONTEXT:'npc conversation')_
NPCText	1676		_(TRANS_CONTEXT:'npc conversation')_
NPCText	1677		_(TRANS_CONTEXT:'npc conversation')_
NPCText	1678		_(TRANS_CONTEXT:'npc conversation')_
NPCText	1679		_(TRANS_CONTEXT:'npc conversation')_
NPCText	1680		_(TRANS_CONTEXT:'npc conversation')_
NPCText	1681		_(TRANS_CONTEXT:'npc conversation')_
NPCText	1682		_(TRANS_CONTEXT:'npc conversation')_
NPCText	1683		_(TRANS_CONTEXT:'npc conversation')_

NPCTopic	1778		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1779		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1780		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1781		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1782		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1783		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1784		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1785		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1786		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1787		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1788		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1789		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1790		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1791		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1792		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1793		_(TRANS_CONTEXT:'npctopic')_
NPCTopic	1794		_(TRANS_CONTEXT:'npctopic')_
