Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
48	item048	重型弩	200	Missile	Bow	4d2	3	4	5	十字弓	13	0	0	12	10	阿基巴德为发动与其兄弟罗兰德争夺王位的战争，大量囤积这种重型弩。阿基巴德没有选错，它们是天下质量最好，杀伤力最强大的武器之一。
49	item049	完美之弩	400	Missile	Bow	4d2	7	4	9	十字弓	13	0	0	26	10	这些十字弓有曲柄和雕花图案，是威力最强大的弓箭。它们出自哪位大师之手至今仍是个迷。
50	item050	锤棍	50	Weapon	Mace	2d4	0	6	1	锤棍	14	0	0	6	95	仅是一把大头棍而已。工艺平凡，质地粗糙。
51	item051	力量锤棍	150	Weapon	Mace	2d4	2	6	3	锤棍	14	0	0	10	96	质地坚硬，可穿透铠甲致敌死命。造型虽略显笨拙，但工艺出色。
52	item052	狂热锤棍	300	Weapon	Mace	2d4	5	6	6	锤棍	14	0	0	12	94	这是克里刚岛上出产的武器，制造精良。
53	item053	矮人流星锤	450	Weapon	Mace	2d4	8	6	9	锤棍	14	0	0	1	67	这把流星锤是根据锤棍改造的，速度较慢，但威力惊人，可以穿透非常厚实的铠甲，对敌人造成巨大的伤害。
54	item054	战斗连枷	600	Weapon	Mace	2d4	11	6	12	锤棍	14	0	0	1	78	这是件重型武器，挥舞起来极为可怕，但使用不当的话会伤着自己。它的制造工艺极为先进，并且附着了神秘的魔法。
55	item055	锤	120	Weapon	Mace	2d5	0	6	1	锤	15	0	0	11	71	这是件形状简陋的兵器，柄上有一条手链以防止从手上脱落。
56	item056	战争之锤	300	Weapon	Mace	2d5	3	6	5	锤	15	0	0	19	98	它在工艺制作上已有极大改进，通常的使用者为类人怪兽。众人皆知这些怪兽根本不会制造兵器，那这些兵器是从哪儿来的呢？
57	item057	矮人之锤	600	Weapon	Mace	2d5	9	6	9	锤	15	0	0	19	88	矮人之锤是石头城铸造工厂打造的锤中极品。它无论在手感、重量、设计或平衡性上都堪称完美。
58	item058	粗头棍	1	Weapon	Club	1d3	0	3	0	粗头棍	16	0	0	5	121	是天下最愚蠢的怪兽才会使用的原始兵器，它是用埃拉西亚橡木制造的。
59	item059	尖嘴粗头棍	40	Weapon	Club	1d3	3	3	2	粗头棍	16	0	0	3	87	比简单的粗头棍有了些改进，带刺的尖头会造成不小的伤害。
60	item060	钢制粗头棍	100	Weapon	Club	1d3	5	3	4	粗头棍	16	0	0	7	100	它是粗头棍中的极品。要是顶部再有个大球状物，那就成了锤棍了。它体现了打造者的高超工艺，据推测可能是大耳怪的杰作。
61	item061	长棍	40	Weapon2	Staff	2d4	0	3	1	棍	17	0	0	1	115	这种长棍是非常普通的兵器。
62	item062	铁棍	250	Weapon2	Staff	2d4	3	3	5	棍	17	0	0	2	101	它的内部是铁制的，所以比一般的棍棒杀伤力更高，但看上去却象普通的木杖。它的表面由精良的木材制成，还雕刻了精美的花纹。
63	item063	法师之杖	500	Weapon2	Staff	2d4	7	3	9	棍	17	0	0	3	96	这把法师之杖是由木材、玻璃、铝和水晶制成的，质地非常轻巧。上面还附加了强力的魔法，所以威力巨大。
64	item064	小型榴弹枪	0	Weapon	Blaster	3d5	8	10	30	上古兵器	18	0	0	-2	12	它是在奇迹时代制造的具有强大威力的兵器。
65	item065	榴弹枪	0	Weapon	Blaster	5d5	12	10	30	上古兵器	19	0	0	1	64	它是在奇迹时代制造的最完美的供个人使用的武器。它攻击速度奇快，可以顷刻致人于死地。
66	item066	皮甲	150	Armor	Leather	4	0	3	1	皮甲	20	0	0	0	0	它是所有铠甲中制作最简单，最轻便的一种。保护性最差，质地一般。
67	item067	钉甲	250	Armor	Leather	4	2	3	4	皮甲	20	0	0	0	0	比普通皮甲重，保护性也强一些。它的制造工艺相当不错。
68	item068	魔法皮甲	450	Armor	Leather	4	6	3	8	皮甲	20	0	0	0	0	此皮甲经魔力点化，具有惊人的抗击打能力，而重量却没有增加。
69	item069	龙皮甲	750	Armor	Leather	4	12	3	10	皮甲	20	0	0	0	0	是为李格纳海军军官特制的铠甲。它经过魔法点化，更轻，保护性更强。
70	item070	皇室之甲	1150	Armor	Leather	4	20	3	12	皮甲	20	0	0	0	0	这种皮甲是专门为埃拉西亚的格芬哈特皇室制造的，所以极为稀有。
71	item071	锁甲	400	Armor	Chain	8	0	6	1	锁甲	21	0	0	0	0	锁甲由一片片互相连接的小钢叶组合而成。这件铠甲质量一般，由普通铁皮做成，相当沉重，而且已经开始生锈。
72	item072	钢锁甲	600	Armor	Chain	8	4	6	5	锁甲	21	0	0	0	0	这是一件精钢制成的铠甲，比一般铁制的铠甲轻得多，而且防御力大大增强。
73	item073	精制锁甲	900	Armor	Chain	8	10	6	10	锁甲	21	0	0	0	0	这件锁甲穿着轻便，保护性极强，质地柔软，外观也非常令人满意。
74	item074	光辉锁甲	1300	Armor	Chain	8	18	6	15	锁甲	21	0	0	0	0	这是件外观精美的锁甲，非常轻巧，在战斗时通常由军官穿着。
75	item075	黄金锁甲	1800	Armor	Chain	8	28	6	20	锁甲	21	0	0	0	0	它是由在寂静时代以前天赐炼铁厂主人帕第什所制的一件百里挑一的铠甲。此铠甲原本只有他本人和一些高级官员才可穿着。它穿着轻便，保护性极强，而且柔软性相当好，是天下最完美的锁甲。
76	item076	钢甲	1000	Armor	Plate	20	0	9	1	钢甲	22	0	0	0	0	它由钢片连接而成，防御性非常好。但因为比较重，穿着者显得笨拙不堪。这种铠甲质地一般，不是由名厂打造的。
77	item077	光辉钢甲	1400	Armor	Plate	20	8	9	8	钢甲	22	0	0	0	0	这是件精良的钢甲。右臂的印记表明它是最近在埃拉西亚的皇家武器铸造厂打造的。
78	item078	贵族钢甲	2700	Armor	Plate	20	34	9	20	钢甲	22	0	0	0	0	这件钢甲是麦克林锻造厂制成的，是一件不朽的杰作，穿上这件铠甲就如同穿平常衣物，几乎感觉不到重量，而且它的防御力惊人，堪称天下第一甲。
79	item079	大耳怪盾牌	200	Shield	Shield	6	0	4	1	大盾牌	23	0	0	56	73	非常简单实用的盾牌。
80	item080	木制盾牌	300	Shield	Shield	6	1	4	4	大盾牌	23	0	0	56	73	这种木制盾牌有一层铁皮镶边，虽然比较重，但质量一流。
81	item081	骑士盾牌	400	Shield	Shield	6	3	4	8	大盾牌	23	0	0	56	90	这是一面专门为骑兵打造的盾牌，但实际上也同样适用于步兵作战。它质地精良，可以抵挡锋利的长矛。
82	item082	力量盾牌	500	Shield	Shield	6	7	4	12	大盾牌	23	0	0	61	95	它诞生于克勒布林的锻造厂，由轻质金属制成。尽管比较轻巧，但抗打击力强，舞动时几乎滴水不漏。
83	item083	神奇盾牌	800	Shield	Shield	6	13	4	16	大盾牌	23	0	0	65	90	在埃拉西亚南部曾经有个菲尼克斯王国昙花一现的统治过整个大陆(790-864)。这些盾牌就是他们制造的。它由经魔力点化的金属制成，为菲尼克斯王国一统天下立下汗马功劳。但此类金属极为罕见，所以这种盾牌非常稀有。该王国在寂静时代864年被精灵族所灭。
84	item084	木制小圆盾	100	Shield	Shield	4	0	4	1	小盾牌	24	0	0	25	25	这种木质小型盾牌对防御弓箭很有效。
85	item085	青铜盾牌	200	Shield	Shield	4	2	4	4	小盾牌	24	0	0	55	44	这种青铜盾牌比铁制盾牌轻，但保护性比铁制盾牌差。
86	item086	精制盾牌	300	Shield	Shield	4	4	4	8	小盾牌	24	0	0	63	60	根据表面的红色图案可以推断出这种盾牌产于迪雅。
87	item087	合金盾牌	450	Shield	Shield	4	8	4	12	小盾牌	24	0	0	55	55	制造这种合金的技术已经失传很久了，而且它在当初打造时就被赋予了魔法。所以没有人知道应该如何打造这种盾牌。
88	item088	皇家盾牌	750	Shield	Shield	4	14	4	16	小盾牌	24	0	0	55	55	在多年以前，天堂铸造厂里处理了大约50件次品，其中包括这面盾牌。但就算是天堂铸造厂的次品，在市场上也被视为极品。
89	item089	守护头盔	60	Helm	Misc	2	0	6	1	头盔	25	0	0	0	20	一件普通的头盔，装饰性大于实用性。由木质骨架和毛皮包裹而成。由于里面无任何填充物，所以保护性相当差。
90	item090	神奇头盔	260	Helm	Misc	2	4	6	4	头盔	25	0	0	0	0	这件头盔设计简单，造型传统，适合在军队中使用。当敌人看到成百上千个头盔同时闪闪发光时，一定会吓破了胆。
91	item091	防御头盔	460	Helm	Misc	2	6	6	8	头盔	25	0	0	0	0	这是在寂静时代被埃里的精灵们广泛使用的头盔。它由铁和银打造而成，非常坚固。
92	item092	战斗头盔	660	Helm	Misc	2	8	6	10	头盔	25	0	0	0	0	这是在几百年由菲尼克斯王国的龙骑士们所穿戴的头盔。它由非常珍稀的材料制成，轻巧而坚固。
93	item093	英勇头盔	860	Helm	Misc	2	10	6	12	头盔	25	0	0	0	-3	以克里根最凶猛的莫格里德怪兽的头盖骨为原料制成。如今这种怪兽数量越来越少，该头盔也越加珍贵。
94	item094	农夫之帽	20	Helm	Misc	0	0	2	1	帽子	26	0	0	0	0	一顶普通的布帽，边上插有羽毛。
95	item095	旅行者之帽	100	Helm	Misc	0	0	2	4	帽子	26	0	0	0	0	为旅行者挡风遮雨的帽子。
96	item096	漂亮帽子	200	Helm	Misc	0	0	2	8	帽子	26	0	0	0	0	一顶造型优美，非常时髦的布帽。在上等阶层中非常流行。
97	item097	头冠	250	Helm	Misc	0	0	4	20	头冠	27	0	0	0	-3	一些大耳怪和穷演员为了嘲弄皇室才做了这么顶破破烂烂的头冠。它由黄铜制成，而宝石则是玻璃做的。
98	item098	贵族之冠	450	Helm	Misc	0	0	4	25	头冠	27	0	0	0	0	镶嵌了金条和紫水晶的漂亮头冠，在年轻人中非常流行。
99	item099	皇冠	650	Helm	Misc	0	0	4	30	头冠	27	0	0	0	0	这种冠冕专为接受魔法点化而做。如果它没有附上魔法，一定是因为某种原因而没有完工。
100	item100	皮带	40	Belt	Misc	0	0	3	1	皮带	28	0	0	0	0	农夫用的皮带，做工粗糙。
101	item101	精制皮带	100	Belt	Misc	0	0	3	3	皮带	28	0	0	0	0	做工精良的皮带，扣子上镶了一层水银。
102	item102	神奇腰带	225	Belt	Misc	0	0	3	6	皮带	28	0	0	0	0	做工精良的皮带，可能是在埃拉西亚的西部生产的。
103	item103	银腰带	450	Belt	Misc	0	0	3	9	皮带	28	0	0	0	0	这条皮带由上好的白银制成，柔软而有弹性。它年代久远，但仍然和新的一样。
104	item104	奇幻腰带	600	Belt	Misc	0	0	3	12	皮带	28	0	0	0	0	这是一条奢华的皮带，用黄金打造而成，上面还雕刻了各种图案。
105	item105	皮革披风	50	Cloak	Misc	1	0	2	2	披风	29	0	0	0	0	旅行者所使用的披风。
106	item106	猎人披风	150	Cloak	Misc	1	2	2	5	披风	29	0	0	0	0	猎人使用的披风，为了便于伪装而涂成了绿色。虽不雅观，但很实用。
107	item107	巡逻披风	250	Cloak	Misc	1	4	2	9	披风	29	0	0	0	0	这件披风用图拉利昂森林里的植物制成，是精灵巡逻兵的标准装备。
108	item108	精制披风	450	Cloak	Misc	1	6	2	14	披风	29	0	0	0	0	这是贵族们爱穿的华丽披风。
109	item109	圣洁披风	750	Cloak	Misc	1	8	2	20	披风	29	0	0	0	0	这类披风上通常附有魔法，它们都是尼根的巫师们动用大量人力物力才制造出来的精品。
110	item110	手套	100	Gauntlets	Misc	3	0	6	2	手套	30	0	0	0	0	一双造型古朴，结构简单的铁质手套。
111	item111	钢手套	250	Gauntlets	Misc	3	3	6	5	手套	30	0	0	0	0	这种钢质手套在设计上已经有了大的改进。它的手背和手腕部分非常坚硬，手指部分用钢片连接以提高灵巧性。
112	item112	银手套	450	Gauntlets	Misc	3	5	6	9	手套	30	0	0	0	0	这双精美的手套由石头城的矮人打造，非常耐用。唯一的缺点是有时手会不太舒服。
113	item113	龙之手套	650	Gauntlets	Misc	3	7	6	14	手套	30	0	0	0	0	一副质量上乘的钢质手套。既灵活，又不失保护性。连接部分特别加固，但能象正常的双手一样运转自如。
114	item114	神奇手套	850	Gauntlets	Misc	3	9	6	20	手套	30	0	0	0	0	以克里根最凶猛的莫格里德怪兽为原料制成的手套。它非常牢固，而且可以抵抗魔法。
115	item115	皮靴	50	Boots	Misc	2	0	3	2	靴子	31	0	0	0	0	这是一双皮制的靴子，防御力很差。
116	item116	钢靴	250	Boots	Misc	2	4	3	5	靴子	31	0	0	0	0	这是一双镶上钢板的靴子，非常牢固。
117	item117	巡逻之靴	450	Boots	Misc	2	6	3	9	靴子	31	0	0	0	0	埃拉西亚出产的优质皮靴，不但轻便、柔软，而且防水性能也很好。
118	item118	骑士之靴	650	Boots	Misc	2	8	3	14	靴子	31	0	0	0	0	内里垫有天鹅绒的银靴。它比钢靴轻便，而且非常舒适。样子看上去很惹人喜爱。
119	item119	游侠之靴	850	Boots	Misc	2	10	3	20	靴子	31	0	0	0	0	这是一双由精钢和白银制成的皮靴，堪称世间极品。它穿着舒适，保护性无与伦比。
120	item120	铜戒指	100	Ring	Misc	0	0	7	2	戒指	32	0	0	0	0	这是一枚造型精美的指环，你可以把它卖掉换几个小钱。
121	item121	珍珠戒指	300	Ring	Misc	0	0	7	6	戒指	32	0	0	0	0	镶有珍珠的白金戒指。
122	item122	白金戒指	500	Ring	Misc	0	0	7	9	戒指	32	0	0	0	0	这是一枚白金戒指，上面镶嵌了一块宝石。
123	item123	翡翠戒指	700	Ring	Misc	0	0	7	12	戒指	32	0	0	0	0	镶有翡翠的银戒指。
124	item124	水晶戒指	900	Ring	Misc	0	0	7	15	戒指	32	0	0	0	0	镶有许多蓝宝石的戒指，通常附着了魔法。
125	item125	战斗指环	1100	Ring	Misc	0	0	7	18	戒指	32	0	0	0	0	镶有紫水晶的指环，非常精致。
126	item126	迷人指环	1300	Ring	Misc	0	0	7	21	戒指	32	0	0	0	0	镶着一颗稀有宝石的指环，精巧迷人。
127	item127	神奇戒指	1500	Ring	Misc	0	0	7	24	戒指	32	0	0	0	0	镶有翡翠和红宝石的白金戒指。
128	item128	魔法指环	1700	Ring	Misc	0	0	7	27	戒指	32	0	0	0	0	这枚指环上镶嵌着三颗宝石，这些宝石里蕴藏了惊人的魔法力。
129	item129	天使戒指	2000	Ring	Misc	0	0	7	30	戒指	32	0	0	0	0	这枚戒指看上去似乎是由黄金制成的，但它实际上比黄金轻得多，里面蕴藏了神秘的力量。
130	item130	神眼护身符	500	Amulet	Misc	0	0	4	2	护身符	33	0	0	0	0	镶上一颗玻璃眼珠的新奇的护身符，但看来值不了几个钱。
131	item131	青铜护身符	750	Amulet	Misc	0	0	4	5	护身符	33	0	0	0	0	青铜制成的护身符，上面有一些奇怪的图案，便宜而缺乏品位。
132	item132	银手护身符	1000	Amulet	Misc	0	0	4	9	护身符	33	0	0	0	0	这是一枚银制的护身符，上面有许多奇怪的图案。
133	item133	死亡护身符	1250	Amulet	Misc	0	0	4	14	护身符	33	0	0	0	0	这是由迪雅的巫师制造的护身符。上面有一个小小的由纯银制成的骷髅雕像，据说是根据真人的头盖骨打造的。那两颗红宝石做成的眼睛在黑夜里会闪闪发光。
134	item134	太阳护身符	1500	Amulet	Misc	0	0	4	20	护身符	33	0	0	0	0	这件黄金制成的护身符上刻有古代的太阳图腾。它做工精美，堪称极品。
135	item135	烈火之杖	1000	WeaponW	Misc	S2	35	3	10	魔杖	34	0	0	-2	80	这是一把造型精美的魔杖。你必须将它当作武器一样装备好才能使用。
136	item135	火光之杖	1000	WeaponW	Misc	S13	35	3	10	魔杖	34	0	0	-2	80	这是一把造型精美的魔杖。你必须将它当作武器一样装备好才能使用。
137	item135	毒药之杖	1000	WeaponW	Misc	S24	35	3	10	魔杖	34	0	0	3	80	这是一把造型精美的魔杖。你必须将它当作武器一样装备好才能使用。
138	item135	迷幻之杖	1000	WeaponW	Misc	S34	35	3	10	魔杖	34	0	0	-2	80	这是一把造型精美的魔杖。你必须将它当作武器一样装备好才能使用。
139	item135	攻击之杖	1000	WeaponW	Misc	S35	35	3	10	魔杖	34	0	0	-2	80	这是一把造型精美的魔杖。你必须将它当作武器一样装备好才能使用。
140	item136	光明仙杖	1500	WeaponW	Misc	S4	30	3	14	魔杖	34	0	0	-2	80	这是一把造型精美的魔杖。你必须将它当作武器一样装备好才能使用。
141	item136	寒冰仙杖	1500	WeaponW	Misc	S15	30	3	14	魔杖	34	0	0	-2	80	这是一把造型精美的魔杖。你必须将它当作武器一样装备好才能使用。
142	item136	狂暴仙杖	1500	WeaponW	Misc	S26	30	3	14	魔杖	34	0	0	-2	80	这是一把造型精美的魔杖。你必须将它当作武器一样装备好才能使用。
143	item136	心智仙杖	1500	WeaponW	Misc	S58	30	3	14	魔杖	34	0	0	-2	80	这是一把造型精美的魔杖。你必须将它当作武器一样装备好才能使用。
144	item136	神奇仙杖	1500	WeaponW	Misc	S70	30	3	14	魔杖	34	0	0	-2	80	这是一把造型精美的魔杖。你必须将它当作武器一样装备好才能使用。
145	item137	火球权杖	2000	WeaponW	Misc	S6	25	3	18	魔杖	34	0	0	3	80	这是用独角兽的角打造的魔杖，上面镶嵌了一颗黄铜制成的小球。这把魔杖上流露出一股邪恶的气息。你必须将它当作武器一样装备好才能使用。
146	item137	酸雨权杖	2000	WeaponW	Misc	S28	25	3	18	魔杖	34	0	0	3	80	这是用独角兽的角打造的魔杖，上面镶嵌了一颗黄铜制成的小球。这把魔杖上流露出一股邪恶的气息。你必须将它当作武器一样装备好才能使用。
147	item137	闪电权杖	2000	WeaponW	Misc	S37	25	3	18	魔杖	34	0	0	3	80	这是用独角兽的角打造的魔杖，上面镶嵌了一颗黄铜制成的小球。这把魔杖上流露出一股邪恶的气息。你必须将它当作武器一样装备好才能使用。
148	item137	战斗权杖	2000	WeaponW	Misc	S39	25	3	18	魔杖	34	0	0	3	80	这是用独角兽的角打造的魔杖，上面镶嵌了一颗黄铜制成的小球。这把魔杖上流露出一股邪恶的气息。你必须将它当作武器一样装备好才能使用。
149	item137	魅力权杖	2000	WeaponW	Misc	S61	25	3	18	魔杖	34	0	0	3	80	这是用独角兽的角打造的魔杖，上面镶嵌了一颗黄铜制成的小球。这把魔杖上流露出一股邪恶的气息。你必须将它当作武器一样装备好才能使用。
150	item138	爆破权杖	2500	WeaponW	Misc	S8	20	3	22	魔杖	34	0	0	7	80	这是一把精致的魔杖，上面镶嵌了一个经过缩小的敌人的头颅。你必须将它当作武器一样装备好才能使用。
151	item138	怒拳之杖	2500	WeaponW	Misc	S18	20	3	22	魔杖	34	0	0	7	80	这是一把精致的魔杖，上面镶嵌了一个经过缩小的敌人的头颅。你必须将它当作武器一样装备好才能使用。
152	item138	岩石权杖	2500	WeaponW	Misc	S41	20	3	22	魔杖	34	0	0	7	80	这是一把精致的魔杖，上面镶嵌了一个经过缩小的敌人的头颅。你必须将它当作武器一样装备好才能使用。
153	item138	麻痹权杖	2500	WeaponW	Misc	S81	20	3	22	魔杖	34	0	0	7	80	这是一把精致的魔杖，上面镶嵌了一个经过缩小的敌人的头颅。你必须将它当作武器一样装备好才能使用。
154	item138	白云权杖	2500	WeaponW	Misc	S09	20	3	22	魔杖	34	0	0	7	80	这是一把精致的魔杖，上面镶嵌了一个经过缩小的敌人的头颅。你必须将它当作武器一样装备好才能使用。
155	item139	爆裂神杖	3000	WeaponW	Misc	S20	15	3	26	魔杖	34	0	0	13	85	这把魔杖的顶部由一枚凤凰的蛋制成，手柄则由精钢制成，表面还镀上了一层黄金。你必须将它当作武器一样装备好才能使用。
