		Armors	Settings	t0		t1		t2		t3		t4		t5		t0		t1		t2		t3		t4		t5
Id	Item id	Notes		X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
17	896	Peasant Hat	x	0	0	0	0	0	0	0	0	0	0		
18	897	Traveller's Hat	x	0	0	0	0	0	0	0	0	0	0		
19	898	Fancy Hat	x	0	0	0	0	0	0	0	0	0	0		
20	899	Crown	x	0	0	0	0	0	0	0	0	0	0		
21	900	Noble Crown	x	0	0	0	0	0	0	0	0	0	0		
22	901	Regal Crown	x	0	0	0	0	0	0	0	0	0	0		
23	1323	Taledon's Helm	x	0	0	0	0	0	0	0	0	0	0		
24	1324	Scholar's Cap	x	0	0	0	0	0	0	0	0	0	0		
25	1325	Phynaxian Crown	x	0	0	0	0	0	0	0	0	0	0		
26	1334	Mind's Eye	x	0	0	0	0	0	0	0	0	0	0		
27	1346	Shadow's Mask	x	92	46	78	62	0	0	80	68	73	88		
28	1691	Wooden Helm	x	87	22	72	41	68	44	71	39	74	67		
29	1692	Steel Helm	x	80	23	70	41	57	50	63	39	66	67		
30	1693	Guardian Helm	x	73	18	54	30	48	39	47	34	51	58		
31	1694	Defender Helm	x	70	10	56	30	49	32	58	26	58	57		
32	1695	Angelic Helm	x	75	19	59	34	51	41	62	31	62	61		
33	1696	Cloth Hat	x	88	19	72	32	67	36	77	38	72	60		
34	1697	Dandy Hat	x	58	10	44	31	45	49	45	40	48	60		
35	1698	Wizard Cap	x	79	-8	67	9	65	05	66	10	62	38		
36	1699	Wreath Crown	x	88	30	70	47	63	64	75	53	74	75		
37	1700	Regal Crown	x	87	23	73	43	65	53	73	48	75	71		
38	1701	Almighty Crown	x	88	26	73	43	64	61	75	52	74	70		
39	2029	Arthur	x	88	26	73	43	64	61	75	52	74	70		
40	2044	Odin	x	88	26	73	43	64	61	75	52	74	70		

		Belts	Complex												
1	117	Leather Belt		64	147	68	151	55	194	58	182	61	190		
2	118	Sturdy Belt		66	147	70	154	57	194	55	178	62	189		
3	119	Wyvern Leather Belt		63	146	71	155	54	193	52	185	58	191		
4	120	Steel Belt		67	138	70	154	58	190	58	175	62	180		
5	121	Artificer's Belt		65	151	72	153	58	198	55	183	61	188		
6	537	Berserker Belt		66	149	71	150	57	196	56	172	61	188		
7	902	Leather Belt		64	149	70	154	54	194	56	185	60	189		
8	903	Fine Belt		66	147	67	151	55	194	62	178	62	183		
9	904	Strong Belt		63	146	67	152	53	193	56	183	58	183		
10	905	Silver Belt		67	150	68	152	57	196	58	184	62	186		
11	906	Gilded Belt		65	151	65	150	55	192	57	179	61	183		
12	1326	Titan's Belt		0	0	0	0	0	0	0	0	0	0		
13	1337	Hero's Belt		66	149	71	150	57	196	56	172	61	188		
14	1702	Leather Belt		64	147	60	154	54	194	58	182	61	183		
15	1703	Mercenary Belt		66	147	65	149	55	194	62	178	62	183		
16	1704	Vanguard Belt		63	146	67	151	53	193	56	183	58	183		
17	1705	Warlord Belt		67	150	66	152	57	196	58	184	62	186		
18	1706	Sovereign Belt		65	151	62	148	55	192	57	179	61	183		

		Boots	n/u
1	132	Walking Boots		46	261	75	260	75	260	46	290	52	276		
2	133	Hardened Leather Boots		40	255	73	260	65	255	44	278	43	260		
3	134	Regnan Boots		31	250	64	255	21	288	45	269	46	255		
4	135	Alvarian Boots		30	250	64	257	21	276	45	268	43	256		
5	136	Dragonning Boots		26	241	57	242	19	266	45	250	45	238		
6	518	Herald's Boots		41	254	70	250	17	318	47	272	54	263		
7	917	Leather Boots		0	0	0	0	0	0	0	0	0	0		
8	918	Steel Plated Boots		0	0	0	0	0	0	0	0	0	0		
9	919	Ranger Boots		0	0	0	0	0	0	0	0	0	0		
10	920	Knight's Boots		0	0	0	0	0	0	0	0	0	0		
11	921	Paladin Boots		0	0	0	0	0	0	0	0	0	0		
12	1314	Seven League Boots		0	0	0	0	0	0	0	0	0	0		
13	1331	Hermes' Sandals		41	254	70	250	17	318	47	272	54	263		
14	1439	Winged Sandals		41	254	70	250	17	318	47	272	54	263		
15	1717	Leather Boots		0	0	0	0	0	0	0	0	0	0		
16	1718	Steel Boots		0	0	0	0	0	0	0	0	0	0		
17	1719	Armored Boots		0	0	0	0	0	0	0	0	0	0		
18	1720	Sterling Boots		0	0	0	0	0	0	0	0	0	0		
19	1721	Ultimate Boots		0	0	0	0	0	0	0	0	0	0		
20	2031	Lucius		0	0	0	0	0	0	0	0	0	0		
21	2046	Hermes		0	0	0	0	0	0	0	0	0	0		

		Cloaks	Complex													Collars											
1	122	Traveler's Cloak		51	79	47	90	40	120	41	94	43	117			84	80	75	90	68	120	61	99	68	120		
2	123	Moon Temple Cloak		54	81	54	91	40	119	39	94	40	112			77	81	67	91	64	116	61	99	62	116		
3	124	Alvar Cloak		56	82	60	91	40	115	44	103	41	108			76	76	69	91	65	113	65	99	62	116		
4	125	Necromancer Cloak		49	80	55	93	40	119	44	97	41	108			80	73	72	83	65	114	65	95	62	116		
5	126	Vampire Cloak	x	57	82	54	95	40	123	44	88	42	106			64	57	51	64	48	104	47	78	48	95		
6	522	Archangel Wings		51	78	53	94	40	120	41	94	41	108			81	64	72	76	68	105	61	84	67	102		
7	907	Leather Cloak		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
8	908	Huntsman's Cloak		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
9	909	Ranger's Cloak		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
10	910	Elegant Cloak		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
11	911	Glorious Cloak		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
12	1327	Twilight		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
13	1332	Cloak of the Sheep		51	79	43	93	40	120	41	94	36	110			72	78	55	89	58	115	58	94	58	112		
14	1349	Sun Cloak		40	79	34	92	30	110	30	95	20	115			48	72	48	88	38	115	36	95	36	112		
15	1350	Moon Cloak		25	78	18	100	12	110	15	95	12	118			48	72	48	88	38	115	36	95	36	112		
16	1352	Vampire's Cape		28	84	20	95	20	115	20	105	15	120			52	72	45	84	35	112	35	95	41	112		
17	1707	Leather Cloak		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
18	1708	Phantom Cloak		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
19	1709	Elven Cloak		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
20	1710	Cardinal Cloak		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
21	1711	Doom's Day Cloak		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
22	2030	Pendragon		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
23	2045	Atlas		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
24	2105	Cloak of Baa		32	55	20	70	20	90	17	75	16	98			0	0	0	0	0	0	0	0	0	0		
