						
	NPC	Join				
21	Merchant	200		Six point bonus to Merchant skill for all characters.  %01 takes %17 percent of all gold you find.	"As a long time member of the Merchant's Guild, and a former rug merchant myself, I know all the tricks of the trade like the back of my hand.  I can give you advice while bargaining with other Merchants to improve the prices you get.  My fee is but 200 gold to start and %17 percent of the gold we find."	Fire me?  You must be joking!  You'll lose a lot of money without me around!
22	Scout	300		Six point bonus to perception skill for all characters.  %01 takes %17 percent of all gold you find.	"My eyes are sharp, and my voice is loud.  I can alert you to danger before it strikes.  May save your life…And all I need is 300 gold to start and %17 percent of the gold we find."	"Who will warn you of danger if not me?  You're making a big mistake, boss!"
23	Herbalist	400		Four point bonus to Alchemy skill for all characters.  %01 takes %17 percent of all gold you find.	"In my studies I've gathered quite a knowledge of reagents and catalysts.  I'm sure I could assist you in creating and mixing potions, if you'll only hire me.  400 gold to start and %17 percent of the gold we find."	Well!  After all I've done for you you're going to fire me?!  Just like that?
24	Apothecary	600		Eight point bonus to Alchemy skill for all characters.  %01 takes %17 percent of all gold you find.	I have dedicated my life to the study and mastery of alchemy.  I can increase the potency of the potions you mix.  I only charge 600 gold to start and %17 percent of the gold we find.	Well!  After all I've done for you you're going to fire me?!  Just like that?
25	Tinker	200		Four point bonus to Disarm Traps skill for all characters.  %01 takes %17 percent of all gold you find.	I know a thing or two about fixing tools and whatnot.  I also know about locks.  I can help you pick them if you hire me for 200 gold to start and %17 percent of the gold we find.	You'll be sorry the next time a trap goes off because I wasn't around to save you!
26	Locksmith	300		Six point bonus to Disarm Traps skill for all characters.  %01 takes %17 percent of all gold you find.	"Locksmithing is a difficult thing to learn, and you need a professional with you to help you handle the toughest locks.  I can work for you for 300 gold to start and %17 percent of the gold we find."	You'll be sorry the next time a trap goes off because I wasn't around to save you!
27	Fool	100		Five point bonus to Luck statistic for all characters.  %01 takes %17 percent of all gold you find.	"The gods favor drunks, children and fools.  Well, I'm a fool!  Take me with you and maybe the gods will favor you too.  All I want is 100 gold to start and %17 percent of the gold we find."	Sure has been fun following you around!  See ya!
28	Chimney Sweep	200		Twenty point bonus to Luck statistic for all characters.  %01 takes %17 percent of all gold you find.	"People say Chimney Sweeps are lucky.  I don't know about that– sweeping chimneys is hard work!  But if you want, you could hire me for 200 gold to start and %17 percent of the gold we find..  Maybe I'll bring you good luck."	Sure has been fun following you around!  See ya!
29	Porter	100		"One less day of food use when camping, (minimum of one used).  %01 takes %17 percent of all gold you find."	"If you need someone to carry some traveller's comforts, like tents and cooking gear, I'm your man!  All I want is 100 gold to start and %17 percent of the gold we find."	"Oh, please don't dismiss me!  I'll work harder!"
30	Quarter Master	200		"Two less days of food use when camping, (minimum of one used).  %01 takes %17 percent of all gold you find."	"For 200 gold to start and %17 percent of the gold we find, I'll organize all your camping needs and carry your gear.  I think you'll find me well worth the price!"	"Oh, please don't dismiss me!  I'll work harder!"
31	Factor	500		Ten percent bonus on all gold found.  %01 takes %17 percent of all gold you find.	For 500 gold to start and %17 percent of the gold we find I'll organize your finances and check all the coins you find for rarity.  I can usually increase a client's wealth by 5 percent.	"You're going to lose a lot of money without me, mark my words!"
32	Banker	1000		Twenty percent bonus on all gold found.  %01 takes %17 percent of all gold you find.	For 1000 gold to start and %17 percent of the gold we find I'll organize your finances and check all the coins you find for rarity.  I can usually increase a client's wealth by 10 percent.	"You're going to lose a lot of money without me, mark my words!"
33	Cook	300	Prepare Meal	Makes one day of food per day (maximum of 14 days).  %01 takes %17 percent of all gold you find.	"Ever want your own personal cook?  For 300 gold to start and %17 percent of the gold we find, I'll carry extra food and prepare your meals for myself and the four of you.  You won't be sorry– everyone loves my cooking!"	"Back to stale bread and water, eh?  <grumble> fine by me."
34	Chef	400	Prepare Feast	Makes two days of food per day (maximum of 14 days).  %01 takes %17 percent of all gold you find.	"I have studied in the finest cooking schools in Erathia, and I am willing to prepare your meals for a paltry 400 gold to start and %17 percent of the gold we find.  "	"Back to stale bread and water, eh?  <grumble> fine by me."
35	Horseman	100		Trips using the stables take two days fewer to complete (minimum one day).  %01 takes %17 percent of all gold you find.	I can see you know little about handling horses and getting the most out of them.  I'll be happy to take care of any horses you use when you rent horses at the stables.  You'll get to your destination faster with my help.  All I want is 100 gold to start and %17 percent of the gold we find.	"Well, I guess I can understand.  <sniff> you don't need me anymore."
36	Bard	1000		"Grants a constant, single category bonus to your reputation.  %01 takes %17 percent of all gold you find."	"My reputation as a famous musician follows me wherever I go.  If I'm with you, I'm sure some of my reputation will rub off on you.  I only need 1000 gold to start and %17 percent of the gold we find for living expenses."	I thought we had a deal!  You're just going to cast me aside like trash! How could you?
37	Enchanter	1000		"Increases protection from air, earth, fire, water, body, and mind by 20 constantly.  %01 takes %17 percent of all gold you find."	"Dangerous Sorcerers abound throughout the land of Erathia.  Most use spells that do some sort of elemental damage, like fire or lightning.  Others use body or mind magic to assault their foes.  I know a spell that will help protect you from these, and I can keep it going all the time.  I'll cast it for you if you take me along.  All I want is 1000 gold to start and %17 percent of the gold we find."	"Not afraid of hostile magic anymore eh?  Ok, your choice.  Don't say I didn't warn you!"
38	Cartographer	200		Keeps the Wizard Eye spell at expert ranking going at all times.  %01 takes %17 percent of all gold you find.	"For 200 gold to start and %17 percent of the gold we find, I can cast the Wizard Eye spell at expert level constantly."	"Even if you can cast Wizard eye on your own, keeping me around would save you the spell energy.  Did you think of that?"
39	Wind Master	2000	Wind Walk	Casts the Fly spell (duration 2 hours) once per day.  %01 takes %17 percent of all gold you find.	"Ever want to fly?  Take me with you and I can cast the Fly spell on you once a day.  All I ask is 2000 gold to start and %17 percent of the gold we find.  Cheap, huh?"	"You're would give up the power of flight over a few measly gold pieces?  Think it through carefully, my friend."
40	Water Master	1000	Cross Water	Casts the Water Walk spell (duration 3 hours) once per day.  %01 takes %17 percent of all gold you find.	"Ancient prophets claimed the power to walk on water, and I've rediscovered their secret.  Once per day I can cast the Water Walk spell on you and everyone with you.  My rate is 1000 gold to start and %17 percent of the gold we find."	"You're would give up the power to walk on water over a few measly gold pieces?  Think it through carefully, my friend."
41	Gate Master	2000	Gate to Town	Casts the Town Portal spell at master ranking once per day.  %01 takes %17 percent of all gold you find.	"There are spells that duplicate some of the natural magical features of Erathia.  One of those, Town Portal, I've learned to cast at master level.  I'll  cast it for you up to once per day if you hire me.  My price is 2000 gold to start and %17 percent of the gold we find."	"You're would give up the power to travel instantly for a few measly gold pieces?  Think it through carefully, my friend."
42	Chaplain	200	Bless Party	Casts the Bless spell (duration 2 hours) at master ranking once per day.  %01 takes %17 percent of all gold you find.	"For a donation of 200 gold to start and %17 percent of the gold we find to my temple, I'll travel with you and cast the Bless spell once per day."	"I checked with the gods, and they said they would be angry with you if you dismissed me.  Just thought I would let you know…"
43	Piper	300	Play Tune	Casts the Heroism spell (duration 2 hours) at master ranking once per day.  %01 takes %17 percent of all gold you find.	All armies travelling in style bring a piper along to inspire them to heroic deeds during combat.  Even small groups like your own can benefit.  I'll travel with you for 300 gold to start and %17 percent of the gold we find.	You'll miss my inspiring battle tunes!  It makes a big difference during battle!
44	Explorer	100		All travel times reduced by one day (minimum of one day).  %01 takes %17 percent of all gold you find.	My experience in travelling the world can speed your journeys by a day whether you travel by land or by sea.  All I require is 100 gold to start and %17 percent of the gold we find.	"You don't find me useful?  Well, just remember that I save you time, and time is money!    "
45	Pirate	500		"All boat travel reduced by two days, gold is increased by ten percent when found, and Reputation is decreased by one full category.  %01 takes %17 percent of all gold you find."	"Arrr.  My life as a freedom-loving sailor has taught me to travel quickly on the seas and count my gold well.  But I'm down on my luck these days, so I'll sign on with you for only 500 gold to start and %17 percent of the gold we find."	Arrr.  Ye be firing this poor old sailor unjustly ye be.  Won't ye reconsider?
46	Squire	600		Armor and weapon skills are increased by two points for each character.  %01 takes %17 percent of all gold you find.	All warriors need a squire to take care of their weapons and armor and back them up in battle.  I'll be your squire for 600 gold to start and %17 percent of the gold we find.	"Oh, please don't dismiss me!  I'll work harder!"
47	Psychic	400		Perception skill is increased by five points and Luck statistics are increased by ten points for each character.  %01 takes %17 percent of all gold you find.	"Fortune is my business, and I can improve your fortunes for 400 gold to start and %17 percent of the gold we find.  "	I predict you'll regret dismissing me!
48	Gypsy	100		"Food use is reduced by one day's worth of food when resting (minimum one day), Merchant skill is increased by three points for each character, and Reputation is decreased by one full category.  %01 takes %17 percent of all gold you find."	"My entire life has been spent on the road, and believe me when I say you gotta know how to travel and you gotta know how to deal.  I can help you with both for 100 gold to start and %17 percent of the gold we find."	"I cook your food and save you money, and this is the thanks I get?"
49	Diplomat	500		Your party is considered to have the most beneficial arrangement of races in any social situation while %01 is in your party.  %01 takes %17 percent of all gold you find.	Not everyone knows how to talk strangers into giving them what they want.  I make it my specialty.  Bring me along and I'll use my skills to ease your way through society.  My rate is 500 gold to start and %17 percent of the gold we find.	Wait!  Let's talk about this!  I know you don't really want to dismiss me.  We can work it out!
50	Duper	200		Merchant skill is increased by eight points for each character and Reputation is decreased by one full category.  %01 takes %17 percent of all gold you find.	Lots of people can be talked out of stuff they would never give up if they thought about it.  The trick is to talk fast and don't let them pause to consider what you're really saying.  I'll stay with you and coach you on this valuable skill for only 200 gold to start and %17 percent of the gold we find.	Wait!  Let's talk about this!  I know you don't really want to dismiss me.  We can work it out!
51	Burglar	2000		Disarm Traps and Stealing skills are increased by eight points for each character and Reputation is decreased by one full category.  %01 costs you nothing!	"Need traps disarmed?  Perhaps something retrieved without the owner's knowledge or consent?  I've been doing it ever since I was released from jail three years ago.  If you need help, I'll come with you for free!  I need the practice.  "	What?  I didn't do nothin!  
52	Fallen Wizard	2500	Hour of Power	Casts Hour of Power once per day for a duration of six hours.  %01 takes %17 percent of all gold you find.	"Few people outside of the Wizard's realm possess the knowledge to cast Hour of Power.  I can cast it once per day for your party if you'll hire me.  I only charge 2500 gold initially, and %17 percent of the gold we find."	"You're would give up all the spells I cast on you for a few measly gold pieces?  Think it through carefully, my friend."
53	Acolyte	500		"Two point bonus to Self (body, mind, spirit) spell skills for all characters.  %01 takes %17 percent of all gold you find."	I can assist your spell casting by slightly boosting your spells of the Self for 500 gold to start and %17 percent of the gold we find..	"By firing me, you're not just losing a friend and spiritual advisor, but your link to the Gods!  I know you don't really mean it.  You won't dismiss me."
54	Initiate	1000		"Three point bonus to Self (body, mind, spirit) spell skills for all characters.  %01 takes %17 percent of all gold you find."	My prayers can magnify your Self spell skills for 1000 gold to start and %17 percent of the gold we find.	"By firing me, you're not just losing a friend and spiritual advisor, but your link to the Gods!  I know you don't really mean it.  You won't dismiss me."
55	Prelate	2000		"Four point bonus to Self (body, mind, spirit) spell skills for all characters.  %01 takes %17 percent of all gold you find."	I can greatly increase the effect of your Self spells for a small initial donation of of 2000 gold and then %17 percent of the gold we find.	"By firing me, you're not just losing a friend and spiritual advisor, but your link to the Gods!  I know you don't really mean it.  You won't dismiss me."
56	Monk	500		Increases the unarmed and dodging skills by two for all characters.  %01 takes %17 percent of all gold you find.	"I can help train your minds and bodies to perfect your unarmored, unarmed combat techniques.  I only require 500 gold to start and %17 percent of the gold we find."	"You, uh, haven't snatched the pebble from my hand yet, grasshopper.  Will you cut short your training so casually?"
57	Sage	750		Increases the identify item and identify monster skills by six for all characters.  %01 takes %17 percent of all gold you find.	I have considerable knowledge of the items and creatures of Erathia.  I'd be willing to help you out in your travels for 750 gold to start and %17 percent of the gold we find.	"You will miss my excellent advice and knowledge the minute I am gone, mark my words!"
58	Hunter	500		Increases the identify monster skill by four for all characters.  %01 takes %17 percent of all gold you find.	"I've hunted most every type of creature in Erathia, and I know a little something about all of them.  Though I'm retired from hunting, I'll share my knowledge with you for 500 gold to start and %17 percent of the gold we find."	"Well, this old hunter knows not to beg.  Go on and dismiss me if you want."
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
