Regional News			
#	Map	Topic	News Text
254	27	_(TRANS)_	_(TRANS)_
255	26	_(TRANS)_	_(TRANS)_
256	26	_(TRANS)_	_(TRANS)_
257	26	_(TRANS)_	_(TRANS)_
258	26	_(TRANS)_	_(TRANS)_
259	26	_(TRANS)_	_(TRANS)_
260	1	_(TRANS)_	_(TRANS)_
261	1	_(TRANS)_	_(TRANS)_
262	1	_(TRANS)_	_(TRANS)_
263	1	_(TRANS)_	_(TRANS)_
264	1	_(TRANS)_	_(TRANS)_
265	1	_(TRANS)_	_(TRANS)_
266	1	_(TRANS)_	_(TRANS)_
267	1	_(TRANS)_	_(TRANS)_
268	1	_(TRANS)_	_(TRANS)_
269	1	_(TRANS)_	_(TRANS)_
270	1	_(TRANS)_	_(TRANS)_
271	1	_(TRANS)_	_(TRANS)_
272	1	_(TRANS)_	_(TRANS)_
273	1	_(TRANS)_	_(TRANS)_
274	1	_(TRANS)_	_(TRANS)_
275	1	_(TRANS)_	_(TRANS)_
276	1	_(TRANS)_	_(TRANS)_
277	1	_(TRANS)_	_(TRANS)_
278	1	_(TRANS)_	_(TRANS)_
279	1	_(TRANS)_	_(TRANS)_
