															
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	Shape	Equip X	Equip Y	Notes
45	bow4	_(TRANS)_	400	Missile	Bow	5d2	6	3	7	_(TRANS)_	12	3	564	41	_(TRANS)_
46	bow5	_(TRANS)_	500	Missile	Bow	5d2	8	3	9	_(TRANS)_	12	3	567	26	_(TRANS)_
47	crsbow1	_(TRANS)_	50	Missile	Bow	4d2	0	4	1	_(TRANS)_	13	0	555	75	_(TRANS)_
48	crsbow2	_(TRANS)_	200	Missile	Bow	4d2	3	4	4	_(TRANS)_	13	0	533	72	_(TRANS)_
49	crsbow3	_(TRANS)_	400	Missile	Bow	4d2	7	4	8	_(TRANS)_	13	0	557	66	_(TRANS)_
50	mace1	_(TRANS)_	50	Weapon	Mace	2d4	0	6	1	_(TRANS)_	14	0	496	74	_(TRANS)_
51	mace2	_(TRANS)_	150	Weapon	Mace	2d4	2	6	2	_(TRANS)_	14	0	498	54	_(TRANS)_
52	mace3	_(TRANS)_	300	Weapon	Mace	2d4	5	6	3	_(TRANS)_	14	0	489	55	_(TRANS)_
53	mace4	_(TRANS)_	450	Weapon	Mace	2d4	8	6	4	_(TRANS)_	14	0	503	67	_(TRANS)_
54	mace5	_(TRANS)_	600	Weapon	Mace	2d4	11	6	6	_(TRANS)_	14	0	502	75	_(TRANS)_
55	hammer1	_(TRANS)_	120	Weapon	Mace	2d5	0	6	1	_(TRANS)_	15	3	487	76	_(TRANS)_
56	hammer2	_(TRANS)_	300	Weapon	Mace	2d5	3	6	3	_(TRANS)_	15	3	497	71	_(TRANS)_
57	hammer3	_(TRANS)_	600	Weapon	Mace	2d5	9	6	5	_(TRANS)_	15	3	504	55	_(TRANS)_
58	club1	_(TRANS)_	1	Weapon	Club	1d3	0	3	0	_(TRANS)_	16	0	498	51	_(TRANS)_
59	club2	_(TRANS)_	40	Weapon	Club	1d3	3	3	2	_(TRANS)_	16	0	501	29	_(TRANS)_
60	club3	_(TRANS)_	100	Weapon	Club	1d3	5	3	3	_(TRANS)_	16	0	512	58	_(TRANS)_
61	staff1	_(TRANS)_	40	Weapon2	Staff	2d4	0	3	1	_(TRANS)_	17	21	512	78	_(TRANS)_
62	staff2	_(TRANS)_	250	Weapon2	Staff	2d4	3	3	4	_(TRANS)_	17	21	512	57	_(TRANS)_
63	staff3	_(TRANS)_	500	Weapon2	Staff	2d4	7	3	6	_(TRANS)_	17	21	483	18	_(TRANS)_
64	raygun1	_(TRANS)_	0	Weapon	Blaster	3d5	8	10	20	_(TRANS)_	18	0	508	130	_(TRANS)_
65	raygun2	_(TRANS)_	0	Weapon	Blaster	5d5	12	10	20	_(TRANS)_	19	0	494	101	_(TRANS)_
66	lr1icon	_(TRANS)_	150	Armor	Leather	4	0	3	1	_(TRANS)_	20	0	0	0	_(TRANS)_
67	lr2icon	_(TRANS)_	250	Armor	Leather	4	2	3	3	_(TRANS)_	20	0	0	0	_(TRANS)_
68	lr3icon	_(TRANS)_	450	Armor	Leather	4	6	3	5	_(TRANS)_	20	0	0	0	_(TRANS)_
69	lr4icon	_(TRANS)_	750	Armor	Leather	4	12	3	7	_(TRANS)_	20	0	0	0	_(TRANS)_
70	lr5icon	_(TRANS)_	1150	Armor	Leather	4	20	3	9	_(TRANS)_	20	0	0	0	_(TRANS)_
71	chn1icon	_(TRANS)_	400	Armor	Chain	8	0	6	1	_(TRANS)_	21	0	0	0	_(TRANS)_
72	chn2icon	_(TRANS)_	600	Armor	Chain	8	4	6	4	_(TRANS)_	21	0	0	0	_(TRANS)_
73	chn3icon	_(TRANS)_	900	Armor	Chain	8	10	6	6	_(TRANS)_	21	0	0	0	_(TRANS)_
74	chn4icon	_(TRANS)_	1300	Armor	Chain	8	18	6	8	_(TRANS)_	21	0	0	0	_(TRANS)_
75	chn5icon	_(TRANS)_	1800	Armor	Chain	8	28	6	10	_(TRANS)_	21	0	0	0	_(TRANS)_
76	pl1icon	_(TRANS)_	1000	Armor	Plate	20	0	9	1	_(TRANS)_	22	0	0	0	_(TRANS)_
77	pl2icon	_(TRANS)_	1400	Armor	Plate	20	8	9	6	_(TRANS)_	22	0	0	0	_(TRANS)_
78	pl3icon	_(TRANS)_	2700	Armor	Plate	20	34	9	12	_(TRANS)_	22	0	0	0	_(TRANS)_
79	lshield1	_(TRANS)_	200	Shield	Shield	6	0	4	1	_(TRANS)_	23	0	548	115	_(TRANS)_
80	lshield2	_(TRANS)_	300	Shield	Shield	6	1	4	3	_(TRANS)_	23	0	544	123	_(TRANS)_
81	lshield3	_(TRANS)_	400	Shield	Shield	6	3	4	5	_(TRANS)_	23	0	542	129	_(TRANS)_
82	lshield4	_(TRANS)_	500	Shield	Shield	6	7	4	7	_(TRANS)_	24	0	537	114	_(TRANS)_
83	lshield5	_(TRANS)_	800	Shield	Shield	6	13	4	9	_(TRANS)_	24	0	535	131	_(TRANS)_
84	sshield1	_(TRANS)_	100	Shield	Shield	4	0	4	1	_(TRANS)_	24	12	559	149	_(TRANS)_
85	sshield2	_(TRANS)_	200	Shield	Shield	4	2	4	2	_(TRANS)_	24	12	559	149	_(TRANS)_
86	sshield3	_(TRANS)_	300	Shield	Shield	4	4	4	3	_(TRANS)_	24	12	556	145	_(TRANS)_
87	sshield4	_(TRANS)_	450	Shield	Shield	4	8	4	4	_(TRANS)_	24	12	552	134	_(TRANS)_
88	sshield5	_(TRANS)_	750	Shield	Shield	4	14	4	5	_(TRANS)_	24	12	562	142	_(TRANS)_
89	helm1	_(TRANS)_	60	Helm	Misc	2	0	6	1	_(TRANS)_	25	6	539	45	_(TRANS)_
90	hlm2icon	_(TRANS)_	260	Helm	Misc	2	4	6	4	_(TRANS)_	25	6	536	42	_(TRANS)_
91	hlm3icon	_(TRANS)_	460	Helm	Misc	2	6	6	6	_(TRANS)_	25	6	526	38	_(TRANS)_
92	hlm4icon	_(TRANS)_	660	Helm	Misc	2	8	6	8	_(TRANS)_	25	6	530	35	_(TRANS)_
93	hlm5icon	_(TRANS)_	860	Helm	Misc	2	10	6	10	_(TRANS)_	25	6	535	40	_(TRANS)_
94	hat1a	_(TRANS)_	20	Helm	Misc	0	0	2	1	_(TRANS)_	26	11	542	40	_(TRANS)_
95	hat2a	_(TRANS)_	100	Helm	Misc	0	0	2	2	_(TRANS)_	26	11	515	44	_(TRANS)_
96	hat3a	_(TRANS)_	200	Helm	Misc	0	0	2	3	_(TRANS)_	26	11	529	14	_(TRANS)_
97	crown1a	_(TRANS)_	250	Helm	Misc	0	0	4	12	_(TRANS)_	27	0	538	54	_(TRANS)_
98	crown2a	_(TRANS)_	450	Helm	Misc	0	0	4	14	_(TRANS)_	27	0	538	51	_(TRANS)_
99	crown3a	_(TRANS)_	650	Helm	Misc	0	0	4	16	_(TRANS)_	27	0	540	53	_(TRANS)_
100	belt1a	_(TRANS)_	40	Belt	Misc	0	0	3	1	_(TRANS)_	28	5	545	181	_(TRANS)_
101	belt2a	_(TRANS)_	100	Belt	Misc	0	0	3	2	_(TRANS)_	28	5	546	184	_(TRANS)_
102	belt3a	_(TRANS)_	225	Belt	Misc	0	0	3	3	_(TRANS)_	28	5	545	187	_(TRANS)_
103	belt4a	_(TRANS)_	450	Belt	Misc	0	0	3	4	_(TRANS)_	28	5	547	185	_(TRANS)_
104	belt5a	_(TRANS)_	600	Belt	Misc	0	0	3	5	_(TRANS)_	28	5	547	186	_(TRANS)_
105	cape1a	_(TRANS)_	50	Cloak	Misc	1	0	2	2	_(TRANS)_	29	10	490	95	_(TRANS)_
106	cape2a	_(TRANS)_	150	Cloak	Misc	1	2	2	3	_(TRANS)_	29	10	495	95	_(TRANS)_
107	cape3a	_(TRANS)_	250	Cloak	Misc	1	4	2	4	_(TRANS)_	29	10	495	85	_(TRANS)_
108	cape4a	_(TRANS)_	450	Cloak	Misc	1	6	2	5	_(TRANS)_	29	10	490	80	_(TRANS)_
109	cape5a	_(TRANS)_	750	Cloak	Misc	1	8	2	6	_(TRANS)_	29	10	480	80	_(TRANS)_
110	gontlet1	_(TRANS)_	100	Gauntlets	Misc	3	0	6	2	_(TRANS)_	30	0	0	0	_(TRANS)_
111	gontlet2	_(TRANS)_	250	Gauntlets	Misc	3	3	6	4	_(TRANS)_	30	0	0	0	_(TRANS)_
112	gontlet3	_(TRANS)_	450	Gauntlets	Misc	3	5	6	6	_(TRANS)_	30	0	0	0	_(TRANS)_
113	gontlet4	_(TRANS)_	650	Gauntlets	Misc	3	7	6	8	_(TRANS)_	30	0	0	0	_(TRANS)_
114	gontlet5	_(TRANS)_	850	Gauntlets	Misc	3	9	6	10	_(TRANS)_	30	0	0	0	_(TRANS)_
115	boots1	_(TRANS)_	50	Boots	Misc	2	0	3	3	_(TRANS)_	31	0	537	289	_(TRANS)_
116	boots2	_(TRANS)_	250	Boots	Misc	2	4	3	4	_(TRANS)_	31	0	540	289	_(TRANS)_
117	boots3	_(TRANS)_	450	Boots	Misc	2	6	3	5	_(TRANS)_	31	0	542	288	_(TRANS)_
118	boots4	_(TRANS)_	650	Boots	Misc	2	8	3	6	_(TRANS)_	31	0	541	287	_(TRANS)_
119	boots5	_(TRANS)_	850	Boots	Misc	2	10	3	7	_(TRANS)_	31	0	542	285	_(TRANS)_
120	ring1	_(TRANS)_	100	Ring	Misc	0	0	7	2	_(TRANS)_	32	0	0	0	_(TRANS)_
121	ring2	_(TRANS)_	300	Ring	Misc	0	0	7	4	_(TRANS)_	32	0	0	0	_(TRANS)_
122	ring9	_(TRANS)_	500	Ring	Misc	0	0	7	6	_(TRANS)_	32	0	0	0	_(TRANS)_
123	ring4	_(TRANS)_	700	Ring	Misc	0	0	7	8	_(TRANS)_	32	0	0	0	_(TRANS)_
124	ring8	_(TRANS)_	900	Ring	Misc	0	0	7	10	_(TRANS)_	32	0	0	0	_(TRANS)_
125	ring3	_(TRANS)_	1100	Ring	Misc	0	0	7	12	_(TRANS)_	32	0	0	0	_(TRANS)_
126	ring5	_(TRANS)_	1300	Ring	Misc	0	0	7	14	_(TRANS)_	32	0	0	0	_(TRANS)_
127	ring6	_(TRANS)_	1500	Ring	Misc	0	0	7	16	_(TRANS)_	32	0	0	0	_(TRANS)_
128	ring7	_(TRANS)_	1700	Ring	Misc	0	0	7	18	_(TRANS)_	32	0	0	0	_(TRANS)_
129	ring10	_(TRANS)_	2000	Ring	Misc	0	0	7	20	_(TRANS)_	32	0	0	0	_(TRANS)_
130	amulet1	_(TRANS)_	500	Amulet	Misc	0	0	4	2	_(TRANS)_	33	0	0	0	_(TRANS)_
131	amulet2	_(TRANS)_	750	Amulet	Misc	0	0	4	4	_(TRANS)_	33	0	0	0	_(TRANS)_
132	amulet3	_(TRANS)_	1000	Amulet	Misc	0	0	4	6	_(TRANS)_	33	0	0	0	_(TRANS)_
133	amulet4	_(TRANS)_	1250	Amulet	Misc	0	0	4	8	_(TRANS)_	33	0	0	0	_(TRANS)_
134	amulet5	_(TRANS)_	1500	Amulet	Misc	0	0	4	10	_(TRANS)_	33	0	0	0	_(TRANS)_
135	wand1	_(TRANS)_	1000	WeaponW	Misc	S2	50	3	5	_(TRANS)_	34	0	516	56	_(TRANS)_
136	wand1	_(TRANS)_	1000	WeaponW	Misc	S13	50	3	5	_(TRANS)_	34	0	516	56	_(TRANS)_
137	wand1	_(TRANS)_	1000	WeaponW	Misc	S24	50	3	5	_(TRANS)_	34	0	516	56	_(TRANS)_
138	wand1	_(TRANS)_	1000	WeaponW	Misc	S34	50	3	5	_(TRANS)_	34	0	516	56	_(TRANS)_
139	wand1	_(TRANS)_	1000	WeaponW	Misc	S35	50	3	5	_(TRANS)_	34	0	516	56	_(TRANS)_
140	wand2	_(TRANS)_	1500	WeaponW	Misc	S4	40	3	7	_(TRANS)_	34	0	504	33	_(TRANS)_
141	wand2	_(TRANS)_	1500	WeaponW	Misc	S15	40	3	7	_(TRANS)_	34	0	504	33	_(TRANS)_
142	wand2	_(TRANS)_	1500	WeaponW	Misc	S26	40	3	7	_(TRANS)_	34	0	504	33	_(TRANS)_
143	wand2	_(TRANS)_	1500	WeaponW	Misc	S58	40	3	7	_(TRANS)_	34	0	504	33	_(TRANS)_
144	wand2	_(TRANS)_	1500	WeaponW	Misc	S70	40	3	7	_(TRANS)_	34	0	504	33	_(TRANS)_
145	wand3	_(TRANS)_	2000	WeaponW	Misc	S6	30	3	9	_(TRANS)_	34	0	519	56	_(TRANS)_
146	wand3	_(TRANS)_	2000	WeaponW	Misc	S28	30	3	9	_(TRANS)_	34	0	519	56	_(TRANS)_
147	wand3	_(TRANS)_	2000	WeaponW	Misc	S37	30	3	9	_(TRANS)_	34	0	519	56	_(TRANS)_
148	wand3	_(TRANS)_	2000	WeaponW	Misc	S39	30	3	9	_(TRANS)_	34	0	519	56	_(TRANS)_
149	wand3	_(TRANS)_	2000	WeaponW	Misc	S61	30	3	9	_(TRANS)_	34	0	519	56	_(TRANS)_
150	wand4	_(TRANS)_	2500	WeaponW	Misc	S8	25	3	11	_(TRANS)_	34	0	514	45	_(TRANS)_
151	wand4	_(TRANS)_	2500	WeaponW	Misc	S18	25	3	11	_(TRANS)_	34	0	514	45	_(TRANS)_
152	wand4	_(TRANS)_	2500	WeaponW	Misc	S41	25	3	11	_(TRANS)_	34	0	514	45	_(TRANS)_
153	wand4	_(TRANS)_	2500	WeaponW	Misc	S81	25	3	11	_(TRANS)_	34	0	514	45	_(TRANS)_
154	wand4	_(TRANS)_	2500	WeaponW	Misc	S09	25	3	11	_(TRANS)_	34	0	514	45	_(TRANS)_
155	wand5	_(TRANS)_	3000	WeaponW	Misc	S20	15	3	13	_(TRANS)_	34	0	500	59	_(TRANS)_
156	wand5	_(TRANS)_	3000	WeaponW	Misc	S44	15	3	13	_(TRANS)_	34	0	500	59	_(TRANS)_
157	wand5	_(TRANS)_	3000	WeaponW	Misc	S92	15	3	13	_(TRANS)_	34	0	500	59	_(TRANS)_
158	wand5	_(TRANS)_	3000	WeaponW	Misc	S93	15	3	13	_(TRANS)_	34	0	500	59	_(TRANS)_
159	wand5	_(TRANS)_	3000	WeaponW	Misc	S95	15	3	13	_(TRANS)_	34	0	500	59	_(TRANS)_
160	herb01	_(TRANS)_	2	Herb	Misc	0	0	1	0	_(TRANS)_	128	0	0	0	_(TRANS)_
161	herb02	_(TRANS)_	3	Herb	Misc	0	0	1	0	_(TRANS)_	127	0	0	0	_(TRANS)_
162	herb03	_(TRANS)_	4	Herb	Misc	0	0	1	0	_(TRANS)_	126	0	0	0	_(TRANS)_
163	bottle30	_(TRANS)_	5	Bottle	Misc	0	0	1	0	_(TRANS)_	45	0	0	0	_(TRANS)_
164	bottle26	_(TRANS)_	10	Bottle	Misc	P1	1	1	0	_(TRANS)_	41	0	0	0	_(TRANS)_
165	bottle23	_(TRANS)_	10	Bottle	Misc	P2	1	1	0	_(TRANS)_	38	0	0	0	_(TRANS)_
166	bottle28	_(TRANS)_	10	Bottle	Misc	P3	1	1	0	_(TRANS)_	43	0	0	0	_(TRANS)_
167	bottle25	_(TRANS)_	25	Bottle	Misc	P4	1	1	0	_(TRANS)_	40	0	0	0	_(TRANS)_
168	bottle24	_(TRANS)_	25	Bottle	Misc	P5	1	1	0	_(TRANS)_	39	0	0	0	_(TRANS)_
169	bottle29	_(TRANS)_	25	Bottle	Misc	P6	1	1	0	_(TRANS)_	44	0	0	0	_(TRANS)_
170	bottle27	_(TRANS)_	50	Bottle	Misc	P7	1	1	0	_(TRANS)_	42	0	0	0	_(TRANS)_
171	bottle27	_(TRANS)_	50	Bottle	Misc	P8	1	1	0	_(TRANS)_	42	0	0	0	_(TRANS)_
172	bottle27	_(TRANS)_	50	Bottle	Misc	P9	1	1	0	_(TRANS)_	42	0	0	0	_(TRANS)_
173	bottle27	_(TRANS)_	50	Bottle	Misc	P10	1	1	0	_(TRANS)_	42	0	0	0	_(TRANS)_
174	bottle27	_(TRANS)_	50	Bottle	Misc	P11	1	1	0	_(TRANS)_	42	0	0	0	_(TRANS)_
175	bottle27	_(TRANS)_	50	Bottle	Misc	P12	1	1	0	_(TRANS)_	42	0	0	0	_(TRANS)_
176	bottle27	_(TRANS)_	50	Bottle	Misc	P13	1	1	0	_(TRANS)_	42	0	0	0	_(TRANS)_
177	bottle27	_(TRANS)_	50	Bottle	Misc	P14	1	1	0	_(TRANS)_	42	0	0	0	_(TRANS)_
178	bottle22	_(TRANS)_	100	Bottle	Misc	P15	1	1	0	_(TRANS)_	37	0	0	0	_(TRANS)_
179	bottle22	_(TRANS)_	100	Bottle	Misc	P16	1	1	0	_(TRANS)_	37	0	0	0	_(TRANS)_
180	bottle22	_(TRANS)_	100	Bottle	Misc	P17	1	1	0	_(TRANS)_	37	0	0	0	_(TRANS)_
181	bottle22	_(TRANS)_	100	Bottle	Misc	P18	1	1	0	_(TRANS)_	37	0	0	0	_(TRANS)_
182	bottle22	_(TRANS)_	100	Bottle	Misc	P19	1	1	0	_(TRANS)_	37	0	0	0	_(TRANS)_
183	bottle22	_(TRANS)_	100	Bottle	Misc	P20	1	1	0	_(TRANS)_	37	0	0	0	_(TRANS)_
184	bottle22	_(TRANS)_	100	Bottle	Misc	P21	1	1	0	_(TRANS)_	37	0	0	0	_(TRANS)_
185	bottle22	_(TRANS)_	100	Bottle	Misc	P22	1	1	0	_(TRANS)_	37	0	0	0	_(TRANS)_
186	bottle22	_(TRANS)_	100	Bottle	Misc	P23	1	1	0	_(TRANS)_	37	0	0	0	_(TRANS)_
187	bottle22	_(TRANS)_	100	Bottle	Misc	P24	1	1	0	_(TRANS)_	37	0	0	0	_(TRANS)_
188	bottle22	_(TRANS)_	100	Bottle	Misc	P25	1	1	0	_(TRANS)_	37	0	0	0	_(TRANS)_
189	bottle30	_(TRANS)_	5	Bottle	Misc	0	0	1	0	_(TRANS)_	45	0	0	0	_(TRANS)_
190	bottle30	_(TRANS)_	5	Bottle	Misc	0	0	1	0	_(TRANS)_	45	0	0	0	_(TRANS)_
191	bottle30	_(TRANS)_	5	Bottle	Misc	0	0	1	0	_(TRANS)_	45	0	0	0	_(TRANS)_
192	bottle30	_(TRANS)_	5	Bottle	Misc	0	0	1	0	_(TRANS)_	45	0	0	0	_(TRANS)_
193	bottle30	_(TRANS)_	5	Bottle	Misc	0	0	1	0	_(TRANS)_	45	0	0	0	_(TRANS)_
194	bottle30	_(TRANS)_	5	Bottle	Misc	0	0	1	0	_(TRANS)_	45	0	0	0	_(TRANS)_
195	bottle30	_(TRANS)_	5	Bottle	Misc	0	0	1	0	_(TRANS)_	45	0	0	0	_(TRANS)_
196	bottle30	_(TRANS)_	5	Bottle	Misc	0	0	1	0	_(TRANS)_	45	0	0	0	_(TRANS)_
197	coinsm	_(TRANS)_	0	Gold	Misc	0	0	1	0	_(TRANS)_	129	0	0	0	_(TRANS)_
198	coinmid	_(TRANS)_	0	Gold	Misc	0	0	1	0	_(TRANS)_	130	0	0	0	_(TRANS)_
199	coinlg	_(TRANS)_	0	Gold	Misc	0	0	1	0	_(TRANS)_	131	0	0	0	_(TRANS)_
200	scroll1	_(TRANS_CONTEXT:'spells')_	10	Sscroll	Misc	S1	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
201	scroll1	_(TRANS_CONTEXT:'spells')_	20	Sscroll	Misc	S2	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
202	scroll2	_(TRANS_CONTEXT:'spells')_	30	Sscroll	Misc	S3	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
203	scroll2	_(TRANS_CONTEXT:'spells')_	40	Sscroll	Misc	S4	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
204	scroll3	_(TRANS_CONTEXT:'spells')_	50	Sscroll	Misc	S5	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
205	scroll3	_(TRANS_CONTEXT:'spells')_	75	Sscroll	Misc	S6	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
206	scroll3	_(TRANS_CONTEXT:'spells')_	100	Sscroll	Misc	S7	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
207	scroll4	_(TRANS_CONTEXT:'spells')_	150	Sscroll	Misc	S8	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
208	scroll4	_(TRANS_CONTEXT:'spells')_	200	Sscroll	Misc	S9	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
209	scroll4	_(TRANS_CONTEXT:'spells')_	300	Sscroll	Misc	S10	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
210	scroll4	_(TRANS_CONTEXT:'spells')_	500	Sscroll	Misc	S11	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
211	scroll1	_(TRANS_CONTEXT:'spells')_	10	Sscroll	Misc	S12	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
212	scroll1	_(TRANS_CONTEXT:'spells')_	20	Sscroll	Misc	S13	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
213	scroll2	_(TRANS_CONTEXT:'spells')_	30	Sscroll	Misc	S14	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
214	scroll2	_(TRANS_CONTEXT:'spells')_	40	Sscroll	Misc	S15	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
215	scroll3	_(TRANS_CONTEXT:'spells')_	50	Sscroll	Misc	S16	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
216	scroll3	_(TRANS_CONTEXT:'spells')_	75	Sscroll	Misc	S17	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
217	scroll3	_(TRANS_CONTEXT:'spells')_	100	Sscroll	Misc	S18	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
218	scroll4	_(TRANS_CONTEXT:'spells')_	150	Sscroll	Misc	S19	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
219	scroll4	_(TRANS_CONTEXT:'spells')_	200	Sscroll	Misc	S20	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
