"1-199 equipable items, 200- potions, 300- scrolls, 400-books, 500- artifacts, 600 quest items 700- message scrolls "																
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
42	item042	_(TRANS)_	50	Weapon1or2	Spear	1d9	2	6	3	_(TRANS)_	9	0	0	20	116	_(TRANS)_
43	item043	_(TRANS)_	250	Weapon1or2	Spear	1d9	5	6	6	_(TRANS)_	9	0	0	13	119	_(TRANS)_
44	item044	_(TRANS)_	450	Weapon1or2	Spear	1d9	9	6	9	_(TRANS)_	9	0	0	25	124	_(TRANS)_
45	item045	_(TRANS)_	650	Weapon1or2	Spear	1d9	13	6	12	_(TRANS)_	9	0	0	17	111	_(TRANS)_
46	item046	_(TRANS)_	200	Weapon1or2	Spear	3d6	0	6	1	_(TRANS)_	10	0	0	34	93	_(TRANS)_
47	item048	_(TRANS)_	400	Weapon1or2	Spear	3d6	3	6	3	_(TRANS)_	10	0	0	30	111	_(TRANS)_
48	item047	_(TRANS)_	700	Weapon1or2	Spear	3d6	6	6	5	_(TRANS)_	10	0	0	38	107	_(TRANS)_
49	item049	_(TRANS)_	1300	Weapon1or2	Spear	3d6	10	6	8	_(TRANS)_	10	0	0	38	123	_(TRANS)_
50	item050	_(TRANS)_	1600	Weapon1or2	Spear	3d6	13	6	11	_(TRANS)_	10	0	0	24	135	_(TRANS)_
51	item051	_(TRANS)_	100	Weapon1or2	Spear	2d6	0	6	1	_(TRANS)_	11	0	0	25	113	_(TRANS)_
52	item052	_(TRANS)_	400	Weapon1or2	Spear	2d6	2	6	3	_(TRANS)_	11	0	0	27	137	_(TRANS)_
53	item053	_(TRANS)_	650	Weapon1or2	Spear	2d6	6	6	6	_(TRANS)_	11	0	0	22	141	_(TRANS)_
54	item054	_(TRANS)_	900	Weapon1or2	Spear	2d6	9	6	9	_(TRANS)_	11	0	0	23	130	_(TRANS)_
55	item055	_(TRANS)_	1250	Weapon1or2	Spear	2d6	13	6	12	_(TRANS)_	11	0	0	26	125	_(TRANS)_
56	item056	_(TRANS)_	200	Missile	Bow	5d2	0	6	1	_(TRANS)_	12	0	0	23	96	_(TRANS)_
57	item057	_(TRANS)_	300	Missile	Bow	5d2	2	3	3	_(TRANS)_	12	0	0	21	102	_(TRANS)_
58	item058	_(TRANS)_	400	Missile	Bow	5d2	4	3	6	_(TRANS)_	12	0	0	24	100	_(TRANS)_
59	item059	_(TRANS)_	500	Missile	Bow	5d2	6	3	9	_(TRANS)_	12	0	0	23	102	_(TRANS)_
60	item060	_(TRANS)_	750	Missile	Bow	5d2	7	3	12	_(TRANS)_	12	0	0	30	100	_(TRANS)_
61	item061	_(TRANS)_	50	Missile	Bow	4d2	0	4	1	_(TRANS)_	13	0	0	28	70	_(TRANS)_
62	item062	_(TRANS)_	200	Missile	Bow	4d2	3	4	3	_(TRANS)_	13	0	0	26	75	_(TRANS)_
63	item063	_(TRANS)_	300	Missile	Bow	4d2	5	4	6	_(TRANS)_	13	0	0	32	83	_(TRANS)_
64	item064	_(TRANS)_	400	Missile	Bow	4d2	7	4	9	_(TRANS)_	13	0	0	38	85	_(TRANS)_
65	item065	_(TRANS)_	550	Missile	Bow	4d2	8	4	12	_(TRANS)_	13	0	0	37	92	_(TRANS)_
66	item066	_(TRANS)_	50	Weapon	Mace	2d4	0	6	1	_(TRANS)_	14	0	0	22	116	_(TRANS)_
67	item067	_(TRANS)_	150	Weapon	Mace	2d4	2	6	3	_(TRANS)_	14	0	0	58	113	_(TRANS)_
68	item068	_(TRANS)_	300	Weapon	Mace	2d4	5	6	6	_(TRANS)_	14	0	0	33	126	_(TRANS)_
69	item069	_(TRANS)_	450	Weapon	Mace	2d4	7	6	9	_(TRANS)_	14	0	0	12	159	_(TRANS)_
70	item070	_(TRANS)_	600	Weapon	Mace	2d4	11	6	12	_(TRANS)_	14	0	0	30	177	_(TRANS)_
71	item071	_(TRANS)_	120	Weapon	Mace	2d5	0	6	1	_(TRANS)_	15	0	0	26	76	_(TRANS)_
72	item072	_(TRANS)_	300	Weapon	Mace	2d5	3	6	3	_(TRANS)_	15	0	0	21	107	_(TRANS)_
73	item073	_(TRANS)_	450	Weapon	Mace	2d5	6	6	5	_(TRANS)_	15	0	0	26	103	_(TRANS)_
74	item074	_(TRANS)_	650	Weapon	Mace	2d5	9	6	8	_(TRANS)_	15	0	0	19	107	_(TRANS)_
75	item075	_(TRANS)_	890	Weapon	Mace	2d5	12	6	12	_(TRANS)_	15	0	0	31	107	_(TRANS)_
76	item076	_(TRANS)_	1	Weapon	Club	1d3	0	3	0	_(TRANS)_	16	0	0	16	119	_(TRANS)_
77	item077	_(TRANS)_	100	Weapon	Club	1d3	3	3	2	_(TRANS)_	16	0	0	31	148	_(TRANS)_
78	item078	_(TRANS)_	350	Weapon	Mace	3d3	6	3	5	_(TRANS)_	16	0	0	26	161	_(TRANS)_
79	item079	_(TRANS)_	40	Weapon2	Staff	2d4	0	3	1	_(TRANS)_	17	0	0	10	63	_(TRANS)_
80	item080	_(TRANS)_	150	Weapon2	Staff	2d4	2	3	3	_(TRANS)_	17	0	0	14	88	_(TRANS)_
81	item081	_(TRANS)_	250	Weapon2	Staff	2d4	4	3	5	_(TRANS)_	17	0	0	14	95	_(TRANS)_
82	item082	_(TRANS)_	400	Weapon2	Staff	2d4	6	3	8	_(TRANS)_	17	0	0	18	100	_(TRANS)_
83	item083	_(TRANS)_	600	Weapon2	Staff	2d4	8	3	12	_(TRANS)_	17	0	0	35	118	_(TRANS)_
84	item084	_(TRANS)_	150	Armor	Leather	4	0	3	1	_(TRANS)_	20	0	0	0	0	_(TRANS)_
85	item085	_(TRANS)_	250	Armor	Leather	4	2	3	4	_(TRANS)_	20	0	0	0	0	_(TRANS)_
86	item086	_(TRANS)_	450	Armor	Leather	4	6	3	8	_(TRANS)_	20	0	0	0	0	_(TRANS)_
87	item087	_(TRANS)_	750	Armor	Leather	4	12	3	10	_(TRANS)_	20	0	0	0	0	_(TRANS)_
88	item088	_(TRANS)_	1150	Armor	Leather	4	20	3	12	_(TRANS)_	20	0	0	0	0	_(TRANS)_
89	item089	_(TRANS)_	400	Armor	Chain	8	0	6	1	_(TRANS)_	21	0	0	0	0	_(TRANS)_
90	item090	_(TRANS)_	600	Armor	Chain	8	4	6	5	_(TRANS)_	21	0	0	0	0	_(TRANS)_
91	item091	_(TRANS)_	900	Armor	Chain	8	10	6	10	_(TRANS)_	21	0	0	0	0	_(TRANS)_
92	item092	_(TRANS)_	1300	Armor	Chain	8	18	6	15	_(TRANS)_	21	0	0	0	0	_(TRANS)_
93	item093	_(TRANS)_	1800	Armor	Chain	8	28	6	20	_(TRANS)_	21	0	0	0	0	_(TRANS)_
94	item094	_(TRANS)_	1000	Armor	Plate	20	0	9	1	_(TRANS)_	22	0	0	0	0	_(TRANS)_
95	item095	_(TRANS)_	1400	Armor	Plate	20	8	9	8	_(TRANS)_	22	0	0	0	0	_(TRANS)_
96	item096	_(TRANS)_	2000	Armor	Plate	20	18	9	15	_(TRANS)_	22	0	0	0	0	_(TRANS)_
97	item097	_(TRANS)_	2700	Armor	Plate	20	30	9	20	_(TRANS)_	22	0	0	0	0	_(TRANS)_
98	item098	_(TRANS)_	3500	Armor	Plate	20	38	9	25	_(TRANS)_	22	0	0	0	0	_(TRANS)_
99	item099	_(TRANS)_	200	Shield	Shield	6	0	4	1	_(TRANS)_	23	0	0	32	57	_(TRANS)_
100	item100	_(TRANS)_	300	Shield	Shield	6	1	4	4	_(TRANS)_	23	0	0	43	39	_(TRANS)_
101	item101	_(TRANS)_	400	Shield	Shield	6	3	4	8	_(TRANS)_	23	0	0	50	78	_(TRANS)_
102	item102	_(TRANS)_	500	Shield	Shield	6	6	4	12	_(TRANS)_	23	0	0	32	74	_(TRANS)_
103	item103	_(TRANS)_	800	Shield	Shield	6	13	4	16	_(TRANS)_	23	0	0	64	85	_(TRANS)_
104	item104	_(TRANS)_	100	Shield	Shield	4	0	4	1	_(TRANS)_	24	0	0	32	32	_(TRANS)_
105	item105	_(TRANS)_	200	Shield	Shield	4	2	4	4	_(TRANS)_	24	0	0	47	47	_(TRANS)_
106	item106	_(TRANS)_	300	Shield	Shield	4	4	4	8	_(TRANS)_	24	0	0	50	50	_(TRANS)_
107	item107	_(TRANS)_	450	Shield	Shield	4	8	4	12	_(TRANS)_	24	0	0	43	43	_(TRANS)_
108	item108	_(TRANS)_	750	Shield	Shield	4	14	4	16	_(TRANS)_	24	0	0	50	47	_(TRANS)_
109	item109	_(TRANS)_	60	Helm	Misc	2	0	6	1	_(TRANS)_	25	0	0	0	0	_(TRANS)_
110	item110	_(TRANS)_	260	Helm	Misc	2	4	6	4	_(TRANS)_	25	0	0	0	0	_(TRANS)_
111	item111	_(TRANS)_	460	Helm	Misc	2	6	6	8	_(TRANS)_	25	0	0	0	0	_(TRANS)_
112	item112	_(TRANS)_	660	Helm	Misc	2	8	6	10	_(TRANS)_	25	0	0	0	0	_(TRANS)_
113	item113	_(TRANS)_	860	Helm	Misc	2	10	6	12	_(TRANS)_	25	0	0	0	0	_(TRANS)_
114	item114	_(TRANS)_	20	Helm	Misc	0	0	2	1	_(TRANS)_	26	0	0	0	0	_(TRANS)_
115	item257	_(TRANS)_	100	Helm	Misc	0	0	2	4	_(TRANS)_	26	0	0	0	0	_(TRANS)_
116	item116	_(TRANS)_	200	Helm	Misc	0	0	2	8	_(TRANS)_	26	0	0	0	0	_(TRANS)_
117	item117	_(TRANS)_	40	Belt	Misc	0	0	3	1	_(TRANS)_	28	0	0	0	0	_(TRANS)_
118	item118	_(TRANS)_	100	Belt	Misc	0	0	3	3	_(TRANS)_	28	0	0	0	0	_(TRANS)_
119	item119	_(TRANS)_	225	Belt	Misc	0	0	3	6	_(TRANS)_	28	0	0	0	0	_(TRANS)_
120	item120	_(TRANS)_	450	Belt	Misc	0	0	3	9	_(TRANS)_	28	0	0	0	0	_(TRANS)_
121	item121	_(TRANS)_	600	Belt	Misc	0	0	3	12	_(TRANS)_	28	0	0	0	0	_(TRANS)_
122	item122	_(TRANS)_	50	Cloak	Misc	1	0	2	2	_(TRANS)_	29	0	0	0	0	_(TRANS)_
123	item123	_(TRANS)_	150	Cloak	Misc	1	2	2	5	_(TRANS)_	29	0	0	0	0	_(TRANS)_
124	item124	_(TRANS)_	250	Cloak	Misc	1	4	2	9	_(TRANS)_	29	0	0	0	0	_(TRANS)_
125	item125	_(TRANS)_	450	Cloak	Misc	1	6	2	15	_(TRANS)_	29	0	0	0	0	_(TRANS)_
126	item126	_(TRANS)_	750	Cloak	Misc	1	8	2	20	_(TRANS)_	29	0	0	0	0	_(TRANS)_
127	item127	_(TRANS)_	100	Gauntlets	Misc	3	0	6	2	_(TRANS)_	30	0	0	0	0	_(TRANS)_
128	item128	_(TRANS)_	250	Gauntlets	Misc	3	3	6	5	_(TRANS)_	30	0	0	0	0	_(TRANS)_
129	item131	_(TRANS)_	450	Gauntlets	Misc	3	5	6	9	_(TRANS)_	30	0	0	0	0	_(TRANS)_
130	item129	_(TRANS)_	650	Gauntlets	Misc	3	7	6	14	_(TRANS)_	30	0	0	0	0	_(TRANS)_
131	item130	_(TRANS)_	850	Gauntlets	Misc	3	9	6	20	_(TRANS)_	30	0	0	0	0	_(TRANS)_
132	item132	_(TRANS)_	50	Boots	Misc	2	0	3	2	_(TRANS)_	31	0	0	0	0	_(TRANS)_
133	item133	_(TRANS)_	250	Boots	Misc	2	4	3	5	_(TRANS)_	31	0	0	0	0	_(TRANS)_
134	item134	_(TRANS)_	450	Boots	Misc	2	6	3	9	_(TRANS)_	31	0	0	0	0	_(TRANS)_
135	item135	_(TRANS)_	650	Boots	Misc	2	8	3	15	_(TRANS)_	31	0	0	0	0	_(TRANS)_
136	item136	_(TRANS)_	850	Boots	Misc	2	10	3	21	_(TRANS)_	31	0	0	0	0	_(TRANS)_
137	item137	_(TRANS)_	100	Ring	Misc	0	0	7	2	_(TRANS)_	32	0	0	0	0	_(TRANS)_
138	item138	_(TRANS)_	300	Ring	Misc	0	0	7	6	_(TRANS)_	32	0	0	0	0	_(TRANS)_
139	item139	_(TRANS)_	500	Ring	Misc	0	0	7	9	_(TRANS)_	32	0	0	0	0	_(TRANS)_
140	item143	_(TRANS)_	700	Ring	Misc	0	0	7	12	_(TRANS)_	32	0	0	0	0	_(TRANS)_
141	item143	_(TRANS)_	900	Ring	Misc	0	0	7	15	_(TRANS)_	32	0	0	0	0	_(TRANS)_
142	item142	_(TRANS)_	1100	Ring	Misc	0	0	7	18	_(TRANS)_	32	0	0	0	0	_(TRANS)_
143	item141	_(TRANS)_	1300	Ring	Misc	0	0	7	21	_(TRANS)_	32	0	0	0	0	_(TRANS)_
144	item144	_(TRANS)_	1500	Ring	Misc	0	0	7	24	_(TRANS)_	32	0	0	0	0	_(TRANS)_
145	item145	_(TRANS)_	1700	Ring	Misc	0	0	7	27	_(TRANS)_	32	0	0	0	0	_(TRANS)_
146	item146	_(TRANS)_	2000	Ring	Misc	0	0	7	30	_(TRANS)_	32	0	0	0	0	_(TRANS)_
147	item147	_(TRANS)_	500	Amulet	Misc	0	0	4	2	_(TRANS)_	33	0	0	0	0	_(TRANS)_
148	item148	_(TRANS)_	750	Amulet	Misc	0	0	4	5	_(TRANS)_	33	0	0	0	0	_(TRANS)_
149	item149	_(TRANS)_	1000	Amulet	Misc	0	0	4	9	_(TRANS)_	33	0	0	0	0	_(TRANS)_
150	item150	_(TRANS)_	1250	Amulet	Misc	0	0	4	14	_(TRANS)_	33	0	0	0	0	_(TRANS)_
151	item151	_(TRANS)_	1500	Amulet	Misc	0	0	4	20	_(TRANS)_	33	0	0	0	0	_(TRANS)_
152	item152	_(TRANS)_	1000	WeaponW	Misc	S2	35	3	10	_(TRANS)_	34	0	0	15	84	_(TRANS)_
153	item152	_(TRANS)_	1000	WeaponW	Misc	S15	35	3	10	_(TRANS)_	34	0	0	15	84	_(TRANS)_
154	item152	_(TRANS)_	1000	WeaponW	Misc	S24	35	3	10	_(TRANS)_	34	0	0	15	84	_(TRANS)_
155	item152	_(TRANS)_	1000	WeaponW	Misc	S34	35	3	10	_(TRANS)_	34	0	0	15	84	_(TRANS)_
156	item152	_(TRANS)_	1000	WeaponW	Misc	S70	35	3	10	_(TRANS)_	34	0	0	15	84	_(TRANS)_
157	item153	_(TRANS)_	1500	WeaponW	Misc	S78	30	3	14	_(TRANS)_	34	0	0	10	91	_(TRANS)_
158	item153	_(TRANS)_	1500	WeaponW	Misc	S26	30	3	14	_(TRANS)_	34	0	0	10	91	_(TRANS)_
159	item153	_(TRANS)_	1500	WeaponW	Misc	S52	30	3	14	_(TRANS)_	34	0	0	10	91	_(TRANS)_
160	item153	_(TRANS)_	1500	WeaponW	Misc	S59	30	3	14	_(TRANS)_	34	0	0	10	91	_(TRANS)_
161	item153	_(TRANS)_	1500	WeaponW	Misc	S37	30	3	14	_(TRANS)_	34	0	0	10	91	_(TRANS)_
162	item155	_(TRANS)_	2000	WeaponW	Misc	S6	25	3	18	_(TRANS)_	34	0	0	8	88	_(TRANS)_
163	item155	_(TRANS)_	2000	WeaponW	Misc	S29	25	3	18	_(TRANS)_	34	0	0	8	88	_(TRANS)_
164	item155	_(TRANS)_	2000	WeaponW	Misc	S18	25	3	18	_(TRANS)_	34	0	0	8	88	_(TRANS)_
165	item155	_(TRANS)_	2000	WeaponW	Misc	S39	25	3	18	_(TRANS)_	34	0	0	8	88	_(TRANS)_
166	item155	_(TRANS)_	2000	WeaponW	Misc	S62	25	3	18	_(TRANS)_	34	0	0	8	88	_(TRANS)_
167	item154	_(TRANS)_	2500	WeaponW	Misc	S32	20	3	22	_(TRANS)_	34	0	0	8	97	_(TRANS)_
168	item154	_(TRANS)_	2500	WeaponW	Misc	S76	20	3	22	_(TRANS)_	34	0	0	8	97	_(TRANS)_
169	item154	_(TRANS)_	2500	WeaponW	Misc	S41	20	3	22	_(TRANS)_	34	0	0	8	97	_(TRANS)_
170	item154	_(TRANS)_	2500	WeaponW	Misc	S81	20	3	22	_(TRANS)_	34	0	0	8	97	_(TRANS)_
171	item154	_(TRANS)_	2500	WeaponW	Misc	S90	20	3	22	_(TRANS)_	34	0	0	8	97	_(TRANS)_
172	item156	_(TRANS)_	3000	WeaponW	Misc	S20	15	3	26	_(TRANS)_	34	0	0	8	92	_(TRANS)_
173	item156	_(TRANS)_	3000	WeaponW	Misc	S44	15	3	26	_(TRANS)_	34	0	0	8	92	_(TRANS)_
174	item156	_(TRANS)_	3000	WeaponW	Misc	S93	15	3	26	_(TRANS)_	34	0	0	8	92	_(TRANS)_
175	item156	_(TRANS)_	3000	WeaponW	Misc	S92	15	3	26	_(TRANS)_	34	0	0	8	92	_(TRANS)_
176	item156	_(TRANS)_	3000	WeaponW	Misc	S11	15	3	26	_(TRANS)_	34	0	0	8	92	_(TRANS)_
177	item213	_(TRANS)_	250	Gem	Misc	0	0	0	0	_(TRANS)_	144	0	0	0	0	_(TRANS)_
178	item218	_(TRANS)_	500	Gem	Misc	0	0	0	0	_(TRANS)_	146	0	0	0	0	_(TRANS)_
179	item215	_(TRANS)_	750	Gem	Misc	0	0	0	0	_(TRANS)_	147	0	0	0	0	_(TRANS)_
180	item214	_(TRANS)_	1000	Gem	Misc	0	0	0	0	_(TRANS)_	148	0	0	0	0	_(TRANS)_
181	item220	_(TRANS)_	1250	Gem	Misc	0	0	0	0	_(TRANS)_	149	0	0	0	0	_(TRANS)_
182	item221	_(TRANS)_	1500	Gem	Misc	0	0	0	0	_(TRANS)_	150	0	0	0	0	_(TRANS)_
183	item219	_(TRANS)_	1750	Gem	Misc	0	0	0	0	_(TRANS)_	151	0	0	0	0	_(TRANS)_
184	item217	_(TRANS)_	2000	Gem	Misc	0	0	0	0	_(TRANS)_	152	0	0	0	0	_(TRANS)_
185	item212	_(TRANS)_	2250	Gem	Misc	0	0	0	0	_(TRANS)_	153	0	0	0	0	_(TRANS)_
186	item216	_(TRANS)_	3000	Gem	Misc	0	0	0	0	_(TRANS)_	154	0	0	0	0	_(TRANS)_
187	item204	_(TRANS)_	0	Gold	Misc	0	0	0	0	_(TRANS)_	83	0	0	0	0	_(TRANS)_
188	item205	_(TRANS)_	0	Gold	Misc	0	0	0	0	_(TRANS)_	84	0	0	0	0	_(TRANS)_
189	item206	_(TRANS)_	0	Gold	Misc	0	0	0	0	_(TRANS)_	85	0	0	0	0	_(TRANS)_
190	null	_misc190	0	0	0	0	0	0	0	0	1	0	0	0	0	
191	null	_misc191	0	0	0	0	0	0	0	0	1	0	0	0	0	
192	null	_misc192	0	0	0	0	0	0	0	0	1	0	0	0	0	
193	null	_misc193	0	0	0	0	0	0	0	0	1	0	0	0	0	
194	null	_misc194	0	0	0	0	0	0	0	0	1	0	0	0	0	
195	null	_misc195	0	0	0	0	0	0	0	0	1	0	0	0	0	
196	null	_misc196	0	0	0	0	0	0	0	0	1	0	0	0	0	
197	null	_misc197	0	0	0	0	0	0	0	0	1	0	0	0	0	
198	null	_misc198	0	0	0	0	0	0	0	0	1	0	0	0	0	
199	null	_misc199	0	0	0	0	0	0	0	0	1	0	0	0	0	
200	item158	_(TRANS)_	1	Reagent	Misc	1	0	1	0	_(TRANS)_	36	0	0	0	0	_(TRANS)_
201	item161	_(TRANS)_	10	Reagent	Misc	5	0	1	0	_(TRANS)_	42	0	0	0	0	_(TRANS)_
202	item162	_(TRANS)_	50	Reagent	Misc	10	0	1	0	_(TRANS)_	40	0	0	0	0	_(TRANS)_
203	item163	_(TRANS)_	100	Reagent	Misc	20	0	1	0	_(TRANS)_	41	0	0	0	0	_(TRANS)_
204	item164	_(TRANS)_	500	Reagent	Misc	50	1	1	0	_(TRANS)_	44	0	0	0	0	_(TRANS)_
205	item157	_(TRANS)_	1	Reagent	Misc	1	1	1	0	_(TRANS)_	35	0	0	0	0	_(TRANS)_
206	item165	_(TRANS)_	10	Reagent	Misc	5	1	1	0	_(TRANS)_	43	0	0	0	0	_(TRANS)_
207	item166	_(TRANS)_	50	Reagent	Misc	10	1	1	0	_(TRANS)_	81	0	0	0	0	_(TRANS)_
208	item167	_(TRANS)_	100	Reagent	Misc	20	1	1	0	_(TRANS)_	39	0	0	0	0	_(TRANS)_
209	item168	_(TRANS)_	500	Reagent	Misc	50	1	1	0	_(TRANS)_	82	0	0	0	0	_(TRANS)_
210	item160	_(TRANS)_	1	Reagent	Misc	1	1	1	0	_(TRANS)_	38	0	0	0	0	_(TRANS)_
211	item169	_(TRANS)_	10	Reagent	Misc	5	1	1	0	_(TRANS)_	48	0	0	0	0	_(TRANS)_
212	item170	_(TRANS)_	50	Reagent	Misc	10	1	1	0	_(TRANS)_	47	0	0	0	0	_(TRANS)_
213	item171	_(TRANS)_	100	Reagent	Misc	20	1	1	0	_(TRANS)_	49	0	0	0	0	_(TRANS)_
214	item172	_(TRANS)_	500	Reagent	Misc	50	1	1	0	_(TRANS)_	50	0	0	0	0	_(TRANS)_
215	item159	_(TRANS)_	1	Reagent	Misc	1	1	1	0	_(TRANS)_	37	0	0	0	0	_(TRANS)_
216	item173	_(TRANS)_	10	Reagent	Misc	5	1	1	0	_(TRANS)_	51	0	0	0	0	_(TRANS)_
217	item174	_(TRANS)_	50	Reagent	Misc	10	1	1	0	_(TRANS)_	53	0	0	0	0	_(TRANS)_
218	item175	_(TRANS)_	100	Reagent	Misc	20	1	1	0	_(TRANS)_	52	0	0	0	0	_(TRANS)_
219	item176	_(TRANS)_	500	Reagent	Misc	75	1	1	0	_(TRANS)_	54	0	0	0	0	_(TRANS)_
220	item198	_(TRANS)_	1	Bottle	Misc	0	1	1	0	_(TRANS)_	76	0	0	0	0	_(TRANS)_
221	item181	_(TRANS)_	1	Bottle	Misc	0	1	1	0	_(TRANS)_	59	0	0	0	0	_(TRANS)_
222	item178	_(TRANS)_	5	Bottle	Misc	0	1	1	0	_(TRANS)_	56	0	0	0	0	_(TRANS)_
223	item177	_(TRANS)_	5	Bottle	Misc	0	1	1	0	_(TRANS)_	55	0	0	0	0	_(TRANS)_
224	item179	_(TRANS)_	5	Bottle	Misc	0	1	1	0	_(TRANS)_	57	0	0	0	0	_(TRANS)_
